gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
YBX1	14860.204531451498	-0.6968328396512148	0.21502688674379786	-3.240677713394434	0.0011924591781369291	0.006359782283396955	P-Adj < 0.05
HNRNPK	17414.082217379175	-0.4299728535497632	0.10165926977954706	-4.2295489086453175	2.341603683211207e-5	2.508485390385711e-4	P-Adj < 0.05
SFPQ	15142.596663175014	0.39094910163264684	0.14110945230577637	2.7705380131834243	0.005596376739414822	0.020350460870599354	P-Adj < 0.05
HNRNPH1	11240.912834855855	0.3633667173859947	0.13185678144177174	2.7557681403474743	0.005855448802346445	0.020819373519454024	P-Adj < 0.05
SF3B1	13712.622201972108	0.280826494583064	0.10119508305969264	2.775100193528286	0.005518470387266535	0.020350460870599354	P-Adj < 0.05
HNRNPUL1	11079.796210490862	-0.4652382454144815	0.15410309611595577	-3.019006477744031	0.0025360510896313936	0.011934358068853616	P-Adj < 0.05
RBM39	8608.407719738088	0.6770380400770627	0.12934070262864203	5.234531947927852	1.65403461954491e-7	4.608010947721488e-6	P-Adj < 0.05
TRA2B	6176.763079548858	0.6961041861286685	0.14381485924668605	4.840279994535467	1.2965632235389411e-6	2.0745011576623058e-5	P-Adj < 0.05
KHSRP	9882.354384486605	-0.5616897914376288	0.1716504737562721	-3.272288034783852	0.0010668083201839811	0.0058858390079116205	P-Adj < 0.05
SRSF1	8017.20876213283	0.46754206350242894	0.11872050111392253	3.938174612772078	8.210383859563508e-5	7.298118986278675e-4	P-Adj < 0.05
HNRNPM	5805.342324927954	-0.3480231472313233	0.09569176729348948	-3.6369183794456013	2.75919314833304e-4	0.001919438711883854	P-Adj < 0.05
HNRNPA0	6579.73190025309	-0.3115483279209678	0.12016923505494241	-2.5925797711745875	0.009525908691905222	0.031753028973017405	P-Adj < 0.05
HNRNPR	7600.183800127215	0.3391122895902528	0.1341721967999037	2.5274408385515548	0.011489718014977996	0.03676709764792959	P-Adj < 0.05
SRSF11	5190.510184552105	0.8635611067634958	0.15017944188455623	5.75019520599444	8.914046766561738e-9	3.565618706624695e-7	P-Adj < 0.05
HNRNPF	5077.627575807595	-0.6016758150496225	0.18176043224695995	-3.3102683989666066	9.32065498946842e-4	0.005523351104870174	P-Adj < 0.05
SRSF6	6316.194863102187	0.30504569199245	0.12301458352348324	2.479752263959967	0.013147369311749752	0.041246648821175694	P-Adj < 0.05
RBFOX2	6526.364564347885	0.558190342101015	0.17714892900782225	3.150966507262188	0.0016273114982447948	0.008136557491223974	P-Adj < 0.05
