gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
HNRNPA1	40100.7397898414	0.7324134638159645	0.1855595411133289	3.947053648772764	7.911883305708968e-5	3.86286067278732e-4	P-Adj < 0.05
HNRNPU	27744.852212615708	0.17866591060825493	0.051745696149836276	3.4527685180020566	5.548649282698656e-4	0.001806030942996033	P-Adj < 0.05
HNRNPC	18947.932175211696	0.6907026284231104	0.14849288045477588	4.651419154290476	3.2965851064791258e-6	2.7361656383776746e-5	P-Adj < 0.05
SFPQ	13713.481405102328	0.16923724864791903	0.0642248902304753	2.6350726025470794	0.008411928830419538	0.01939416924791171	P-Adj < 0.05
HNRNPH1	11637.029936142506	0.2499654576608609	0.07428821420486524	3.364806387343341	7.659738797838062e-4	0.0023118484371656696	P-Adj < 0.05
HNRNPUL1	11257.429757419599	-0.4217795804589304	0.0713390655983722	-5.912322749410309	3.37316754880408e-9	5.0904164827407025e-8	P-Adj < 0.05
HNRNPDL	11675.411924688675	0.23871842365023407	0.06928424444500321	3.4454936409059806	5.700173788292319e-4	0.001819670863185625	P-Adj < 0.05
SF1	8690.12942117659	-0.1897528840050622	0.0604565214086504	-3.13866692267067	0.0016971824059904498	0.004695537989906911	P-Adj < 0.05
FUS	12513.720594991111	0.38076361228480937	0.1014658734541193	3.7526273546246323	1.7499088219163501e-4	7.3257306378064e-4	P-Adj < 0.05
RBM39	7740.593988678169	0.46608410592307253	0.07228627947659366	6.4477534228883755	1.1352025464090329e-10	3.1407270450649913e-9	P-Adj < 0.05
SRSF3	6802.140918977241	0.5045704238185963	0.13564988697062516	3.7196523719025323	1.994971661230237e-4	7.78398453239841e-4	P-Adj < 0.05
RBMX	7188.470269852487	0.35849423467287145	0.12379920417355687	2.8957717221694765	0.0037822742583808857	0.009659346567557339	P-Adj < 0.05
HNRNPD	6807.7319600032415	0.42335797476778997	0.08475845471095331	4.99487604170631	5.887356995508651e-7	5.748830948555507e-6	P-Adj < 0.05
TRA2B	5579.277727211336	0.4214317973019595	0.06954974608123136	6.059429703880497	1.366050109998533e-9	2.519603536219516e-8	P-Adj < 0.05
RBM3	5707.786850226116	0.297689754537976	0.1105540498695312	2.69270781929102	0.007087434971624321	0.016697902197872674	P-Adj < 0.05
PTBP1	6280.007912892689	-0.6070730373006412	0.10126097270528742	-5.995133377470928	2.0331849814520246e-9	3.3750870692103614e-8	P-Adj < 0.05
SRSF5	6113.892173455867	0.40260614750245494	0.0876641624837046	4.592596747585345	4.377644530400494e-6	3.4604237716499144e-5	P-Adj < 0.05
KHSRP	8376.030446603807	-0.6385928168942356	0.08013952770863218	-7.968512357796813	1.6059581097635645e-15	8.886301540691724e-14	P-Adj < 0.05
SRSF1	7845.288951988826	0.23132849304738556	0.06761993546387887	3.4210102606642727	6.238897838933986e-4	0.0019540698891755506	P-Adj < 0.05
HNRNPM	7394.833039830351	-0.2711849721580073	0.07295878327783932	-3.71696127559158	2.0163333427297085e-4	7.78398453239841e-4	P-Adj < 0.05
HNRNPA0	7307.712794147157	-0.35352269386744334	0.08621042082553168	-4.100695605962588	4.119100886733339e-5	2.2057120877346263e-4	P-Adj < 0.05
SYNCRIP	7609.168241999269	0.31107826333337246	0.07987446796064686	3.8945894886791206	9.83651730343291e-5	4.665319635342466e-4	P-Adj < 0.05
HNRNPR	7708.436509695803	0.18009722539442952	0.0583974375836009	3.0839919155117896	0.0020424314554330176	0.005468445509707757	P-Adj < 0.05
SRSF11	5226.517735573679	0.3621129423704233	0.08104679793825043	4.467948784926916	7.897320638218891e-6	5.958887390656073e-5	P-Adj < 0.05
HNRNPF	6711.901043750159	-0.283193670520854	0.1017252839046571	-2.7839064158943976	0.005370852822662272	0.013111199537675549	P-Adj < 0.05
SRSF6	6117.646636913044	0.14687202292672394	0.06205900474290296	2.3666512786530007	0.017949836807827524	0.03771737860885278	P-Adj < 0.05
HNRNPH3	6341.43415550291	0.4759868406113899	0.08939877727158167	5.3243104115999795	1.0133673078750292e-7	1.0513685819203429e-6	P-Adj < 0.05
RBFOX2	4690.940256463202	0.32861434472313195	0.12884123100670988	2.5505371390468796	0.010755706374975098	0.023187626730465795	P-Adj < 0.05
CELF1	5958.567596735218	0.33681978116274275	0.10006253910901208	3.366092687252299	7.624108574548294e-4	0.0023118484371656696	P-Adj < 0.05
SRRM1	4341.474504142394	0.27488510093074725	0.09534329710673396	2.8831088212003158	0.003937713825141552	0.009903946893537843	P-Adj < 0.05
TARDBP	5832.1258774833805	0.45628949475945335	0.12172836743818403	3.7484236777525646	1.7794947073519187e-4	7.3257306378064e-4	P-Adj < 0.05
SF3A1	6448.479037573192	-0.4828992056586129	0.06856716990286849	-7.042717474597285	1.8852625297485893e-12	7.823839498456645e-11	P-Adj < 0.05
RBM25	5002.667214155715	0.40565869144563343	0.09287050307312453	4.368003596644946	1.2538742910037144e-5	8.325725292264663e-5	P-Adj < 0.05
HNRNPUL2	6435.948582866257	0.44809679856994045	0.10917136004191592	4.104527033444444	4.051428960165376e-5	2.2057120877346263e-4	P-Adj < 0.05
CLK1	3458.314440027975	0.44292042440910917	0.12815420670576955	3.456152051457931	5.479461321951699e-4	0.001806030942996033	P-Adj < 0.05
SRSF10	3483.726154140404	0.5805665445453178	0.10551897610304378	5.502010785039932	3.75483979387449e-8	4.1553560385544357e-7	P-Adj < 0.05
U2AF2	5537.8545287672505	-0.32258563281989133	0.08569341036831836	-3.7644158568714663	1.6693886798662587e-4	7.292592654152604e-4	P-Adj < 0.05
FXR1	5563.156520088345	0.4475624563246148	0.07864257177296466	5.691096390091295	1.2622622249758813e-8	1.746129411216636e-7	P-Adj < 0.05
PABPN1	4523.539668760133	0.6240474869794865	0.08980107756125665	6.9492204762665635	3.673101248419818e-12	1.2194696144753798e-10	P-Adj < 0.05
RBM5	5450.58837288032	0.37531239079580686	0.0799543200084981	4.694085207102206	2.6780240064887834e-6	2.3397472898796738e-5	P-Adj < 0.05
SAMD4A	7504.791647632861	-0.4871046817937619	0.16664589569460542	-2.922992371119826	0.0034668501045768355	0.008992142458746168	P-Adj < 0.05
RALY	4073.0072152603802	-0.2780751770102513	0.09290066685555068	-2.9932527550380734	0.0027602105249083155	0.007272935668806038	P-Adj < 0.05
SRSF7	3233.9557495078366	0.30864650798457627	0.07579782117496657	4.071970713671538	4.661704174574335e-5	2.418259040560436e-4	P-Adj < 0.05
RBM15B	3915.837279460159	-0.45875035682386195	0.09266385754341361	-4.950693495669921	7.394949109273492e-7	6.8197864007744415e-6	P-Adj < 0.05
CPEB4	6558.072548596929	-0.3308219966720275	0.12799111700415397	-2.5847262248777048	0.00974563475285137	0.021286518012806937	P-Adj < 0.05
TIA1	3131.385418813124	0.24442289522254068	0.09433368335856153	2.591045812273558	0.009568475279798636	0.021178225285954314	P-Adj < 0.05
RBM6	4578.829698321675	0.648588054905201	0.10439573197756999	6.2127832490752954	5.20542309277352e-10	1.0801252917505052e-8	P-Adj < 0.05
TRA2A	2628.9959701008142	0.6021123350857963	0.06704432991059263	8.980809203235335	2.6878258421663627e-19	4.461790897996162e-17	P-Adj < 0.05
ZRANB2	2665.6602808698653	0.4585836259048065	0.08086904304098047	5.670694355470718	1.4221992604562562e-8	1.8160390556595273e-7	P-Adj < 0.05
