gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
PCBP2	23358.715884466725	0.29906608683556846	0.09455794532492208	3.162781147664652	0.0015626976107303541	0.023440464160955313	P-Adj < 0.05
HNRNPC	24512.357106622778	0.8337015759953388	0.263483640478706	3.164149297772877	0.0015553698640166167	0.023440464160955313	P-Adj < 0.05
RBM39	8703.399929534336	0.3624574789330684	0.12255094054915458	2.9576066679609734	0.0031003745866815865	0.03410412045349745	P-Adj < 0.05
HNRNPD	8562.902623264232	0.42604584534977946	0.1422184914805174	2.995713433004201	0.0027380361277079576	0.0322697115051295	P-Adj < 0.05
KHSRP	9654.12451924777	-0.5899084012872738	0.11509405877093314	-5.125446157575724	2.968339874869815e-7	4.8977607935351944e-5	P-Adj < 0.05
HNRNPH3	8199.061977510211	0.49386046620611795	0.1290751172055743	3.8261477262078354	1.3016419582119896e-4	0.0030681560443568327	P-Adj < 0.05
FXR1	6972.344951044355	0.5680216878641663	0.13261971897093425	4.2830861976766625	1.8431872403824986e-5	6.082517893262246e-4	P-Adj < 0.05
RBM6	4994.145920567327	0.560151666117572	0.1671006212929522	3.3521818278314055	8.01773415983708e-4	0.014699179293034645	P-Adj < 0.05
TRA2A	3023.7599782086177	0.47302907154754653	0.10159813508633639	4.6558834091351615	3.2259446128115447e-6	1.9769437578258292e-4	P-Adj < 0.05
ELAVL3	3555.132222040306	-0.5715205991517542	0.1842501753171038	-3.101872756257293	0.0019230059713300177	0.024407383482265607	P-Adj < 0.05
ZCRB1	2590.557596507053	0.7703986647735966	0.16626524431893433	4.63355205671125	3.5944431960469623e-6	1.9769437578258292e-4	P-Adj < 0.05
SRP54	2571.3698479882364	0.568982856850127	0.12816645633784118	4.439405388179829	9.020775956977095e-6	3.721070082253052e-4	P-Adj < 0.05
RBM7	1148.0722116880977	0.5943662434945493	0.17187147080522736	3.4582018802184593	5.4379373495617e-4	0.011215745783471006	P-Adj < 0.05
CELF4	372.9456286598601	-1.3944012841755207	0.36128614410875565	-3.859548191684243	1.1359685430047657e-4	0.0030681560443568327	P-Adj < 0.05
CELF5	755.98896009894	-0.7252041288023843	0.2577895122051371	-2.8131638195788975	0.0049056651943277275	0.047613809239063234	P-Adj < 0.05
ZRSR2	718.1141315975857	0.45321007230273364	0.14518275741777845	3.1216521876532117	0.0017983926889069103	0.024407383482265607	P-Adj < 0.05
RBM46	28.863709918409203	1.390593355124187	0.48959121700684427	2.8403151584819932	0.00450689833983547	0.046477389129553286	P-Adj < 0.05
