Sample	Total	AS_neg	AS_pos	AS_total	SI	Histology
BS_30VC3R2Q	3228	34	16	50	0.0154894671623296	H3 WT
BS_399RPKC9	3329	37	23	60	0.0180234304595975	H3 WT
BS_B1C6GZ84	3031	28	17	45	0.0148465852853844	H3 WT
BS_B1HF89ES	4008	81	50	131	0.032684630738523	H3.1 K28
BS_MFGZH8FK	3077	118	20	138	0.0448488787780306	H3 WT
BS_0S8E7590	3494	61	85	146	0.0417859187178019	H3.1 K28
BS_0VXZCRJS	2539	15	13	28	0.0110279637652619	H3.1 K28
BS_1D93Z575	4026	297	117	414	0.102831594634873	H3.1 K28
BS_25KYGJ71	1752	153	46	199	0.113584474885845	H3.1 K28
BS_2853394H	2823	101	49	150	0.053134962805526	H3.1 K28
BS_297H8BT4	898	111	24	135	0.150334075723831	H3.1 K28
BS_2A5R9MEJ	3683	15	22	37	0.0100461580233505	H3.1 K28
BS_2HNXVFAS	3311	93	261	354	0.106916339474479	H3.1 K28
BS_2JP7RBMB	3300	18	18	36	0.0109090909090909	H3.1 K28
BS_2K01T8K6	2401	50	19	69	0.0287380258225739	H3.1 K28
BS_30F3Z9FS	3488	25	208	233	0.0668004587155963	H3.1 K28
BS_333KCNDP	2311	47	146	193	0.083513630463003	H3.1 K28
BS_3ZPJAK9A	2798	159	142	301	0.107576840600429	H3.1 K28
BS_49CJNZ06	3454	80	36	116	0.0335842501447597	H3.1 K28
BS_4B0BAVTX	3539	46	13	59	0.0166713760949421	H3.1 K28
BS_4C6B11E4	1749	53	84	137	0.0783304745568897	H3.1 K28
BS_4KNBXM3C	2898	85	69	154	0.0531400966183575	H3.1 K28
BS_4QW2S1Q8	3662	26	23	49	0.0133806663025669	H3.1 K28
BS_51RA1PGE	3664	57	18	75	0.0204694323144105	H3.1 K28
BS_5965SFPZ	3283	33	13	46	0.0140115747791654	H3.1 K28
BS_5VPM0F36	2672	27	21	48	0.0179640718562874	H3.1 K28
BS_6H4Q24WA	3134	18	10	28	0.00893426930440332	H3.1 K28
BS_6M2053M0	1359	21	9	30	0.022075055187638	H3.1 K28
BS_6WP1FHTE	2860	34	17	51	0.0178321678321678	H3.1 K28
BS_75YRDXET	2871	31	49	80	0.0278648554510623	H3.1 K28
BS_7PVJ6Q3D	2168	119	58	177	0.0816420664206642	H3.1 K28
BS_7WM3MNZ0	2335	25	25	50	0.0214132762312634	H3.1 K28
BS_862NMAR7	4910	57	35	92	0.0187372708757637	H3.1 K28
BS_8YWYN7VH	1092	201	96	297	0.271978021978022	H3.1 K28
BS_8ZY4GST0	2310	12	21	33	0.0142857142857143	H3.1 K28
BS_9A1YTHFF	3000	18	100	118	0.0393333333333333	H3.1 K28
BS_9GJ3DB1H	3469	26	336	362	0.104352839434996	H3.1 K28
BS_9ZJT0CP0	2867	90	134	224	0.0781304499476805	H3.1 K28
BS_AZQM1JJH	2866	18	227	245	0.0854849965108165	H3.1 K28
BS_B3MQFFYP	2049	113	16	129	0.0629575402635432	H3.1 K28
BS_B57327NA	811	135	93	228	0.281134401972873	H3.1 K28
BS_BBQ6BHGN	1878	205	82	287	0.152822151224707	H3.1 K28
BS_BMMY0H73	2731	17	13	30	0.0109849871841816	H3.1 K28
BS_C83TK159	1917	22	9	31	0.0161711006781429	H3.1 K28
BS_CVEDJGHZ	3445	28	142	170	0.0493468795355588	H3.1 K28
BS_CZPQ493E	4807	148	129	277	0.0576242978988974	H3.1 K28
BS_D7XRFE0R	3768	33	76	109	0.028927813163482	H3.1 K28
BS_DSPVSM7D	515	51	104	155	0.300970873786408	H3.1 K28
BS_DZNXFPH1	1294	185	76	261	0.201700154559505	H3.1 K28
BS_E7NVYA6G	3143	125	126	251	0.0798600063633471	H3.1 K28
BS_EZ3147MX	5105	5	33	38	0.00744368266405485	H3.1 K28
BS_FCDAH728	3136	29	37	66	0.0210459183673469	H3.1 K28
BS_G19QZG4S	2280	129	50	179	0.0785087719298246	H3.1 K28
BS_G3NN392N	1890	65	81	146	0.0772486772486772	H3.1 K28
BS_G8TXTX0H	1599	107	25	132	0.0825515947467167	H3.1 K28
BS_GW0GKWMS	3130	21	24	45	0.0143769968051118	H3.1 K28
BS_GWHYM3R4	1294	263	76	339	0.261978361669243	H3.1 K28
BS_GWSJ4Z9H	3479	25	12	37	0.0106352400114976	H3.1 K28
BS_H97S5SQN	3088	15	16	31	0.0100388601036269	H3.1 K28
BS_JB43XBCQ	2460	25	15	40	0.016260162601626	H3.1 K28
BS_JP95KMRD	2889	7	10	17	0.00588438906195916	H3.1 K28
BS_JQGJQ2QZ	3100	21	361	382	0.123225806451613	H3.1 K28
BS_JQVAWTTM	2346	54	23	77	0.0328218243819267	H3.1 K28
BS_K2PCC777	2734	25	27	52	0.0190197512801756	H3.1 K28
BS_K74N1BXQ	2922	15	7	22	0.00752908966461328	H3.1 K28
BS_K81PZXP2	3345	142	48	190	0.0568011958146487	H3.1 K28
BS_KBEX4RT2	2287	36	36	72	0.0314822912111937	H3.1 K28
BS_KVPWHDR4	2766	206	91	297	0.107375271149675	H3.1 K28
BS_M0FA190Y	2737	18	14	32	0.0116916331750091	H3.1 K28
BS_M7XB258E	1452	142	46	188	0.129476584022039	H3.1 K28
BS_MB7WN0ZB	1560	32	33	65	0.0416666666666667	H3.1 K28
BS_MDBT7S5Z	2682	106	33	139	0.0518269947800149	H3.1 K28
BS_MWWZBQ60	3264	39	22	61	0.0186887254901961	H3.1 K28
BS_NB9XXBW6	2369	12	16	28	0.0118193330519206	H3.1 K28
BS_NEFAASTR	2789	61	168	229	0.0821082825385443	H3.1 K28
BS_NEVYM2FP	2659	13	13	26	0.0097781120722076	H3.1 K28
BS_NGSG2KB6	3570	21	25	46	0.0128851540616246	H3.1 K28
BS_NQ54ST98	3489	157	50	207	0.05932932072227	H3.1 K28
BS_NR3P3GN2	2842	34	23	57	0.0200562983814215	H3.1 K28
BS_P4PMWFMV	1526	78	31	109	0.0714285714285714	H3.1 K28
BS_PJC6FH4Y	2116	53	91	144	0.0680529300567108	H3.1 K28
BS_QGKEP3KB	2254	288	77	365	0.161934338952972	H3.1 K28
BS_QY2G1JZJ	2915	12	4	16	0.00548885077186964	H3.1 K28
BS_R9B92M75	3105	15	10	25	0.00805152979066022	H3.1 K28
BS_RHAWQJ48	2956	53	578	631	0.213464140730717	H3.1 K28
BS_RN0VAY51	2884	21	12	33	0.0114424410540915	H3.1 K28
BS_RX1YTZ7F	2315	20	5	25	0.0107991360691145	H3.1 K28
BS_RXN5T5YT	2859	124	29	153	0.0535152151101784	H3.1 K28
