Sample	Total	AS_neg	AS_pos	AS_total	SI	Histology
BS_03FT4S8B	22759	38	72	110	0.00483325277912035	CPG
BS_1HFK0SXV	10518	62	71	133	0.012644989541738	CPG
BS_1JNJ0NJ6	7584	150	193	343	0.0452267932489452	CPG
BS_22078RXH	4651	205	117	322	0.0692324231348097	CPG
BS_2CW8AGZ2	16889	463	556	1019	0.0603351293741489	CPG
BS_3GDARCHK	10718	327	240	567	0.052901660757604	CPG
BS_3HGBZBGA	2532	219	174	393	0.15521327014218	CPG
BS_41YS708B	12917	66	93	159	0.0123093597584578	CPG
BS_6NBTFA33	4707	122	126	248	0.0526874867219035	CPG
BS_78QX3XDF	9055	248	212	460	0.0508006626173385	CPG
BS_7T1J3KET	9805	51	48	99	0.0100968893421724	CPG
BS_84PYF22K	7277	77	56	133	0.0182767624020888	CPG
BS_86Q14TZG	15929	48	43	91	0.00571285077531546	CPG
BS_8D0NYM46	13554	49	61	110	0.00811568540652206	CPG
BS_8GBH4QYB	1757	165	108	273	0.155378486055777	CPG
BS_9H1684FJ	6615	418	286	704	0.106424792139078	CPG
BS_A7MC2KR2	13415	44	62	106	0.00790160268356318	CPG
BS_ABYF92Z9	11171	97	78	175	0.0156655626174917	CPG
BS_B53Z0T1Q	10084	84	199	283	0.0280642602142007	CPG
BS_BHR08WGW	11432	37	56	93	0.00813505948215535	CPG
BS_BSMKSA87	6751	353	237	590	0.0873944600799881	CPG
BS_C0XFDP38	12719	161	202	363	0.0285399795581414	CPG
BS_C3P5BC92	7187	398	297	695	0.096702379295951	CPG
BS_C8ME4RZA	7521	281	200	481	0.0639542614014094	CPG
BS_CFCWWFKG	3910	618	304	922	0.235805626598465	CPG
BS_CV8J6WK8	6166	170	107	277	0.044923775543302	CPG
BS_D2K9C7XR	18040	301	224	525	0.0291019955654102	CPG
BS_D5NQV7N5	7212	118	184	302	0.0418746533555186	CPG
BS_DRD9QXR5	14399	120	174	294	0.0204180845892076	CPG
BS_E054DFJN	10857	232	183	415	0.0382241871603574	CPG
BS_EJSWEM34	6970	239	288	527	0.075609756097561	CPG
BS_EMMF4PZX	12138	250	224	474	0.0390509144834404	CPG
BS_ETDCPRAM	7125	318	227	545	0.0764912280701754	CPG
BS_FEKM7X6Z	5073	381	236	617	0.121624285432683	CPG
BS_FRZ76GEG	12712	32	45	77	0.00605726872246696	CPG
BS_GC3CH9TY	14238	72	107	179	0.0125719904480966	CPG
BS_GMDQK06Q	15838	86	116	202	0.0127541356231847	CPG
BS_GMJBGBWB	12502	90	130	220	0.0175971844504879	CPG
BS_H18EDRJK	6425	60	88	148	0.0230350194552529	CPG
BS_HM997M0B	5069	533	249	782	0.154271059380548	CPG
BS_HPV4F6VR	7627	140	87	227	0.0297626851973253	CPG
BS_J4QMPCS6	3528	285	185	470	0.133219954648526	CPG
BS_JC7WDK1A	236	40	31	71	0.300847457627119	CPG
BS_JCPKYHKY	14503	25	30	55	0.00379231883058677	CPG
BS_JJNRHMKM	7125	156	75	231	0.0324210526315789	CPG
BS_JX7S9MY7	6333	440	263	703	0.111005842412759	CPG
BS_K47QA8XB	12727	500	285	785	0.0616798931405673	CPG
BS_KND4B5CW	7683	91	53	144	0.0187426786411558	CPG
BS_MJKKGY95	15560	137	115	252	0.0161953727506427	CPG
BS_NGY0TE6S	10877	165	149	314	0.0288682541141859	CPG
BS_NVYZW8RR	5439	74	115	189	0.0347490347490347	CPG
BS_PRR8K9GE	11636	101	114	215	0.0184771399106222	CPG
BS_QMSNG9QV	585	179	91	270	0.461538461538462	CPG
BS_R7HZCZ8B	15604	392	421	813	0.0521020251217637	CPG
BS_RFMQ7T0T	15973	36	40	76	0.00475802917423152	CPG
BS_S1W53RNW	5724	312	210	522	0.0911949685534591	CPG
BS_S6NJRR5W	11877	343	589	932	0.0784709943588448	CPG
BS_SSDK1WW1	5977	86	116	202	0.0337962188388824	CPG
BS_T1QMEH1N	6609	158	185	343	0.0518989257073687	CPG
BS_TA4657N3	2913	341	235	576	0.19773429454171	CPG
BS_TA4JQD4N	6532	210	220	430	0.0658297611757502	CPG
BS_TNDYEP8Z	7782	350	166	516	0.0663068619892059	CPG
BS_TX31A8Z9	5070	458	307	765	0.150887573964497	CPG
BS_V6GNQ198	1544	148	99	247	0.159974093264249	CPG
BS_V86F5SDJ	11208	139	159	298	0.0265881513204854	CPG
BS_VBFKFYAP	10158	110	198	308	0.0303209293167946	CPG
BS_VNK9XYV9	12771	96	80	176	0.0137812230835487	CPG
BS_VPMKHW9X	11806	720	845	1565	0.13255971539895	CPG
BS_X31DBRN7	4498	354	212	566	0.125833703868386	CPG
BS_XHCYEE2S	15377	55	51	106	0.00689341223905833	CPG
BS_YB1TNZMX	6767	334	316	650	0.0960543815575587	CPG
BS_YH05F9DB	11625	80	140	220	0.0189247311827957	CPG
BS_ZF34SJGN	10553	64	96	160	0.0151615654316308	CPG
BS_ZWR9W4FX	12522	71	69	140	0.0111803226321674	CPG
