Sample	Total	AS_neg	AS_pos	AS_total	SI	Histology
BS_014EVM2D	11569	40	64	104	0.00898954101478088	LGG
BS_02NZT8CE	11165	53	78	131	0.0117330944917152	LGG
BS_044XZ8ST	17392	67	116	183	0.0105220791168353	LGG
BS_063ERW0R	13475	53	57	110	0.00816326530612245	LGG
BS_06AMMCXR	15942	86	91	177	0.0111027474595408	LGG
BS_0D5VRAKC	4643	957	519	1476	0.317897910833513	LGG
BS_0J9SHHSC	20145	58	121	179	0.00888557954827501	LGG
BS_0JAKSXQP	2689	210	116	326	0.121234659724805	LGG
BS_0SCXXM6N	10961	30	51	81	0.00738983669373232	LGG
BS_0T17SY47	16995	363	538	901	0.0530155928214181	LGG
BS_0TDWG2CV	12981	193	191	384	0.0295816963253987	LGG
BS_0WVJYM9R	15873	96	180	276	0.0173880173880174	LGG
BS_0WZKC4JH	8693	871	428	1299	0.149430576325779	LGG
BS_0X9EGHY2	7654	275	438	713	0.0931539064541416	LGG
BS_0Y5J2AQ4	8014	259	124	383	0.0477913651110557	LGG
BS_0Y66ZBWE	14440	234	205	439	0.0304016620498615	LGG
BS_130PVKA7	1124	231	134	365	0.324733096085409	LGG
BS_13CGKADW	15038	60	179	239	0.015893070887086	LGG
BS_166N7SZQ	5723	222	108	330	0.0576620653503407	LGG
BS_16KA9ZAW	2267	88	64	152	0.0670489633877371	LGG
BS_17WYVEEC	9710	44	56	100	0.0102986611740474	LGG
BS_1DECYC4K	12213	79	125	204	0.0167035126504544	LGG
BS_1G3WYEN3	15369	127	237	364	0.0236840392998894	LGG
BS_1HYS8CSC	5514	58	77	135	0.0244831338411317	LGG
BS_1JDG6JV5	17063	290	213	503	0.0294789896266776	LGG
BS_1N76FQZY	9621	163	130	293	0.0304542147385927	LGG
BS_1RXZ3BP7	12368	62	74	136	0.0109961190168176	LGG
BS_1VNMJHMN	8267	103	123	226	0.0273376073545422	LGG
BS_1Z9AX9JS	3592	141	111	252	0.0701559020044543	LGG
BS_1ZVXF5FE	9764	70	92	162	0.0165915608357231	LGG
BS_21RE8W46	12442	187	392	579	0.0465359266998875	LGG
BS_21XGYWWV	16535	373	304	677	0.0409434532809193	LGG
BS_24AHZ9ZW	16763	59	46	105	0.00626379526337768	LGG
BS_2720P44V	9897	119	112	231	0.023340406183692	LGG
BS_29CPJ040	12373	112	214	326	0.0263476925563727	LGG
BS_29TRQXWM	8990	136	102	238	0.0264738598442714	LGG
BS_2ADZNNV4	12536	38	47	85	0.00678047223994895	LGG
BS_2E9VDD00	2014	125	86	211	0.104766633565045	LGG
BS_2EMW8ZG3	11117	129	169	298	0.0268057929297472	LGG
BS_2KJ2YAZR	14416	46	51	97	0.00672863485016648	LGG
BS_2R9HK6YY	7532	465	505	970	0.128783855549655	LGG
BS_2R9TCR03	10742	187	222	409	0.0380748463973189	LGG
BS_2WPQ8YCW	8292	101	111	212	0.025566811384467	LGG
BS_2XM08BFY	8177	159	126	285	0.0348538583832701	LGG
BS_2YCJV2VV	13161	90	70	160	0.0121571309171036	LGG
BS_304SPN6B	7571	63	77	140	0.0184916127327962	LGG
BS_33AQSPRP	4252	732	390	1122	0.263875823142051	LGG
BS_3BVVWHP5	13733	248	281	529	0.0385203524357387	LGG
BS_3EVSN5QD	10527	87	213	300	0.0284981476204047	LGG
BS_3G3KWY18	13821	53	35	88	0.00636712249475436	LGG
BS_3GAN6Q43	10446	624	507	1131	0.1082711085583	LGG
BS_3P20Q2C3	15960	309	305	614	0.0384711779448622	LGG
BS_3Q0GTSYH	10942	52	68	120	0.0109669164686529	LGG
BS_3TFMJH30	753	138	85	223	0.296148738379814	LGG
BS_3TQSE8HF	14565	191	417	608	0.041743906625472	LGG
BS_3VJ0CA6A	7880	159	59	218	0.0276649746192893	LGG
BS_3W07B2TG	15118	171	130	301	0.0199100410107157	LGG
BS_3Y2X2RBJ	16624	169	261	430	0.0258662175168431	LGG
BS_401R3KV0	12113	32	18	50	0.00412779658218443	LGG
BS_42DY6WS7	14231	64	39	103	0.00723772046939779	LGG
BS_42Y3YANN	15553	38	38	76	0.00488651707066161	LGG
BS_470DYRJQ	15002	51	118	169	0.011265164644714	LGG
BS_474A88X1	1624	268	136	404	0.248768472906404	LGG
BS_47SJZ3PH	9469	55	84	139	0.0146794804097582	LGG
BS_49852ZBH	18866	25	41	66	0.0034983568323969	LGG
BS_4A45GGSW	13498	65	22	87	0.00644539931841754	LGG
BS_4BWB0FA0	11382	277	256	533	0.0468283254261114	LGG
BS_4C4MZ4NT	11919	122	41	163	0.0136756439298599	LGG
BS_4CXE5XEP	7800	103	80	183	0.0234615384615385	LGG
BS_4EN8D8Y4	12006	152	213	365	0.0304014659336998	LGG
BS_4HQ3T2NC	13524	21	29	50	0.00369713102632357	LGG
BS_4K2TNJ8R	1948	434	251	685	0.351642710472279	LGG
BS_4N1GNHX4	8081	228	242	470	0.0581611186734315	LGG
BS_4NF35AF6	14993	195	75	270	0.0180084039218302	LGG
BS_4TZQY7TT	2673	279	181	460	0.172091283202394	LGG
BS_4W1PKKYD	7510	272	134	406	0.0540612516644474	LGG
BS_4XH092HE	18384	147	257	404	0.0219756309834639	LGG
BS_4Y6BCYK5	13907	105	82	187	0.0134464658085856	LGG
BS_4Y93HVP4	10500	87	148	235	0.0223809523809524	LGG
BS_4Z2F4P9N	16646	104	84	188	0.0112940045656614	LGG
BS_503DZ8BN	10613	418	336	754	0.0710449448789221	LGG
BS_52426AMF	14310	19	56	75	0.00524109014675052	LGG
BS_52DAPP1Y	9843	43	54	97	0.00985471908970842	LGG
BS_534XRSNB	8737	156	120	276	0.031589790545954	LGG
BS_53GQKVEX	13020	79	43	122	0.00937019969278034	LGG
BS_54H90JW2	8379	200	177	377	0.0449934359708796	LGG
BS_55P8HPYD	10588	85	53	138	0.0130336229693993	LGG
BS_57NMZPS0	5710	601	520	1121	0.196322241681261	LGG
BS_5J5D3QTD	18064	411	395	806	0.0446191319751993	LGG
BS_5NWDARXG	13009	47	75	122	0.00937812283803521	LGG
BS_5PV5N4HQ	12999	24	34	58	0.0044618816832064	LGG
BS_5YJEPPTP	12054	31	49	80	0.00663680106188817	LGG
BS_5YYCP891	5583	330	138	468	0.0838259000537346	LGG
BS_60DX1WQ5	2543	356	146	502	0.197404640188753	LGG
BS_63F8QR26	2301	182	68	250	0.108648413733159	LGG
BS_63JT39PX	7866	164	130	294	0.0373760488176964	LGG
BS_66ABA973	10129	51	65	116	0.011452265771547	LGG
BS_66HQ3E4Z	13885	33	52	85	0.00612171407994238	LGG
BS_68BW2163	10617	123	158	281	0.0264669869077894	LGG
BS_6N3AFF66	7779	49	82	131	0.0168402108240134	LGG
BS_6P50QTPP	10973	73	102	175	0.0159482365806981	LGG
BS_6TSAVMT9	18443	266	382	648	0.0351352816786857	LGG
BS_6VF6VPCG	9459	137	109	246	0.0260069774817634	LGG
BS_6VW8FC7Z	13167	327	341	668	0.050732892838156	LGG
BS_71GFQYV5	4208	1429	362	1791	0.425617870722433	LGG
BS_769BDPDB	11497	122	208	330	0.0287031399495521	LGG
BS_76DRXZRJ	12426	94	118	212	0.0170610011266699	LGG
BS_775HDFNY	14702	39	36	75	0.00510134675554346	LGG
BS_7ARDVFCP	9225	165	297	462	0.0500813008130081	LGG
BS_7H4RFCW9	10650	139	191	330	0.0309859154929577	LGG
BS_7M3FNSYK	9829	123	115	238	0.0242140604334113	LGG
BS_7MGXMG6S	14287	450	457	907	0.0634842864142227	LGG
BS_7P83Z28P	13724	34	52	86	0.00626639463713203	LGG
BS_7XRN3CFX	14745	64	113	177	0.0120040691759919	LGG
BS_7Z93ZYMS	14627	34	59	93	0.00635810487454707	LGG
BS_880ESDFZ	5138	326	196	522	0.101595951732192	LGG
BS_8BF616QR	12584	960	706	1666	0.132390336935791	LGG
BS_8J3B6ZB6	12831	41	33	74	0.00576728236302704	LGG
BS_8PE0ZBXN	4929	164	82	246	0.0499087035909921	LGG
BS_8Q4JWFKK	3219	327	199	526	0.163404784094439	LGG
BS_8Q7Z32DD	227	66	34	100	0.440528634361233	LGG
BS_8QJ43WKW	6567	1156	621	1777	0.270595401248668	LGG
BS_8RCR7Y4B	15439	224	185	409	0.0264913530669085	LGG
BS_8SKZ7BRN	15016	1200	314	1514	0.10082578582845	LGG
