Sample	Total	AS_neg	AS_pos	AS_total	SI	Histology
BS_00FD2KMP	14309	199	313	512	0.0357816758683346	HGG
BS_028YFYJ6	13339	436	470	906	0.0679211335182547	HGG
BS_052PZFMK	7484	142	184	326	0.0435595938001069	HGG
BS_056Q8577	10933	107	172	279	0.0255190707033751	HGG
BS_08TWG4K0	4876	67	89	156	0.0319934372436423	HGG
BS_0C00AYTE	11749	174	474	648	0.0551536300961784	HGG
BS_0C7VZC0A	16973	207	132	339	0.0199728981323278	HGG
BS_0S8E7590	18307	401	103	504	0.02753045283225	HGG
BS_0VXZCRJS	9828	55	36	91	0.00925925925925926	HGG
BS_0XHT9W4Q	13380	120	226	346	0.0258594917787743	HGG
BS_0ZA67BBC	9783	24	39	63	0.00643974241030359	HGG
BS_12G04QJM	5439	1153	285	1438	0.264386835815407	HGG
BS_17ZSMXFH	5577	134	96	230	0.0412408104715797	HGG
BS_1A6MQ9ZA	6903	48	26	74	0.0107199768216717	HGG
BS_1BJNPHMD	13854	153	214	367	0.0264905442471488	HGG
BS_1D93Z575	19492	633	434	1067	0.0547404063205418	HGG
BS_1DNQ1R02	10371	163	159	322	0.0310481149358789	HGG
BS_1EBQ3T20	12914	84	320	404	0.0312838779619018	HGG
BS_1EN5V3XW	14578	61	101	162	0.0111126354781177	HGG
BS_21ET39G7	17771	22	70	92	0.00517697372123122	HGG
BS_23QW0BBA	13468	71	70	141	0.0104692604692605	HGG
BS_25KYGJ71	8113	281	175	456	0.0562060889929742	HGG
BS_2853394H	10802	146	198	344	0.0318459544528791	HGG
BS_297H8BT4	3076	129	46	175	0.0568920676202861	HGG
BS_29X4ZX6Q	13223	99	140	239	0.0180745670422748	HGG
BS_2A5R9MEJ	15957	72	66	138	0.00864824215078022	HGG
BS_2ARXK0TD	10572	111	78	189	0.0178774120317821	HGG
BS_2AV1H5TV	1573	348	133	481	0.305785123966942	HGG
BS_2EDZ7F2G	1294	145	89	234	0.180834621329212	HGG
BS_2EN3X6HB	5111	57	36	93	0.0181960477401683	HGG
BS_2FEZWH1F	13210	158	176	334	0.0252838758516276	HGG
BS_2GSAPE1R	1714	244	124	368	0.214702450408401	HGG
BS_2HNXVFAS	10281	89	163	252	0.024511234315728	HGG
BS_2JP7RBMB	13626	60	71	131	0.0096139732863643	HGG
BS_2K01T8K6	8826	87	58	145	0.0164287332880127	HGG
BS_2T5PJAW8	4496	225	206	431	0.0958629893238434	HGG
