Sample	Total	AS_neg	AS_pos	AS_total	SI	Histology
BS_00FD2KMP	2165	23	42	65	0.0300230946882217	HGG
BS_00W5QB9S	1081	28	14	42	0.0388529139685476	EPN
BS_014EVM2D	1803	10	6	16	0.00887409872434831	LGG
BS_028YFYJ6	1865	46	48	94	0.050402144772118	HGG
BS_02NZT8CE	2116	1	8	9	0.00425330812854442	LGG
BS_03FT4S8B	3284	6	18	24	0.00730816077953715	CPG
BS_044XZ8ST	2738	2	10	12	0.0043827611395179	LGG
BS_052PZFMK	1125	5	5	10	0.00888888888888889	HGG
BS_056Q8577	1843	24	155	179	0.0971242539338036	HGG
BS_063ERW0R	2281	2	4	6	0.00263042525208242	LGG
BS_06AMMCXR	2572	2	2	4	0.0015552099533437	LGG
BS_07ANYSYQ	1847	20	6	26	0.0140768814293449	EPN
BS_08B376A6	2038	29	20	49	0.0240431795878312	MB
BS_08TWG4K0	919	10	6	16	0.0174102285092492	HGG
BS_09Z7TC35	2556	13	32	45	0.0176056338028169	MB
BS_0BTXD5M6	2015	15	12	27	0.0133995037220844	MB
BS_0BXY0F9N	1790	7	13	20	0.0111731843575419	EPN
BS_0C00AYTE	1738	35	36	71	0.0408515535097814	HGG
BS_0C7VZC0A	2553	13	10	23	0.00900900900900901	HGG
BS_0D5VRAKC	718	114	72	186	0.259052924791086	LGG
BS_0EB67GB4	1714	30	15	45	0.0262543757292882	MB
BS_0HKNEFQC	1399	38	22	60	0.0428877769835597	MB
BS_0J9SHHSC	3013	11	15	26	0.0086292731496847	LGG
BS_0JAKSXQP	434	19	10	29	0.0668202764976959	LGG
BS_0Q71ZPDX	852	104	319	423	0.496478873239437	ATRT
BS_0QYS36NR	1794	3	8	11	0.00613154960981048	EPN
BS_0S8E7590	2170	23	55	78	0.0359447004608295	HGG
BS_0SCXXM6N	1718	8	5	13	0.00756693830034924	LGG
BS_0T17SY47	2657	11	17	28	0.0105382009785472	LGG
BS_0TDWG2CV	1892	14	6	20	0.0105708245243129	LGG
BS_0VXZCRJS	1607	1	6	7	0.00435594275046671	HGG
