Sample	Total	AS_neg	AS_pos	AS_total	SI	Histology
BS_0Q71ZPDX	3626	629	350	979	0.269994484280199	ATRT
BS_15ETQ0E4	9541	88	72	160	0.0167697306362017	ATRT
BS_1QNTEZPS	15236	19	32	51	0.00334733525859806	ATRT
BS_31TF0P1N	6872	321	245	566	0.0823632130384168	ATRT
BS_4E1G7E3G	14109	454	663	1117	0.0791693245446169	ATRT
BS_53KFK3G0	12571	58	108	166	0.0132049956248508	ATRT
BS_65A41ZQJ	12252	89	97	186	0.015181194906954	ATRT
BS_6BHX3P3N	3420	337	210	547	0.159941520467836	ATRT
BS_6G6C7VPX	15482	68	52	120	0.00775093657150239	ATRT
BS_6KBHF52X	5072	151	162	313	0.061711356466877	ATRT
BS_74FS6GMW	15030	34	77	111	0.00738522954091816	ATRT
BS_850BAHH9	10007	49	74	123	0.0122913960227841	ATRT
BS_90B22NGP	13574	693	1050	1743	0.128407249152792	ATRT
BS_996ZS2A4	13715	87	79	166	0.0121035362741524	ATRT
BS_9FHSNVS0	13532	289	440	729	0.0538723026899202	ATRT
BS_AKNF1CJX	3091	214	124	338	0.109349725008088	ATRT
BS_B1HVNV0T	15371	391	586	977	0.0635612517077614	ATRT
BS_BD2TNN61	3017	157	87	244	0.080875041431886	ATRT
BS_BGFDW0VM	3982	111	87	198	0.0497237569060773	ATRT
BS_BN3VGJP0	2394	472	173	645	0.269423558897243	ATRT
BS_CRG16D94	5021	158	116	274	0.0545708026289584	ATRT
BS_DHA5FMVW	12331	78	122	200	0.0162192847295434	ATRT
BS_DS1HY9A0	6602	277	193	470	0.0711905483186913	ATRT
BS_E0ZEECZ6	6840	159	103	262	0.0383040935672515	ATRT
BS_G6RKBJEY	6032	102	79	181	0.0300066312997347	ATRT
BS_GAGRGSSX	7674	94	180	274	0.0357049778472765	ATRT
BS_GJNCYABP	8915	42	105	147	0.016489063376332	ATRT
BS_GKDWPV3K	5127	266	160	426	0.0830895260386191	ATRT
BS_GVPKBXC1	15417	315	209	524	0.0339884543036907	ATRT
BS_HX8XJ18H	4164	111	52	163	0.0391450528338136	ATRT
BS_HYYWQVTD	10908	119	129	248	0.0227356068940227	ATRT
BS_J483EMFP	16651	373	209	582	0.0349528556843433	ATRT
BS_K25F4J3V	9789	99	90	189	0.0193073858412504	ATRT
BS_KXCY5BN5	15428	34	74	108	0.00700025926886181	ATRT
BS_M4923M40	9783	75	89	164	0.0167637738934887	ATRT
BS_MMNRZ1EQ	9280	93	67	160	0.0172413793103448	ATRT
BS_MV6ASWV9	12845	325	182	507	0.0394706111327365	ATRT
BS_MVW01FPB	14577	74	118	192	0.0131714344515332	ATRT
BS_N0877CX1	8207	63	101	164	0.0199829413914951	ATRT
BS_NTG278B6	7399	53	57	110	0.0148668739018786	ATRT
BS_P5KE73DA	7372	90	71	161	0.0218393922951709	ATRT
BS_P7EY9DXG	13248	63	82	145	0.0109450483091787	ATRT
BS_PGHK1JRW	10814	90	95	185	0.0171074533012761	ATRT
BS_PPV5073N	9899	546	213	759	0.0766744115567229	ATRT
BS_QX12J6W1	12429	69	137	206	0.0165741411215705	ATRT
BS_REVS37G8	3232	263	122	385	0.119121287128713	ATRT
BS_S71RJ8DH	10026	53	48	101	0.0100738080989427	ATRT
BS_SNQ9QFPA	8915	117	98	215	0.0241166573191251	ATRT
BS_SX56QZRD	6730	326	188	514	0.0763744427934621	ATRT
BS_TBBZ93A5	8711	1063	369	1432	0.164389851911376	ATRT
BS_WV0S8N4M	15769	25	68	93	0.00589764728264316	ATRT
BS_WVW3W6ZB	9726	61	56	117	0.0120296113510179	ATRT
BS_WWKNJSJ5	18708	989	389	1378	0.0736583279880265	ATRT
BS_YFKQYA50	9069	95	129	224	0.0246995258573161	ATRT
BS_ZEV0M416	7528	34	83	117	0.0155419766206164	ATRT
