LGAT	TAZ_154414101-154414190_154413481-154413567_154419542-154419623
LGAT	PDZD4_153807897-153808139_153807278-153807369_153808341-153808595
LGAT	NLGN3_71153477-71153536_71147549-71148206_71155213-71155363
LGAT	SBF1_50457034-50457111_50456491-50456673_50459254-50459392
LGAT	PACSIN2_42876888-42877010_42876136-42876333_42879047-42879169
LGAT	PACSIN2_42880617-42880622_42879047-42879169_42882183-42882304
LGAT	MRTFA_40594674-40594735_40552105-40552367_40636477-40636685
LGAT	PISD_31623684-31623849_31621648-31621885_31648100-31648276
LGAT	AP1B1_29339754-29339774_29338989-29339133_29340655-29340857
LGAT	LRRC75B_24588679-24589265_24588213-24588329_24589820-24589949
LGAT	NKAIN4_63242539-63242623_63240783-63241506_63244023-63244084
LGAT	LSM14B_62127585-62127701_62126303-62126439_62129784-62129952
LGAT	RNF114_49941561-49941711_49936396-49936552_49945381-49945488
LGAT	RNF114_49941583-49941711_49936376-49936552_49945381-49945488
LGAT	SLC12A5_46022843-46023071_46021711-46021886_46023368-46023581
LGAT	SLC12A5_46022930-46023071_46021838-46021886_46023368-46023589
LGAT	SNHG11_38447930-38448093_38446886-38447623_38448661-38448730
LGAT	EPB41L1_36209488-36209898_36197858-36198041_36212271-36212376
LGAT	ERGIC3_35554372-35554386_35548807-35548865_35555043-35555075
LGAT	HM13_31568078-31568224_31566209-31566295_31569119-31569326
LGAT	HM13_31568078-31568280_31566209-31566295_31569119-31569541
LGAT	PTPRA_2975215-2975241_2964860-2965202_2986764-2986849
LGAT	NDUFV3_42903182-42904276_42896926-42897047_42908863-42909105
LGAT	RAB9A_13703735-13703902_13689160-13689288_13708720-13708817
LGAT	MYH14_50224154-50224177_50223246-50223349_50225584-50225677
LGAT	AP2A1_49802534-49802599_49801980-49802141_49802948-49803005
LGAT	LMTK3_48509135-48509248_48508850-48508969_48509436-48509513
LGAT	PLD3_40365553-40365585_40348583-40348724_40366418-40366510
LGAT	PLD3_40365553-40365585_40348703-40348768_40366418-40366510
LGAT	PLD3_40365553-40365930_40348689-40348768_40366418-40366464
LGAT	PLD3_40365662-40365930_40348699-40348768_40366418-40366510
LGAT	PLD3_40365718-40365930_40348684-40348768_40366418-40366464
LGAT	SUPT5H_39458294-39458305_39457674-39457740_39458817-39458887
LGAT	SIRT2_38898379-38898425_38893818-38893971_38899505-38899618
