Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ECT2	0.26737960475825123	0.06915901060070671	20.040651576484052	7.387960712070008e-79	5.161229353452107e-75	168.64669990064385
FMNL2	0.4255060574498496	0.13206643109540636	17.846530938511517	2.0199928190787585e-64	5.4447535459784784e-61	135.69397318587832
DDAH2	0.32059034097138495	0.04999929328621908	17.83652299035281	2.338142089598545e-64	5.4447535459784784e-61	135.54901072300325
SLC44A2	0.3257094137156097	0.15206219081272085	17.601375899674988	7.15973860083987e-63	1.2504483466366832e-59	132.15781678954866
TCF12	0.4017365283411986	0.26550812720848055	17.16009827194128	4.069413232162119e-60	5.685784167976913e-57	125.8720843058986
EPRS1	0.32857390911085754	0.107486925795053	16.621292723211937	8.146702644132371e-57	9.485477445318123e-54	118.33955681368991
MRLN	0.18801300570113136	0.041065017667844525	16.401398841438027	1.730660913610008e-55	1.727199591782788e-52	115.31171166185486
DDR1	-0.3048156589189849	0.7106353356890459	-16.3603588837718	3.052135452601481e-55	2.6652772839842433e-52	114.74963472886188
SORBS1	-0.4407313616928076	0.7093823321554771	-16.266341225741442	1.115539773253325e-54	8.659067617719698e-52	113.4656002481501
NRBP1	0.19777277710778146	0.05480989399293286	16.032326871871668	2.747480552485722e-53	1.7637978467681173e-50	110.29162655872011
ADD1	0.3635518035303229	0.26022402826855123	16.031536148108447	2.7772368042441007e-53	1.7637978467681173e-50	110.28095556799215
SAMD4A	-0.28610303831817463	0.30607349823321556	-15.982803181433987	5.390561278280138e-53	3.1382050908387534e-50	109.62399620598865
TUBA1C	0.29907299775245066	0.07184028268551237	15.9606656872609	7.282355024081914e-53	3.9134255537104807e-50	109.32602262081681
CDK6-AS1	0.32304605443483575	0.06715759717314487	15.899138069645117	1.6776611767974937e-52	8.371529272219494e-50	108.49935842409654
MTFR1L	0.3044960667689967	0.07023038869257951	15.35419482029288	2.466763795916418e-49	1.1488541252181398e-46	101.27569090092773
RPGRIP1	0.356857081186274	0.08554063604240282	15.104606031625503	6.558503103877314e-48	2.863606417730432e-45	98.02708984133123
BCAP29	0.38272324169499317	0.13082897526501766	15.089666503324807	7.971745692896022e-48	3.275918553563036e-45	97.83385412717072
HPCA	0.3525969329021004	0.09136537102473498	14.863566764720456	1.5025156392119558e-46	5.831430141963735e-44	94.92628075276575
SEZ6	0.3771878563205973	0.10481908127208481	14.746243410225635	6.808983533420452e-46	2.503555734972383e-43	93.43014017831176
PSMA3-AS1	0.34921303859225966	0.15526713780918727	14.729309675709288	8.46237422899735e-46	2.9559073181887743e-43	93.21491275281353
PLEKHA4	-0.48864350126083844	0.5507342756183745	-14.583806613282677	5.43822546776332e-45	1.809116338942598e-42	91.3730614221159
PAQR6	-0.5101611117202207	0.610852296819788	-14.53062552351053	1.0698100976178765e-44	3.397133337253857e-42	90.70323127374736
CASK	0.4072898462339771	0.24649257950530035	14.493851064056617	1.7062507928911866e-44	5.182551321364274e-42	90.24110493802192
SSR1	0.35922905931367183	0.14016890459363957	14.432997376831064	3.6872246131069934e-44	1.0732896311318939e-41	89.47829256527709
EIF5	0.43345159521983057	0.17228551236749118	14.39820979785069	5.72195878210378e-44	1.59894416207108e-41	89.04329377975087
ERGIC3	0.31340977551803223	0.10695971731448763	14.296562370473989	2.057027931475823e-43	5.386119448507998e-41	87.77672855070514
AIPL1	0.20913469603113738	0.032552650176678445	14.295613998250577	2.0816665489509865e-43	5.386119448507998e-41	87.76494297693927
GSTA4	0.40344789496766403	0.13959293286219082	14.0579407720904	4.0392000362937255e-42	1.0077804090552845e-39	84.82982500205777
ARID5A	-0.4065646790373976	0.40323250883392225	-13.879137086173255	3.6691294912630735e-41	8.838806422746149e-39	82.64618058176237
ZWILCH	0.2544321483390082	0.049045936395759715	13.789343354996483	1.1023629462685895e-40	2.5670358475441224e-38	81.5575760875035
SSBP3	0.3831336407740417	0.20670106007067138	13.772973739823515	1.34638771767251e-40	3.034149869567792e-38	81.35970071160281
EMC8	-0.4231779547198864	0.5175575971731449	-13.671662147509663	4.623010341079987e-40	1.0092609450870247e-37	80.13904339247433
CFAP298	0.41011793525931334	0.15688833922261483	13.609399395089493	9.833249221186162e-40	2.081669062400198e-37	79.39229120380715
TNK2	-0.45295545992764985	0.6216388692579505	-13.55343511490364	1.9334961214077003e-39	3.972765854162998e-37	78.72331341736458
ENSG00000257524	-0.37474144145379784	0.42010671378091874	-13.548820203846391	2.044169299050262e-39	4.080161920904322e-37	78.66824293700199
TXLNA	0.2936237597302937	0.07250106007067138	13.4463256007895	7.011039729900158e-39	1.3605312098078472e-36	77.44888368334873
TJP1	-0.39008353661879874	0.4629844522968198	-13.422536210758672	9.323445303689387e-39	1.7603672673398392e-36	77.16688770488446
PDLIM2	-0.40893319674378925	0.5907349823321555	-13.388188326914976	1.4061081349823083e-38	2.539111392464209e-36	76.76041420958893
EPB41	0.4664773393816552	0.3185434628975265	13.387514129163907	1.4174827412840559e-38	2.539111392464209e-36	76.75244380600118
ARFIP1	-0.4052903258962909	0.4552911660777385	-13.320871508568205	3.1385177277789144e-38	5.4814212115658745e-36	75.9661262471657
BEX4	0.42454032589629576	0.18323250883392225	13.318311252455878	3.2356408747420565e-38	5.513216378280001e-36	75.93597844726641
ELOVL5	-0.43961722947046045	0.4720706713780919	-13.295498444287078	4.2443313939071613e-38	7.059737885198913e-36	75.66754932161938
DERA	0.4044821908233858	0.1614530035335689	13.266236115747102	6.008262693532597e-38	9.761330971399703e-36	75.32375485647964
CADM3	0.3124638951321145	0.18059858657243816	13.263130971845019	6.233769491409473e-38	9.89752583340604e-36	75.28730800418538
IMPG2	0.2393209146475156	0.04839858657243816	13.251674528285152	7.141092524922384e-38	1.1086149417579505e-35	75.15289458772205
IMMP1L	0.35821570414428683	0.23857526501766785	13.23232013218309	8.982001336941351e-38	1.3640926378233104e-35	74.9260233553698
CENPU	0.3696824841026211	0.1412303886925795	13.211128073593168	1.154278938037816e-37	1.7157005661983366e-35	74.67790737252164
PLEC	-0.38846765705515934	0.4473625441696113	-13.207746915965421	1.2013765883399742e-37	1.7485035096131374e-35	74.63834954824355
CD9	0.30357160673172967	0.09351024734982333	13.182319250889307	1.6225077970500983e-37	2.3132325449371404e-35	74.34111178266015
PGPEP1	-0.41358516061836365	0.49388480565371023	-13.161281049609766	2.0797876107508966e-37	2.905879249741153e-35	74.09552274410143
LEMD1	0.3053746231224672	0.1103053003533569	13.105812860623132	3.996561252446467e-37	5.474505276390396e-35	73.4494855083973
AXL	-0.4496994024778062	0.4252833922261484	-12.989384671998852	1.563479042025698e-36	2.1004739591522167e-34	72.1004031201193
TTYH1	-0.3798268761649025	0.6579681978798586	-12.82079499375652	1.1082094519495666e-35	1.4607455153433344e-33	70.16371418478731
PHF5A	0.27741919060411274	0.07411943462897526	12.7239411413971	3.3831740945385555e-35	4.376824856378954e-33	69.06014805689205
RUBCN	-0.41913563479882526	0.4459780918727915	-12.721345018128849	3.4855956367757743e-35	4.4273402033664655e-33	69.03065879989707
ALCAM	-0.4400535029053919	0.5355081272084805	-12.68582934006025	5.239199664610751e-35	6.535901581601912e-33	68.62771762524153
TULP1	0.24842376110076803	0.05965017667844523	12.676247109201945	5.847232422429873e-35	7.166450123350016e-33	68.519156307221
ANXA11	-0.38571493668458323	0.40224734982332155	-12.622115076958465	1.085935485801468e-34	1.307990569622251e-32	67.90709674656813
SMIM15	0.34913042018419166	0.13206643109540636	12.590730581438175	1.5533349067391077e-34	1.8392538404202384e-32	67.55319452715312
ARPC2	0.2964984993421827	0.08163957597173145	12.583526899995206	1.686184617524768e-34	1.963280956338005e-32	67.4720625161987
OGDH	0.30200707844534813	0.12074558303886926	12.568881833787177	1.992102640949377e-34	2.2814473851921878e-32	67.30723557337355
MED24	0.2868417251397975	0.13938021201413428	12.51286925724436	3.7638325222020047e-34	4.2409893548553557e-32	66.67824137269801
CKAP5	0.1754958269378352	0.05583250883392226	12.47651617776069	5.681259857250248e-34	6.299885930595274e-32	66.2712164150883
CLTB	0.3004648750137062	0.15229964664310955	12.461037804563766	6.767921967466075e-34	7.387609822612188e-32	66.09820165493002
ALAS1	0.30106089655740415	0.2634918727915194	12.456091133639013	7.157009180028546e-34	7.692133251027603e-32	66.04294485394315
RNF130	0.28054391651135885	0.07800989399293286	12.44701212476641	7.929901723381458e-34	8.393680824173162e-32	65.9415735204741
PIGF	0.29468518391624277	0.19005936395759718	12.423211284351472	1.0372864962903046e-33	1.0815646959826967e-31	65.67610753036814
ASPHD1	0.3501282754084096	0.12672791519434629	12.37015410189907	1.884768634860564e-33	1.9363226004611617e-31	65.08579537775589
ST18	0.37360827348975284	0.16116890459363958	12.34079968387978	2.6204338420958343e-33	2.6530943218668838e-31	64.76007203774475
CHASERR	0.16204377946497522	0.23795194346289752	12.269547235025156	5.816154731363391e-33	5.804522421900665e-31	63.97203161058121
ADGRB2	-0.3535237501370555	0.6968452296819788	-12.26626257831168	6.033368495000319e-33	5.936494690996089e-31	63.93579256366105
DDX31	0.38829048349962364	0.16994346289752651	12.264145329637568	6.177637216622618e-33	5.99402411046189e-31	63.912437476760786
CDKN3	0.40436862734350665	0.22845936395759717	12.256396031978761	6.735535473786431e-33	6.445815180804385e-31	63.826983759790465
NSMF	-0.29436992928407735	0.6438021201413427	-12.2148400836129	1.070069312718771e-32	1.0102032727909912e-30	63.369478715377426
THAP9-AS1	0.43503645433615656	0.2588975265017668	12.189646985969711	1.415880177924243e-32	1.3188451897305014e-30	63.09273004836339
NTRK2	-0.41044321483390817	0.40282190812720847	-12.177272314173655	1.6243866935594028e-32	1.4931533475271037e-30	62.956962363818874
GAA	-0.4212131002631356	0.4283286219081272	-12.147781194643176	2.252590418328886e-32	2.0437138522656623e-30	62.63385315764286
RELN	0.26296664291197264	0.0958833922261484	12.097733648833385	3.9175995778550144e-32	3.508762903960915e-30	62.0869782396513
PALM	-0.28647822333078304	0.3399279151943463	-12.05482489063309	6.287010225342747e-32	5.559627016992966e-30	61.61956914894523
TAF11	0.36218136717465343	0.15930742049469965	11.98194084410107	1.3996946613031135e-31	1.2093107332613027e-29	60.82873321688098
ATXN1	-0.42181110212697165	0.4269328621908127	-11.981780876125233	1.4021495762119313e-31	1.2093107332613027e-29	60.82700176358442
MCRS1	0.3011300364543368	0.09776749116607773	11.952498851208857	1.931810632065675e-31	1.6458084238549762e-29	60.51037795974601
CENPK	0.342187054599278	0.1318798586572438	11.878270318713696	4.34037743038787e-31	3.6532381600830915e-29	59.71058625543354
ELAVL2	0.27771965793225517	0.10797667844522968	11.872188205239718	4.63719772180023e-31	3.8566027719638587e-29	59.64523370554363
