Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
TMEM229B	0.20698824468085095	0.056431802120141344	30.232518166170333	2.3331376156622414e-155	1.6287633694938108e-151	344.12893446628834
PTPRE	0.5106505673758865	0.19874487632508833	29.194439993232816	4.2692819708693454e-147	1.490192871931945e-143	325.19528805135917
LRRC4C	0.5182028900709218	0.21959434628975266	26.74421221637172	6.67631814577229e-128	1.5535792325212118e-124	281.20913552384496
LRRC8B	0.37669689716312077	0.12324098939929329	25.102316266576082	2.3969194492183082e-115	4.183223668748252e-112	252.4372315375239
GPR155	0.46784680851063837	0.2605053003533569	23.567048131395392	6.922261141948615e-104	9.211651151225745e-101	226.17481580427452
AMZ1	0.3697228546099294	0.1223321554770318	23.55912998444911	7.917190503846795e-104	9.211651151225745e-101	226.04117124369716
SPRED3	0.39627833333333323	0.12089328621908127	22.395303052618303	2.3709268794089237e-95	2.3644915064505282e-92	206.61884112944387
PHC2	0.40521840425531924	0.1288862190812721	22.247420112405	2.739648195307602e-94	2.390685506430296e-91	204.18377262080568
SIPA1L2	0.5261122695035461	0.37820565371024734	22.125700477117956	2.041348012681272e-93	1.5834056085031066e-90	202.18533402711213
FIGN	0.4804185815602838	0.22803250883392226	21.914301322567763	6.595650975184034e-92	4.604423945775974e-89	198.7271847548884
SHROOM4	0.45012590425531906	0.18878303886925796	21.902273565652298	8.033790539406439e-92	5.0985356141451226e-89	198.53091925510034
SGCD	0.34520519503546077	0.12194134275618375	21.830010527449623	2.62481449516019e-91	1.4979388501386672e-88	197.35287078258503
ENSG00000244055	0.412072960992908	0.16579010600706715	21.82629409522414	2.789457821487276e-91	1.4979388501386672e-88	197.2923366830311
BLM	0.4956476773049643	0.22949893992932863	21.797704359226522	4.4534673793810734e-91	2.220689698247091e-88	196.82683123192314
ADGRL1	0.449751329787234	0.3238190812720848	21.5715973290864	1.782011845450496e-89	8.293483128726607e-87	193.1560283263661
FRRS1L	0.4543242730496454	0.17641342756183745	21.444377021035997	1.408390160008941e-88	6.14498231688901e-86	191.09910609341767
EXOC6B	0.427782978723404	0.297573851590106	21.234320206057163	4.2191367499781945e-87	1.7325760971528103e-84	187.7164553936656
SOX5	0.5300260283687945	0.30948904593639576	21.162056767623273	1.3534644853860092e-86	5.249186429155405e-84	186.55672239414685
MPV17L	0.34621356382978735	0.15627067137809186	20.769011969100394	7.397564396293388e-84	2.7180208973960074e-81	180.28510881803209
