Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ANKRD66	3.914918894462439	6.024219512064578	38.02422288133504	1.4582529461207637e-218	6.794000475976638e-215	489.6672644567578
CFAP73	4.288915549235988	6.60546785139527	37.52572181064669	1.7320994756312889e-214	4.034925728483087e-211	480.302303252719
LRRC71	3.7014605698712013	6.166310179163388	37.2999953485431	1.2125002551468315e-212	1.8830128962430293e-209	476.0616767998726
ADGB	3.5758148465430217	6.252719871039674	36.46346457691188	8.324036582910922e-206	9.695421609945497e-203	460.3488710818562
CFAP99	3.3173050245348117	6.677953181460861	36.181640460547236	1.669976248503876e-203	1.5560838683559117e-200	455.05725336872587
DNAAF3	3.6726926188727242	6.906573402427434	36.074155256611604	1.260803408005801e-202	9.790138463165045e-200	453.03946300802545
LRRC9	3.487880843623594	6.661070151156786	35.63353252880481	4.994075469783824e-199	3.3239139448175483e-196	444.7704981899097
DRC7	3.918918453820731	7.1292493871141716	35.56888365360874	1.6832485689730245e-198	9.802818853556651e-196	443.5576818392956
SPEF1	3.947312261104788	7.234344908704344	35.47830286067945	9.234667635196659e-198	4.780479612486804e-195	441.85858346266986
ROPN1L	3.7213438480424363	6.682608563620754	35.18876935048929	2.1266560209237172e-195	9.908090401483598e-193	436.4292757719525
TEKT4	2.740955207716453	5.849854995227626	35.140892264932894	5.226422595974599e-195	2.213627534058696e-192	435.5317580625088
CFAP100	3.608211604577479	6.4306295398632205	34.89115041878306	5.683587431491822e-193	2.2066528202766997e-190	430.85138106618314
CFAP157	4.797675003097793	6.9125502407907975	34.81945904523352	2.182768714465908e-192	7.822707262074358e-190	429.50826651688845
WDR93	2.861045252728695	6.657263295148736	34.599239359339094	1.3599641939136796e-190	4.525766556745595e-188	425.38385483181463
EFCAB10	3.2943807367451896	6.52397953931649	34.25592182303781	8.496730260144197e-188	2.6390844188007877e-185	418.9583421539776
CFAP65	4.249765215653616	6.969811863987819	34.02979441566818	5.878723592834015e-186	1.711810826188355e-183	414.7293380249273
CFAP77	4.04327894753373	7.0157860593805825	33.941410710690924	3.077177856930514e-185	8.433277432611332e-183	413.0771379274808
LINC02166	1.3341536344391747	5.7795575586303265	33.45243409345221	2.8953181047357895e-181	7.494048361091135e-179	403.9446381451503
WDR38	3.872499343991417	6.580597937792475	33.38952044633847	9.386043236404998e-181	2.3015566020216256e-178	402.7706873279261
C9orf24	4.874759080260667	6.932545993542177	33.35098927717748	1.928660584120668e-180	4.4928148307090957e-178	402.0518343201954
ODAD1	4.206394188275788	7.016935968449817	33.29013873884304	6.013363944051495e-180	1.3341077435874247e-177	400.9167827124989
CFAP52	4.508248824109703	7.270493486450051	33.221051808476894	2.186222631327928e-179	4.629823290616735e-177	399.6283991207052
ZNF474	3.2560180651473187	6.850059555161957	33.09722005461517	2.2086048846983495e-178	4.473865286004178e-176	397.3199172257293
MAP3K19	4.932719219950087	6.8557774005743335	32.798630841179715	5.808509799298693e-176	1.1275769647888589e-173	391.75813116694326
CATIP	2.988669537834177	6.477271264169867	32.62071323964	1.6018556412220025e-174	2.985218172981324e-172	388.44729197751644
DNAJB13	2.55477014703457	6.275924937751278	32.57640198769609	3.6579078552704725e-174	6.554689499117357e-172	387.62310050219264
GAS2L2	2.9853355575997047	6.447149064652143	32.45850580081787	3.2887095379468116e-173	5.674851013812664e-171	385.4310025048305
LRRC74B	2.467801579437828	6.0292206213401425	32.40142231346135	9.52046160031803e-173	1.584136806995775e-170	384.37003586015373
CFAP161	3.12952811396583	6.4907842954634605	32.2827012872584	8.676982790068906e-172	1.3940021661700356e-169	382.1643426394291
VWA3B	4.181805730563941	7.121127122041021	32.26007853206359	1.3218611267218462e-171	2.0528503297990273e-169	381.7441764915423
DNAI1	3.4440062921060037	6.741115816963505	31.902194702938445	1.0248347193972703e-168	1.5402274057006073e-166	375.10337193439085
CFAP47	4.401415275994666	7.229454488212881	31.792233574692993	7.896281090234335e-168	1.1496491749813052e-165	373.0653384923346
VWA3A	4.1450243146184675	7.300117709187039	31.725655512858356	2.716995777283035e-167	3.8359040382914123e-165	371.8319368287899
TTC29	3.454305624300791	6.753756111129047	31.585240298910925	3.675499964147187e-166	5.0365159802828664e-164	369.232081604516
CCDC39	3.712147334501419	6.7775406354987595	31.56315452433196	5.535648341092116e-166	7.368738748899476e-164	368.8233319459018
FAM166B	3.2655254915738734	6.722305872958411	31.383189527641605	1.5544744831924542e-164	2.0117490603315675e-162	365.49451007397914
MARCHF10	2.7002929929189623	6.348848881359158	31.342193731349838	3.3214435401610673e-164	4.1823257982730843e-162	364.7366790593833
DNAI3	3.854279260565511	7.180464258915945	31.326379102237716	4.451525170122916e-164	5.457804149369122e-162	364.44438388276865
C1orf158	4.358677454097184	6.8611950541642805	31.234398809547308	2.4433720401992186e-163	2.9188898295610667e-161	362.7448787926098
ARMC3	4.7132637012706855	7.7616155681068175	31.225672749653082	2.871592498431562e-163	3.3446873625481616e-161	362.5836959601617
TEKT1	4.6763123318942705	7.5384106985371675	31.147691064811138	1.2153998077367066e-162	1.3811091961573942e-160	361.1436297187412
DRC1	4.407339843779891	7.5573393811068375	31.125420197759514	1.8349174116116116e-162	2.0354476715948806e-160	360.73248189210864
CAPSL	4.080475242698355	6.388066451055142	30.926648722386062	7.23179155466914e-161	7.83556205888454e-159	357.06536395536534
CFAP74	3.5552575157508324	7.180886685760398	30.91903288538968	8.324212678248849e-161	8.814206106354861e-159	356.92494896322756
DYDC1	0.9661706288608845	5.493638245009832	30.713135417871644	3.724161132780358e-159	3.8557481594719306e-157	353.1313211585579
ENSG00000226690	2.5863578182560376	5.931114719286898	30.710338153506015	3.9213835261207403e-159	3.971679532216637e-157	353.0798163656216
C6orf118	3.538002044153238	7.344868162367736	30.597128898437067	3.1629838468393123e-158	3.1353918600902886e-156	350.9961326311068
DAW1	4.2159408257579125	6.967028666180626	30.575396647727306	4.7213576947509015e-158	4.5826678124675936e-156	350.5963151175161
RSPH10B	2.8219735379566897	6.563236704374998	30.515936389758522	1.4123005192649847e-157	1.342838391684809e-155	349.50269496809625
KIAA2012	3.7796833351025265	6.626735947704925	30.440969186695167	5.618488344561881e-157	5.235307439462761e-155	348.12448699462396
SPAG17	4.302003402273611	7.510174847040794	30.39376592772299	1.3398647155451414e-156	1.224005825436238e-154	347.2570557811508
DNAI2	2.856125885105587	6.26549657758003	30.341332013074094	3.5170967573770515e-156	3.151183421657631e-154	346.29383322761146
DNAH12	3.464586767342679	7.035322336351357	30.21941367946355	3.312325032881879e-155	2.911721193999372e-153	344.0555263259282
DNAAF6	2.6643706963477727	5.804008964196011	30.184888029341916	6.248715487069931e-155	5.391252861899779e-153	343.422017325112
RSPH10B2	2.5928421884400104	6.445470277084328	30.1276093018073	1.790453789925585e-154	1.5166771285933271e-152	342.3713582420449
EFCAB1	4.563006787913188	7.583187173314024	30.05531559937506	6.756310266144858e-154	5.621008844637302e-152	341.04590056943266
FAM183A	3.9308677768470983	6.564658470272271	30.032639400698763	1.0245992939240196e-153	8.37475107086317e-152	340.6302910793413
MAPK15	4.190198402516816	6.974583262344434	29.970234333051295	3.221695451560081e-153	2.5879101911755892e-151	339.4868882744998
CROCC2	2.361689782586258	5.920178634129735	29.880747349695067	1.6639017172197083e-152	1.313918322123156e-150	337.84820770963677
HOATZ	4.092796774322551	6.494508241387577	29.871117550560545	1.9853208707649045e-152	1.5416016561489485e-150	337.67193288758784
LDLRAD2	3.0755727001910556	6.669143912670764	29.83815686808405	3.6335093452756443e-152	2.775167219612988e-150	337.06868004601813
CIBAR2	3.1769570030456062	6.205844299184933	29.820528226313517	5.019867123236586e-152	3.772187246316009e-150	336.74609907774374
CCDC153	2.25764411938867	6.3883570769451	29.778548601352586	1.083613384296583e-151	8.013578980059968e-150	335.9781016320768
DNAH3	3.1005402493880827	6.116764416678998	29.541728359089962	8.280828421572333e-150	6.028184315016484e-148	331.6502671807866
IL5RA	3.824343485947986	6.491942050701393	29.526489201489554	1.0942991365149835e-149	7.843599503112782e-148	331.37205182936884
CFAP57	3.7549686093128156	7.186590640776237	29.40798408921873	9.551134894280613e-149	6.742232950371723e-147	329.2097149387873
C7orf57	3.6725027244364314	7.081038381518173	29.382067330469443	1.5335973907476666e-148	1.0664224244019967e-146	328.7370949112027
TTLL10	2.118022366767163	5.841042113000744	29.371033720543046	1.8760862500027965e-148	1.2853949762886808e-146	328.53591560963116
CFAP299	2.7148915009875703	6.1673575739375135	29.25121531123972	1.6725877854002027e-147	1.1293603611854412e-145	326.3524100435746
FAM81B	4.349853269028279	6.805910216185802	29.24892743623896	1.7439022348198166e-147	1.1606915017179324e-145	326.310738251924
AKAP14	2.9120489811508947	6.186257054104055	28.872063985832778	1.6735675133405947e-144	1.0981902879794127e-142	319.45760432348936
AGBL2	2.5166749300319116	6.90436907628362	28.40628128839856	7.862527671735394e-141	5.0877106142521106e-139	311.0194233300865
