Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ZNF460	-3.19583462788179	10.572742543720366	-26.16556152170445	2.0515863658266548e-123	9.558340878386385e-120	271.0091442328333
TNRC6B	-1.8323135774570063	12.654117231197018	-25.049754244931563	6.3649973735047545e-115	1.4827261381579325e-111	251.530964997417
TET1	-2.5914649573723816	10.28275611013321	-24.660366649703573	5.42400251736772e-112	8.423475909472069e-109	244.8092178888152
MALAT1	-3.324174000822886	16.249966828604776	-24.292508388454344	3.0624009841526313e-109	3.566931546291777e-106	238.49768183640163
INO80D	-1.230229486289051	11.207628831028632	-24.18044090393984	2.0942977611331873e-108	1.9514666538239038e-105	236.58256774955592
CDK13	-0.9855044654774862	11.874384424491145	-23.895494633765214	2.734387207097305e-106	1.9420488128309225e-103	231.72975651684456
CREBBP	-1.4492754092409537	13.0712821508257	-23.891686510717065	2.9178668576553893e-106	1.9420488128309225e-103	231.66506566294822
KMT2A	-1.473165196311107	13.387997167307075	-23.795351274506096	1.5064505764250372e-105	8.77319154445531e-103	230.03001866140767
MGA	-1.4047406495812116	12.43991149110033	-23.64987457199043	1.78718399429337e-104	9.251655810458678e-102	227.56627830954767
ZNF543	-1.2814697014684773	9.47641095836388	-23.424559565562316	8.133975782916482e-103	3.789619317260789e-100	223.763360476448
HCFC1	-1.5740824961714999	12.72035580840066	-23.395084805400913	1.3387554790510708e-102	5.670237978999036e-100	223.26705762974154
RBM15	-1.9770226717961619	10.043482202167965	-23.305189447455547	6.108816431575168e-102	2.371747979559059e-99	221.7550831419162
KMT2D	-1.9245318429499345	13.148294895088345	-23.256435729204107	1.3900431563009999e-101	4.981700819389506e-99	220.93616089000244
TRRAP	-1.4806928811343056	12.769260391728155	-22.997477735652808	1.0815147701779802e-99	3.5991266530422925e-97	216.59931261911726
EP400	-1.3821286446679346	12.501810985323639	-22.89695659545656	5.827740035726452e-99	1.8100960550966363e-96	214.92178560444162
NOL9	-0.9880918791537555	10.859280637387956	-22.72945371745611	9.574670762133972e-98	2.788024442548886e-95	212.13394611640106
BPTF	-1.368242294192175	13.23748103153018	-22.70666171963658	1.4002821575738932e-97	3.837596807139276e-95	211.75533820152768
KMT2C	-1.6123905287304676	13.634301209342793	-22.632024664243342	4.856298922063409e-97	1.2569720376607454e-94	210.5167462083942
SETD1B	-1.5870702075024419	11.337918760788096	-22.584779096789834	1.066000866547756e-96	2.6139463353926295e-94	209.73369650848664
ARID1B	-1.2210544960790783	12.746042206687564	-22.552943788120345	1.8098784392922885e-96	4.216111824331386e-94	209.20648942705213
DIDO1	-1.0156261543739102	12.226375112858927	-22.533301171547258	2.5085268525788994e-96	5.565346002935758e-94	208.88137307647688
ZNF236	-1.2982600080510336	10.450552670934274	-22.501190672354845	4.276118102275629e-96	9.055651926591888e-94	208.35018070810082
H4C8	-2.5217869474028176	9.696841226545121	-22.42942048886158	1.40671773976304e-95	2.849520847633045e-93	207.1642059319065
KDM5A	-1.1063057067629498	12.272655072390767	-22.3062289605105	1.0816141658420312e-94	2.099683499440843e-92	205.1327103560281
ZNF264	-0.9338350300192014	11.26769287527419	-22.206887786028197	5.5813490098326e-94	1.0401402014724034e-91	203.49842002026472
ZC3H4	-1.3095321261882598	11.699669923608091	-22.1659272488216	1.0968414059452138e-93	1.9654554270379813e-91	202.8255887589865
ALMS1	-1.794035552290743	12.050327736373584	-22.154768753547163	1.3183424201557346e-93	2.274873087224284e-91	202.64239960377998
TNRC18	-2.214150573300959	12.932030841883577	-22.142816045009813	1.6053767880676015e-93	2.6712323055739126e-91	202.44622131997735
ZNF805	-1.0663523708136968	10.224623098076117	-22.007293403219265	1.4927549257357276e-92	2.3981879996561225e-90	200.2255033922906
ZNF557	-1.0293519438096894	9.540498659951435	-21.95196630617434	3.702650059050158e-92	5.750215541704896e-90	199.3208087034657
ZBTB20	-3.0900101210635875	12.668684920294348	-21.846558027616506	2.0835789692748437e-91	3.131417554145644e-89	197.6002974613379
LCOR	-1.1355034993087956	11.46820119034018	-21.78777090036255	5.451131478058235e-91	7.936506736335411e-89	196.6425304029227
TULP4	-1.6264965476245736	12.257713688616018	-21.783185190888478	5.875493377101645e-91	8.295128376944414e-89	196.56787325270224
KANSL1	-1.184309393976488	12.122031981990435	-21.609018557198997	1.0071121290822715e-89	1.3595053241437476e-87	193.7381769583912
BICRA	-1.7689720597622074	9.94401772319047	-21.608158946487237	1.0213068543685588e-89	1.3595053241437476e-87	193.72423901771432
ANKAR	-1.4368228387407065	7.990009871050232	-21.559626656663667	2.2497705174685695e-89	2.9115780113572403e-87	192.93777699719584
HUWE1	-1.0760174527049304	14.484993731747618	-21.488936335811292	7.096113360905234e-89	8.935349229312834e-87	191.79384268112082
PRR12	-1.9818897413520333	11.646293117611672	-21.479426392279553	8.28079623789185e-89	1.015269201903635e-86	191.64009469079755
EPG5	-0.9949156652013451	11.371177281791676	-21.435480251137857	1.6893814377964567e-88	2.0181610560753056e-86	190.93006260168576
AHDC1	-1.9132167638555175	11.817005836847375	-21.285418844130575	1.9172255235187833e-87	2.233088428518503e-85	188.51113338375714
UBR4	-1.1771606284149922	13.672732233582032	-21.271044819092175	2.4183869631227788e-87	2.7481133807778114e-85	188.27988689453716
ZNF490	-0.9397432815221084	10.194995087451831	-21.25875853899219	2.9491884142939057e-87	3.271492576713168e-85	188.08229130388287
ZNF808	-1.238670625703115	9.557052019190115	-21.226532081325608	4.9615775572074474e-87	5.375811590471977e-85	187.56428470909654
ZNF221	-1.507515807152165	8.498357691238272	-21.114934838287223	2.9963264710874653e-86	3.1727011429082957e-84	185.77361574011863
BRD4	-1.3931442113763224	12.520764700790368	-21.094213840655602	4.181799406270046e-86	4.32955631862492e-84	185.44166942389663
PRR14L	-1.2210699309462163	11.863867267706361	-21.073760578143744	5.810246297174406e-86	5.884769021420773e-84	185.11417849193091
ATP6V0E1	1.5409997606231673	11.53639739802156	21.04316851299395	9.499357872314956e-86	9.416491133428804e-84	184.62465744117154
KAT6A	-0.9143179867059728	12.710874707355218	-21.02117038480705	1.3524401315639618e-85	1.3127122026992704e-83	184.27288233355725
PHC3	-1.0852470803848715	12.066000702528004	-21.00255632677373	1.8233701745304146e-85	1.73369013125249e-83	183.97537261865108
ANKRD17	-1.0277689161284203	13.142313797702121	-20.986110144266483	2.3739404895772457e-85	2.2120377481880776e-83	183.71262700527657
ZNF573	-1.3560765832355037	8.551188305616812	-20.959298588770274	3.6491286346706514e-85	3.2779397285354542e-83	183.28451465419658
ZXDC	-1.152963871794993	10.753215371879046	-20.959137362654086	3.6585719228126986e-85	3.2779397285354542e-83	183.28194115171442
ZFHX2	-1.7138630406811692	9.639134881219805	-20.920785941662846	6.763608630414673e-85	5.843989336010851e-83	182.67006866755278
