Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ZEB2	-0.6152374402549124	0.7030445229681979	-18.045893220516362	1.0870172741982559e-65	7.588467591178025e-62	138.4670581354251
SORBS1	-0.5671248008497078	0.6954120141342757	-16.19855206529523	2.835148947222405e-54	9.896087400279806e-51	112.46688535599175
BIN1	-0.4929875199150293	0.7019851590106007	-15.726531906517305	1.72515361700122e-51	4.014432466761839e-48	106.12785220287284
MTSS2	-0.3806471587891663	0.48978798586572436	-15.200663680851775	1.8661366764056626e-48	3.256875034496983e-45	99.22116136409217
NCAM1	-0.48852904938927244	0.5453901060070672	-14.789955263368794	3.885524890206307e-46	5.424969851706047e-43	93.94444727352955
ZMIZ1	-0.3902744556558683	0.5656247349823321	-14.500367832633087	1.572349174684916e-44	1.8294282647458997e-41	90.28741642510445
CASTOR3	-0.5425937334041423	0.5837802120141343	-14.434530175526247	3.6197752929464204e-44	3.609950188579852e-41	89.46343828726985
NRXN2	-0.5826879447689857	0.6087766784452296	-14.23059964207016	4.706241665065755e-43	4.1067841329780045e-40	86.92889229449024
CCDC88A	-0.4258392989909718	0.7333159010600707	-14.170613668137909	9.956868155564729e-43	7.723210732666374e-40	86.18848675356853
SETD5	-0.516614710568242	0.6428720848056537	-13.984428395305047	1.0040097455722179e-41	7.008992033839653e-39	83.90538667972083
TNK2	-0.5730706850770045	0.6204494699646643	-13.833681098385174	6.412857657423508e-41	4.0698326642248643e-38	82.07357555257171
FBXW11	-0.5323133297928838	0.5439512367491166	-13.748355350250081	1.8195550990217496e-40	1.0585261788559028e-37	81.04342592656845
MGRN1	-0.46884110462028666	0.4955618374558304	-13.672344968334603	4.588292577633615e-40	2.463913114189251e-37	80.12983885418878
ERC1	-0.4960305894848647	0.6053491166077739	-13.471586239914306	5.181544266402116e-39	2.583740037410941e-36	77.73556195681185
CLIP2	-0.3888698353690919	0.4207038869257951	-13.403271668333652	1.1749129204910721e-38	5.468044731965449e-36	76.927056270533
WDFY3	-0.5995482740308019	0.6002600706713781	-13.211724355932294	1.1469271732832936e-37	5.00418662293167e-35	74.67708430000178
FAM168A	-0.5173616569304301	0.534339222614841	-13.13305802369026	2.902357024458523e-37	1.1918443757497027e-34	73.76035060016676
SIK3	-0.45694381306425913	0.6359102473498234	-13.03836228404259	8.823876891849173e-37	3.4221935878888374e-34	72.66249824145872
ANK2	-0.3915557620817843	0.7258855123674912	-12.992877445499179	1.501934725349665e-36	5.518424377718953e-34	72.13738558398832
FRYL	-0.5600614976101966	0.5564409893992933	-12.956361585447919	2.2995409682119184e-36	8.0265477495437e-34	71.71686115736121
BAZ2B	-0.5512331917153479	0.6195208480565371	-12.942981340744009	2.6873518476622e-36	8.93352535644277e-34	71.563004426207
NAV1	-0.5468018587360597	0.5924515901060071	-12.887009657326262	5.1506881591357594e-36	1.6344070017693972e-33	70.92075476023454
MYCBP2	-0.5420031864046733	0.5525045936395759	-12.850709892255109	7.845018920656685e-36	2.3811337863088838e-33	70.50540492037852
ASAP1	-0.39471720658523635	0.630147703180212	-12.671458900843653	6.180380613020367e-35	1.7977182108122993e-32	68.46797855688007
TMEM175	-0.4118068507700478	0.6094204946996467	-12.608597528616098	1.267775448361962e-34	3.540136162005942e-32	67.75885991346664
ANKRD17	-0.44182458842272965	0.6346961130742049	-12.601719385721395	1.3712277779066021e-34	3.6817465836792267e-32	67.681440280157
ARHGAP12	-0.37999240573552845	0.708408480565371	-12.463726970847476	6.568819856068169e-34	1.6984048672300699e-31	66.13534225039507
MTSS1	-0.48025013276686135	0.5874636042402827	-12.287772770870744	4.7472073575861614e-33	1.1835805201181784e-30	64.18372301187871
