Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
FMNL2	0.49968056054618704	0.13206643109540636	37.06548259732067	8.146797430156371e-211	5.691352684707241e-207	471.671222903786
RPGRIP1	0.4662640295068806	0.08554063604240288	34.778367420363	3.965698627866483e-192	1.3852185307137626e-188	428.77674554386016
SLC44A2	0.3658003741201894	0.15206219081272077	33.37985887764586	9.623610334973268e-181	2.241018060004108e-177	402.64223922133624
TCF12	0.4569718000746891	0.2655081272084805	32.89753503398066	7.905009313383937e-177	1.3806098765825046e-173	393.6560849874564
MED24	0.4286283105408897	0.13938021201413447	32.839837511496576	2.3210723001875253e-176	3.243002217822011e-173	392.5822434111832
CASK	0.5308595111778099	0.24649257950530018	32.47105051578862	2.2541632630275397e-173	2.6245974259183985e-170	385.7246346879442
ASPHD1	0.5231134584628048	0.12672791519434637	32.2422296989432	1.5998018612085407e-171	1.5966022574861236e-168	381.4752918564732
SLC25A25	0.33739017353258494	0.08556395759717318	31.42250470234746	6.580493584137069e-165	5.746416022347696e-162	366.29164988832974
EPRS1	0.3696197572093854	0.10748692579505306	30.838924987310804	3.2268524800254516e-160	2.5047546028286448e-157	355.5239602328433
ADD1	0.4211601459843797	0.2602240282685514	30.785501111425344	8.656437138468121e-160	6.047386984933829e-157	354.5401446976283
ZNF536	0.48278163640590516	0.148843816254417	30.707196130439094	3.674753553568514e-159	2.333802575020876e-156	353.09874336874
NRBP1	0.2264819774118806	0.05480989399293289	30.207728544130177	3.6519791361781872e-155	2.1260605204450677e-152	343.9224198309241
HPCA	0.4268865979018213	0.091365371024735	29.75639696657903	1.4536181109803073e-151	7.811520094852636e-149	335.65834340897135
CDCA7	0.4157714837282378	0.14912084805653694	28.52831768329263	7.798777305759265e-142	3.891589875573873e-139	313.3230705908293
RNF130	0.38497996237661286	0.07800989399293284	28.294564577018694	5.394016090484893e-140	2.512173093875164e-137	309.0994716235579
ZNF300	0.48176768968457667	0.13412650176678445	28.23666941856251	1.5380402310459843e-139	6.715468158804529e-137	308.0548603641541
RBFOX3	0.44939570078839974	0.12580918727915186	27.101425423924454	1.134918158628296e-130	4.663846033045456e-128	287.6981066828731
ELAVL2	0.38619144596394245	0.10797667844522962	27.035636390452005	3.6768865010285045e-130	1.4270405053436185e-127	286.52622637137813
ZNF519	0.3622712582697409	0.09049187279151945	26.996081615955767	7.45129553981993e-130	2.739723717956949e-127	285.822084669107
ECT2	0.23678302438474833	0.06915901060070674	26.832751682821296	1.371991576698402e-128	4.7923665774075184e-126	282.9180412313693
OGDH	0.38807032191246277	0.12074558303886905	25.950668553397783	8.422497563754755e-122	2.8018841895424154e-119	267.3365581523839
LHX1-DT	0.22553283591553375	0.042443816254416955	25.90579945268816	1.8562656863763568e-121	5.894487311375104e-119	266.5487919139254
TRRAP	0.37746936582753987	0.10520706713780913	25.81743122848502	8.789072298691767e-121	2.6695851773330735e-118	264.9987335553789
EZH2	0.5548123762620432	0.2420494699646646	25.748840828389483	2.934518811937443e-120	8.54189517508124e-118	263.79690629945895
SSR1	0.40548979800329443	0.1401689045936395	25.683556338875935	9.234833695407208e-120	2.58058192784459e-117	262.65407762570396
ZNF135	0.3282546025237334	0.10302968197879873	25.636805677642336	2.0974519199828233e-119	5.6356919665384624e-117	261.8363380164747
LEMD1	0.37482359986755076	0.11030530035335682	25.634463546557058	2.1854154241368256e-119	5.654560056674024e-117	261.7953848919058
ESRRG	0.33345010674051084	0.07647067137809187	25.331490783846085	4.390151780173331e-117	1.095342869153246e-114	256.5094310421543
ST18	0.4751017804175332	0.16116890459363958	24.952175194664786	3.2449046247543503e-114	7.816863347770308e-112	249.9249948506521
EMC8	-0.49076790809748655	0.5175575971731452	-24.929288516828258	4.8279310711783746e-114	1.1242642154417376e-111	249.5289339545357
DVL1	0.17979782009821846	0.056604946996466406	24.811090242914286	3.7494128769425146e-113	8.449483341393679e-111	247.4857357560069
TCERG1	0.285202606159246	0.2594212014134279	24.73219039537974	1.4698434236233953e-112	3.208851924197825e-110	246.12398145474037
CLTB	0.3741126165162479	0.15229964664310966	24.515263646453562	6.232307542242246e-111	1.3193606209122525e-108	242.38888163480883
TIAL1	0.18440076303608138	0.07921484098939927	24.094940256352906	8.538255080182425e-108	1.7543602938280712e-105	235.18977650116443
DDX31	0.4824470877103953	0.1699434628975265	23.94995372112804	1.0189385916900389e-106	2.0338014290133177e-104	232.7185145133675
TUBA1C	0.2948111151036043	0.07184028268551236	23.94272946651314	1.152735124829744e-106	2.2369465505723863e-104	232.59554305930087
EBF3	0.35619489477429195	0.09470671378091876	23.85170816344007	5.448042859309373e-106	1.0286493895982509e-103	231.04752361378556
MAPK9	0.2440666335524555	0.16637314487632496	23.84640900579748	5.963158052682916e-106	1.0962795304221802e-103	230.9574768646791
CKAP5	0.21271175131928402	0.05583250883392226	23.64221799216617	1.925329458693465e-104	3.4488081021621916e-102	227.4942675929336
GSTA4	0.43746388084518406	0.1395929328621909	23.469890711729256	3.578460005110066e-103	6.249780398924731e-101	224.58153649282914
EPB41	0.5272340364820106	0.31854346289752666	23.41613654942238	8.887259646356907e-103	1.5143023387670572e-100	223.67487655731298
ZNF491	0.31519712117690546	0.06667632508833923	23.384935665108443	1.5062594590197208e-102	2.5054115668361357e-100	223.14903823729554
TSC2	0.3167390599790078	0.13840636042402854	23.343343381928946	3.041828460247924e-102	4.941910144951627e-100	222.44855255490992
CADM3	0.3545607293582228	0.18059858657243813	23.27631927575478	9.429797047464025e-102	1.4971945948541747e-99	221.32091601153382
ERGIC3	0.3319080798686766	0.10695971731448764	23.184287839259866	4.448175718209114e-101	6.905545681646416e-99	219.77490570557023
