Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
RNF38	-0.4542521676715466	0.6273293918918919	-23.29292237828839	9.513425315677217e-86	5.1800600843862445e-82	184.54851591602517
POU6F1	-0.47812156187194854	0.6677533783783783	-20.410339077959236	1.4559660330577685e-70	3.963867524999775e-67	149.87183835953527
MTX3	-0.4138674705713447	0.5999527027027027	-19.833051657636986	1.4802136364432668e-67	2.686587750144529e-64	143.0033388696467
ZNF142	-0.44223207005454757	0.6004442567567567	-18.49963555201496	1.1097829817624674e-60	1.5106920839241587e-57	127.30042143211031
ZNF484	-0.3800400803904667	0.4184932432432432	-18.04622925787941	2.26664263155263e-58	2.468373825760814e-55	122.02394867437658
PARP11	-0.37910944587998763	0.4605641891891892	-17.071914017528563	1.8261714271991921e-53	1.6572505701832668e-50	110.8187308066734
BTRC	-0.3806362331323554	0.6799324324324324	-16.919908411211154	1.044751016124252e-52	7.207109512650841e-50	109.08885538028474
CRAMP1	-0.4023758541487215	0.6507415540540541	-16.918734582941095	1.0588957961654128e-52	7.207109512650841e-50	109.07551746958481
ZNF507	-0.4317656904966963	0.6034037162162162	-16.876705512571704	1.7134779501409287e-52	1.0366541598352619e-49	108.59816305618786
ZNF75A	-0.4464194085558428	0.5662635135135136	-16.791568344149116	4.536741271980214e-52	2.4702556225932266e-49	107.63246831866002
RBM12B	-0.38854295147860923	0.47161993243243244	-16.720519675668168	1.0210840140122559e-51	5.0543658693606665e-49	106.82789412979515
ZNF227	-0.41344272179155844	0.6344898648648649	-16.439714124891246	2.490529601505293e-50	1.1300778066830266e-47	103.66002917199819
VPS13D	-0.3078667240884289	0.4131317567567568	-16.324309596470663	9.202793245571372e-50	3.854554555548933e-47	102.36384983561183
LCOR	-0.41609049669824816	0.6533513513513514	-16.20053645830117	3.724311428833409e-49	1.4484911235712796e-46	100.97751097914902
AP1G1	-0.29696089577949986	0.5187905405405405	-16.14499853317145	6.96464179685417e-49	2.528164972258064e-46	100.3567626989936
ZNF415	-0.4242233419465974	0.43065371621621623	-16.01380234596328	3.045549033300803e-48	1.0364384053951795e-45	98.89366827923936
LRP12	-0.36424820556990994	0.4531030405405405	-15.972029065917676	4.8670037636610823e-48	1.5588726760667408e-45	98.42879692245423
DOP1A	-0.3723772322710291	0.5862483108108109	-15.96568377008097	5.226000163153472e-48	1.580865049353925e-45	98.35822564043501
ALG11	-0.38473298880275564	0.7095439189189189	-15.862341388223085	1.6628986880318884e-47	4.7655175559650695e-45	97.21044052301474
EMSY	-0.39130028710881387	0.6281165540540541	-15.78069779681711	4.140890080726911e-47	1.1273573244779014e-44	96.30577180324579
R3HDM1	-0.3761834051105354	0.5495067567567568	-15.55993974598773	4.834105026385831e-46	1.2534143746986118e-43	93.86918660182977
STRN3	-0.37698208440999054	0.5424695945945945	-15.379708489940471	3.556367270501776e-45	8.802008994491895e-43	91.89055241794799
AMN1	-0.37129023830031443	0.5367550675675675	-15.105854832107289	7.238981678520667e-44	1.7137502278063058e-41	88.90310144225819
LRRC20	-0.39897418891759856	0.6570793918918919	-14.993568730159202	2.4734639074131864e-43	5.611671239943666e-41	87.68500791413324
RITA1	-0.4175257249497558	0.6464679054054054	-14.965776932579876	3.3505185479793178e-43	7.297429397498955e-41	87.38414561019775
FER	-0.322263795578523	0.6534594594594595	-14.953729033942288	3.821352965010847e-43	8.002794959416947e-41	87.2537979959073
ZNF92	-0.43959942578237005	0.6220135135135135	-14.78396247574377	2.4248958369449195e-42	4.890206604505588e-40	85.42213595405009
MAN2A2	-0.3111314671260407	0.509589527027027	-14.744995382582243	3.7008740791471584e-42	7.1968783431986706e-40	85.00305757538197
FBXW7	-0.3736274188917588	0.5066131756756757	-14.605931054597868	1.666329119987881e-41	3.1286765718393143e-39	83.51164649689753
AAK1	-0.3852598908986497	0.45354391891891893	-14.594316785475076	1.8888897569675802e-41	3.428334908896158e-39	83.38738630532643
SEC24B	-0.25207904105655954	0.42175844594594597	-14.58773087475389	2.028016078903915e-41	3.562112112784457e-39	83.31694473936984
PAN3	-0.3009188343382137	0.6372888513513514	-14.499280128934867	5.259767330412993e-41	8.949822848155858e-39	82.37234573494402
