Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ZEB2	-0.6003179791976228	0.7030445229681979	-17.367602961353583	2.0920667525277437e-61	1.4604717999396178e-57	128.70179905225913
SORBS1	-0.5752911686801473	0.6954120141342757	-16.342873714948485	3.8911679040587626e-55	1.358212156911711e-51	114.42558134186736
MTSS2	-0.39372650041992385	0.48978798586572436	-15.687073175245033	2.930910774696056e-51	6.820229372717722e-48	105.59956043117899
NCAM1	-0.4988915950642809	0.5453901060070672	-15.03435813655785	1.6415289669610412e-47	2.864878429588757e-44	97.06845644080872
ZMIZ1	-0.39809511811701886	0.5656247349823321	-14.719195292277568	9.644407067792139e-46	1.3465521148051385e-42	93.04291606068031
BIN1	-0.4673241273122727	0.7019851590106007	-14.661870482737518	2.0096754121721404e-45	2.3382573420622855e-42	92.31741237198163
CCDC88A	-0.4229245859982343	0.7333159010600707	-13.951247678751301	1.5120191723795804e-41	1.5079151203402645e-38	83.49878933443732
NRXN2	-0.5712561750328407	0.6087766784452296	-13.80545791656337	9.059354242002374e-41	7.790915532266093e-38	81.73035766700215
CASTOR3	-0.5250957318517563	0.5837802120141343	-13.797019588020772	1.0044154102620662e-40	7.790915532266093e-38	81.62843287026021
ANK2	-0.41489999353963447	0.7258855123674912	-13.762355265053753	1.5339092861985466e-40	1.0708220726952053e-37	81.21022783487491
CLIP2	-0.399290533410858	0.4207038869257951	-13.703672043054672	3.1354884237631724e-40	1.9478935950986034e-37	80.50407816499724
SETD5	-0.5107641105153222	0.6428720848056537	-13.698271773103619	3.3483344995248873e-40	1.9478935950986034e-37	80.4392111829118
ERC1	-0.5043485905635594	0.6053491166077739	-13.62164030706853	8.485371342714548e-40	4.556644411037712e-37	79.52083810570919
FBXW11	-0.531339330706118	0.5439512367491166	-13.614310940301731	9.272698546990713e-40	4.62376489689587e-37	79.43320772124764
MGRN1	-0.461759911277645	0.4955618374558304	-13.336395062991242	2.6105451226248557e-38	1.1453591229169724e-35	76.13725154471976
TNK2	-0.5585865150634194	0.6204494699646643	-13.335928775606975	2.625088950962836e-38	1.1453591229169724e-35	76.13176574586024
SIK3	-0.46342121584081675	0.6359102473498234	-13.144797158753867	2.5275503271119696e-37	1.0379311078569799e-34	73.89569839369882
WDFY3	-0.598640114563818	0.6002600706713781	-13.088683696694515	4.890792957595513e-37	1.8968125353874596e-34	73.24400412587391
FAM168A	-0.5114075521674529	0.534339222614841	-12.865383737691495	6.618772732783545e-36	2.4318764446085225e-33	70.67232130259212
FRYL	-0.5592784417598039	0.5564409893992933	-12.837871699387042	9.101758200840905e-36	3.1769687000035175e-33	70.35788535533038
MYCBP2	-0.541032000344553	0.5525045936395759	-12.727791677172439	3.2386357402744005e-35	1.0766150525169329e-32	69.10510691162158
ARHGAP12	-0.38802551844434396	0.708408480565371	-12.660528245697982	7.00423988004765e-35	2.22257266375512e-32	68.34382036804364
BAZ2B	-0.539114154661154	0.6195208480565371	-12.530607535762542	3.07941672958576e-34	9.346699212712258e-32	66.88247610569111
ANKRD17	-0.44081486745483134	0.6346961130742049	-12.474810249515082	5.795092679474742e-34	1.6856475831422157e-31	66.2585657240003
ASAP1	-0.3911794043542865	0.630147703180212	-12.450535851359202	7.624625418474971e-34	2.129100401854951e-31	65.98783163323596
NCOA1	-0.33389969205590386	0.6916466431095406	-12.416231611129444	1.122789219570421e-33	3.0106611934484663e-31	65.6059547402712
SYNE1	-0.39529499106316085	0.6589031802120141	-12.413001056567225	1.1644155883556595e-33	3.0106611934484663e-31	65.57003554783644
TMEM175	-0.40866728040140426	0.6094204946996467	-12.407541918304666	1.2382738243982614e-33	3.0872819886158084e-31	65.50935470558876
NAV1	-0.5317891551995174	0.5924515901060071	-12.399397003833265	1.3572135038679643e-33	3.2671405070697444e-31	65.41886004606194
SOBP	-0.534662941189138	0.6119533568904594	-12.280793060403333	5.132303355830359e-33	1.1942869909017245e-30	64.1065178400173
CCSER2	-0.480849699592997	0.49201060070671376	-12.131661559189695	2.6939521494774516e-32	6.021690166278861e-30	62.470842552274284
MTSS1	-0.47789789392079607	0.5874636042402827	-12.129463482937576	2.760264794741778e-32	6.021690166278861e-30	62.44685498638108
ASTN2	-0.37710701595710316	0.4436310954063604	-12.10134865816601	3.7661382596527187e-32	7.967094300192615e-30	62.14034924291561
ADGRL3	-0.4891931003294786	0.532512367491166	-12.019279755060976	9.297728749584169e-32	1.9090424823778553e-29	61.24894434643047
PPA2	-0.445162488963542	0.703034628975265	-12.002127551237761	1.1223647063642692e-31	2.2386365757511323e-29	61.06326605859309
TBC1D5	-0.40107427267049994	0.6755745583038869	-11.969468901338718	1.6052572776894084e-31	3.1128614043193775e-29	60.71032236444167
