Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
MAP3K19	0.6477186797752811	0.05796395759717315	37.024770939359314	1.795380327045433e-210	1.2533550063104168e-206	470.8428364330604
NEK5	0.6294475187265914	0.06440212014134275	32.24337005883414	1.5915769479469395e-171	5.555399336808792e-168	381.45729075553743
DRC7	0.672098361423221	0.07748763250883392	31.697183622373643	4.090062981868356e-167	9.517576558807665e-164	371.33571858275445
FHAD1	0.65391015917603	0.07649752650176679	30.639260090479105	1.305426138104474e-158	2.2782949675268334e-155	351.8171581790939
VWA3A	0.7278619850187271	0.09493922261484099	29.67547981090977	6.487427650033918e-151	9.057746484977356e-148	334.15235712315126
DNAH6	0.541804260299625	0.05224028268551237	29.320144722406152	4.3207973815533205e-148	5.027247753437289e-145	327.6718140912961
C7orf57	0.6466271535580528	0.08848127208480565	29.246191662225232	1.667893434095685e-147	1.6633662947745682e-144	326.32542808153204
WDR38	0.49688061797752864	0.06158657243816255	28.697333158502666	3.6656316577990564e-143	3.1987218253869014e-140	316.359661085632
CATIP	0.5666598782771529	0.06433992932862191	28.469161310736737	2.3062281428701262e-141	1.7888642961529278e-138	312.23116188272115
CFAP43	0.7425540262172277	0.10980282685512367	28.314465603306857	3.8037913796431882e-140	2.65542676212891e-137	309.43719073880595
CFAP46	0.6100909176029957	0.07242685512367492	28.14683504615851	7.893202854064531e-139	5.009313556747681e-136	306.4143473762418
SPAG17	0.6290376872659179	0.07871378091872791	28.112912187257212	1.457176554567108e-138	8.477124606194151e-136	305.803235027892
DNAI7	0.732593445692883	0.10797526501766784	28.07301102906592	2.996254863356517e-138	1.6089888616224497e-135	305.08469119151084
CCDC81	0.5863354400749055	0.07010176678445229	28.031660303196478	6.322458758146175e-138	3.1526488993298896e-135	304.3403486552627
CFAP54	0.7059298689138586	0.09880636042402827	27.624470763540515	9.705755523692724e-135	4.517058620726594e-132	297.0276250793927
ZNF19	0.47939293071161027	0.048848056537102474	27.28205397311758	4.524694612556503e-132	1.9741808181410592e-129	290.90290311818023
CFAP47	0.41441975655430663	0.03643533568904594	27.05751181853352	2.511564506453e-130	1.0313665776204937e-127	286.89939744346293
CFAP100	0.4898894662921342	0.05266996466431095	27.02133126189889	4.792796895721047e-130	1.858806396057146e-127	286.2552868241707
CFAP73	0.5281262172284641	0.05783250883392226	26.251696936915746	4.181630088218401e-124	1.5364189287290873e-121	272.62080530105715
CFAP52	0.6943479400749065	0.11040848056537103	26.02985191895983	2.1036224302699178e-122	7.342694092857148e-120	268.71553938070826
ZBBX	0.593247144194757	0.07865583038869257	25.604945825928624	3.697109783194969e-119	1.2290249236420991e-116	261.26854625675736
CFAP157	0.4698796348314607	0.05487349823321555	25.329603506359945	4.572923748795187e-117	1.4510718495608727e-114	256.4667642403249
FOLR1	0.43441306179775263	0.07020989399293286	25.10172609045955	2.4290539426039145e-115	7.267377214310313e-113	252.507489580089
