Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
PTPRC	28.823976360392486	24.463105175292153	23.511932803056155	3.5736421000902903e-87	1.9469202161291903e-83	144.98252983614788
CPEB2	43.24789139161459	44.77562604340567	21.51265622627994	1.4939343824033332e-76	4.0694772576666794e-73	127.54389491903699
SIGLEC8	51.532045049063605	34.215191986644406	21.04814909128889	4.244160540983236e-74	7.707395542425557e-71	123.45932143381968
LAT2	35.579047725245154	30.953422370617695	20.396710325296013	1.1347936077819967e-70	1.5455888937990794e-67	117.71916464174667
MFAP3L	46.05641280107015	47.35759599332221	19.951326664240373	2.438436357992899e-68	2.6569202556690624e-65	113.79013278296706
GPR155	41.94434768064211	38.78931552587646	19.817499525070552	1.2187833478303116e-67	1.1066552798299229e-64	112.60928329740052
LRRC4C	42.16290477252459	26.917863105175293	19.32761701849008	4.320000061599805e-65	3.362194333656534e-62	108.28726717569651
FIGN	48.085519625334314	36.33756260434057	19.126868007141713	4.743762996992767e-64	3.230502600952074e-61	106.51698698257259
ADORA1	39.7211117305974	39.21252086811352	19.116826127212065	5.347007898258654e-64	3.236722114412572e-61	106.42845451973938
CDC14B	46.030495093666126	46.497662771285476	19.02136474325259	1.667235559324281e-63	9.083099327198683e-61	105.58695067601838
CREM	44.95316458519162	54.940734557595995	18.771370617065674	3.2546015631616486e-62	1.611915392373151e-59	103.3843717558371
LPIN1	37.158414362176394	47.45191986644407	18.668747726401634	1.0989975199470464e-61	4.98944874055959e-59	102.48078178553534
TLR4	39.47691347011558	52.037061769616024	18.46400080266222	1.2392258202089701e-60	5.193309437306515e-58	100.67918474497961
KIF3A	43.383663024085536	41.61402337228714	18.173553785154578	3.8041932625961196e-59	1.4803746353302615e-56	98.12671449610656
ARFIP1	38.82237957181081	53.946911519198665	18.13612698240855	5.907565479351982e-59	2.1456277821006394e-56	97.79811725996049
DOCK10	36.568002899197005	40.20617696160267	18.108959102995623	8.129979592093284e-59	2.768258051107763e-56	97.55963895365419
IKZF1	46.885264272970666	34.959265442404	17.937797769053887	6.059079452227185e-58	1.9417567562196298e-55	96.05817640201204
TVP23A	46.131780776092356	35.45008347245409	17.829682519840002	2.1485599168737114e-57	6.502974681737767e-55	95.11069754828155
SLITRK2	41.04173951828707	46.863772954924876	17.804564429226254	2.882199162744196e-57	8.264326862437044e-55	94.89068196581422
MEF2C	48.351771855486184	41.80150250417363	17.749687697519434	5.473391902043481e-57	1.490951954116644e-54	94.41015155553555
ZNF516	40.69844892952706	49.48514190317195	17.58278228807765	3.835056695469359e-56	9.949232798531937e-54	92.94994604135135
TJP1	33.92881467439769	54.934891485809686	17.398587796819857	3.2654542053190816e-55	8.086452050262889e-53	91.34093434882497
BNIP2	39.19146409455844	45.356260434056765	17.3285137120894	7.361811498334127e-55	1.7437890888227967e-52	90.72953227299828
ABCA2	35.41272747546804	43.531385642737895	17.125343789107696	7.725324786747786e-54	1.7536487265917474e-51	88.95927327295811
POC1B	41.561129571810845	56.01686143572621	17.024651264406614	2.468291456322549e-53	5.378900741618099e-51	88.0833252503308
TSTD3	38.040976806422755	33.066611018363936	17.004015008747878	3.130838989598539e-53	6.560311852051093e-51	87.90392594413332
AMZ1	37.81744090098111	24.759265442404008	16.818700828972997	2.6365038751069495e-52	5.3198789302158e-50	86.29482716334529
AC068547.1	41.85400646743974	29.494991652754592	16.8114809851218	2.8642362893365486e-52	5.5729854658234e-50	86.2322082747135
LST1	46.39829170383577	42.51652754590985	16.801311641998364	3.2186887110093988e-52	6.0466952060617945e-50	86.14401724887746
SUOX	38.53805753791252	41.26193656093489	16.796832416160328	3.388393866196509e-52	6.1533232610128595e-50	86.10517578921468
CD27-AS1	41.211539919714525	48.38113522537562	16.699223411030967	1.0369142154650855e-51	1.8222931115657374e-49	85.25929860655644
NDRG4	38.14086975914348	55.854257095158594	16.630606046015856	2.273039561220747e-51	3.869849852978322e-49	84.66528911838064
PNPLA8	28.202399643175617	49.57646076794658	16.542947329881184	6.184705520241511e-51	1.021038656796235e-48	83.90721837627282
BCAS1	46.011834299732215	55.340734557595994	16.52378381198293	7.695583875292397e-51	1.2331041456644994e-48	83.74161120268147
NPAS3	31.35018398751114	36.93772954924875	16.36866152156993	4.49888566329843e-50	7.002836883899955e-48	82.40269073534496
CIITA	45.2324676628011	40.748247078464104	16.32190158385839	7.651313239598602e-50	1.157898736925922e-47	81.99966587417352
EXOC6B	34.27026204281887	38.80818030050084	16.276756433799395	1.276925170938322e-49	1.8801860354789132e-47	81.61082023097268
PAAF1	39.53336195361267	39.770116861435724	16.221564526386135	2.3865802786615534e-49	3.421602462670564e-47	81.13579408048334
KCNJ16	17.032272524531717	13.065108514190317	16.19152660594614	3.3531280546741605e-49	4.607724609721592e-47	80.87742973392831
EXTL1	41.68492640499546	31.16477462437396	16.19074131724007	3.383057716388834e-49	4.607724609721592e-47	80.87067683835527
