Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
TASOR2	-0.6920534325352232	0.5244007067137815	-51.57456650851919	0	0	740.2496926139606
MYCBP2	-0.6339571766774112	0.5366289752650174	-51.12806314032608	0	0	732.2425530537342
KMT2C	-0.6793349940593841	0.5519568904593639	-47.69262921404146	5.891386527425915e-297	1.3719075426865814e-293	669.9611113085855
BAZ2B	-0.6241844399687438	0.5962805653710234	-47.28011481578352	1.1358155839166007e-293	1.983701917310343e-290	662.4074082668425
XIAP	-0.6405078840318565	0.54103038869258	-46.77966657115823	1.1202308958612904e-289	1.565186607697395e-286	653.2235473368572
JMJD1C	-0.5901389179663231	0.4902091872791514	-46.69043674313262	5.786429432180227e-289	6.737332668868511e-286	651.5838166331786
UBE3A	-0.6480769410839874	0.5434826855123673	-46.419792567415605	8.454742301889971e-287	8.437832817286191e-284	646.6062442048602
SETD5	-0.5609259364772327	0.613472084805653	-46.26638888353236	1.4296604365770387e-285	1.2484509762408991e-282	643.7822150100504
MYO9A	-0.6050750749756082	0.4315583038869262	-45.815367150037815	5.899867709252231e-282	4.579608424092899e-279	635.4682490553824
WDFY3	-0.6543077709611599	0.5703823321554775	-45.68801199176084	6.209410327636353e-281	4.3378940548867565e-278	633.1177036273378
PIKFYVE	-0.6498980839815203	0.5138932862190813	-45.377029688889905	1.9562253040803248e-278	1.2423809067550137e-275	627.372733938892
ZNF592	-0.6139318925651692	0.5369392226148414	-44.69840866225244	5.678523931829726e-273	3.305847348980205e-270	614.8109307620525
EP400	-0.5709515098914792	0.38802685512367513	-44.236560169656585	3.0215872409782282e-269	1.6237544973441462e-266	606.2428679125584
RO60	-0.6288664749764948	0.5598169611307422	-44.08345946133574	5.209368902992688e-268	2.599475082593351e-265	603.3993643744541
MDM4	-0.6504919878802315	0.47339646643109523	-44.03408051097979	1.3054174572392244e-267	6.079764237515481e-265	602.4819260828159
PAN3	-0.5923309703321922	0.46714063604240325	-43.998810117608805	2.516311943920094e-267	1.098684702514111e-264	601.8265192949374
TET2	-0.59347254281008	0.411370318021201	-43.83301778100141	5.5078602302797576e-266	2.2634065628667287e-263	598.7446131452756
TNRC18	-0.5009654118468125	0.5671858657243813	-43.777502008288046	1.548565874077921e-265	6.010156220171308e-263	597.7122334869754
TEAD1	-0.5460838004125466	0.43420494699646667	-43.639647422520575	2.018861495439515e-264	7.423034951126554e-262	595.1478145338342
BAG4	-0.5833555146263244	0.42305017667844536	-43.58007762032647	6.125744214685665e-264	2.139722454189703e-261	594.0393033409043
WIZ	-0.6128765475449145	0.4859745583038863	-42.54601060808572	1.478347258529431e-255	4.917968546707908e-253	574.7627698673391
RNF38	-0.6140205360258337	0.42905653710247404	-42.52317912373549	2.265460910447322e-255	7.193868145629542e-253	574.3364697319147
PTBP3	-0.6210877645125944	0.4807632508833922	-42.16440121215346	1.861316854469647e-252	5.653547628402155e-250	567.6338931939507
