Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
DVL1	0.25593081660607436	0.06050106007067138	31.450589568980508	3.959862203348505e-165	2.7643798041575914e-161	366.73646588282264
TRRAP	0.5110304592314898	0.10635971731448764	30.952980435803454	3.968868904625099e-161	1.3853336911593908e-157	357.5562725496134
ZNF519	0.4798040258710364	0.09492791519434629	30.071461394223125	4.524475111979495e-154	1.0528453585576285e-150	341.3641724231741
SLC25A25	0.3934251933633377	0.09074346289752651	29.39570008610112	1.0841739084176149e-148	1.8921545136658422e-145	329.0207303424993
ASPHD1	0.5930383636981573	0.13251731448763251	28.167504245481084	5.4236328122770634e-139	7.572476132501236e-136	306.7657707183942
FMNL2	0.5015132187400229	0.1314190812720848	27.831001396276587	2.355135546365549e-136	2.7402002081963163e-133	300.71351109172207
EDEM3	0.4798035006230879	0.09762968197879858	27.30816638178602	2.8302109710245284e-132	2.822528969817462e-129	291.3524796456107
ZNF536	0.5771939812764552	0.17650742049469964	27.25248280106422	7.672684221738236e-132	6.695376068994329e-129	290.35868075593316
MED24	0.45822532622017165	0.14823604240282687	27.156254274209758	4.293420571854175e-131	3.330263223568222e-128	288.6427532090213
CBFA2T3	0.3849160684676147	0.07377455830388692	27.027951061113786	4.252488027582316e-130	2.9686618920552148e-127	286.3578435478518
ZNF780B	0.4132776862312942	0.08449964664310954	26.70825432213169	1.2689293142567508e-127	8.053086857114888e-125	280.6795752060746
RPGRIP1	0.45571968752896574	0.07858586572438163	26.008703799995846	3.0505581006705484e-122	1.7746621750650917e-119	268.33354043429324
TCF12	0.4677316961389125	0.26202402826855126	25.76295609672695	2.3061621118835595e-120	1.2384090540814714e-117	264.02356820665693
CAMSAP3	0.39213466945425707	0.07808833922261484	25.587566092694267	5.008006264775291e-119	2.4972065524568793e-116	260.9565602092387
SLC44A2	0.36601847636899193	0.14920636042402827	25.569337140055694	6.893036471219566e-119	3.2080191737055855e-116	260.63823275179436
VPS13C	0.4858840025953425	0.1288148409893993	25.204903656394357	4.022798011380949e-116	1.7551970573406503e-113	254.29192890556266
ZNF491	0.3922828305714902	0.06360565371024735	25.1624647270997	8.427133882381077e-116	3.4605777431119e-113	253.5551187776311
VTI1A	0.39651791507461603	0.10036395759717315	24.78536803059219	5.890906468183945e-113	2.284689891910673e-110	247.02912998655185
HPCA	0.4524360227401464	0.0899017667844523	24.575262477339564	2.227157896036231e-111	8.183046985383647e-109	243.40986501931712
EPRS1	0.36747649257958526	0.10537455830388692	24.54053941798307	4.054652192402373e-111	1.4152763477580483e-108	242.81291201658678
ZNF300	0.5236513692493072	0.13135265017667844	24.42068939662802	3.1984018115484626e-110	1.0632401450676105e-107	240.75508587413958
FANCA	0.5132035644767605	0.12270883392226148	24.319034193178183	1.8380040469796136e-109	5.83232102362031e-107	239.01287349751092
ZNF724	0.38047370670566544	0.06418798586572438	24.248474569254178	6.175916842439191e-109	1.8745250207420867e-106	237.8053409538492
CDCA7	0.445111136286394	0.1444749116607774	23.963339988206034	8.15233597318829e-107	2.371310726201144e-104	232.94049507898947
SV2B	0.2638926331400557	0.04671095406360424	23.826990766322293	8.348583649359143e-106	2.331258498247047e-103	230.6227233655886
ZNF135	0.37949693605363694	0.10689611307420495	23.61156441551246	3.257513222328059e-104	8.746423001950838e-102	226.97228054428635
RBFOX3	0.48555248874836493	0.11979858657243816	23.572353164756702	6.336595746954486e-104	1.6383620336847876e-101	226.30937983728302
TMEM184B	0.39672592871046464	0.1441201413427562	23.49406395244959	2.3888559830341213e-103	5.955929863414714e-101	224.98726868573158
NRBP1	0.22572625827780468	0.0538339222614841	23.32381498693679	4.252059184419675e-102	1.0235732816011638e-99	222.11885963035192
KHDRBS2-OT1	0.3151365129715645	0.04330388692579505	23.271501777924804	1.0280484565630696e-101	2.392268758422263e-99	221.2393255106092
ESRRG	0.3785191406531611	0.07676749116607774	23.195920396250152	3.6752769229291766e-101	8.276486515796317e-99	219.9701432896868
OGDH	0.41956048590584666	0.11578374558303887	23.181677053957113	4.6715981336396856e-101	1.0191383303418326e-98	219.7311723392632
EZH2	0.6122607701576772	0.22902332155477031	23.091772752812023	2.120128008050823e-100	4.4056762705530754e-98	218.2243060500344
ADD1	0.4257658784514454	0.25625371024734983	23.091058830363277	2.1457240108695684e-100	4.4056762705530754e-98	218.2123507177902
ELAVL2	0.4295013852127254	0.11521696113074205	22.84300795598002	1.373962143800394e-98	2.7404656359630146e-96	214.06868730245054
ZFP69B	0.47282870737509947	0.1516310954063604	22.762094752465877	5.31236476897781e-98	1.0301560681176137e-95	212.7214855419881
TSC2	0.35629554981101336	0.1369879858657244	22.601976656678332	7.667862124857954e-97	1.4467390673954966e-94	210.0620741538877
RNF130	0.3955968207050681	0.07768480565371025	22.362764739666275	4.0702898973588046e-95	7.477550993016267e-93	206.1054532855314
VAV2	0.41679157440497644	0.18947208480565372	22.35396295983956	4.709008200183988e-95	8.429124678329338e-93	205.9602510369102
ZIK1	0.4183017240491464	0.08851590106007066	22.034892959416677	9.113319096934868e-93	1.590502015392558e-90	200.7151834434672
ZNF620	0.3058555465153402	0.07218515901060071	21.964427451892348	2.9010396537468945e-92	4.93955068848953e-90	199.56177176659213
MED12	0.40650221943005443	0.08412862190812721	21.939971426622684	4.334115510771743e-92	7.203919138261318e-90	199.1618878899336
GINS1	0.4765575661451951	0.12103533568904594	21.787533561425168	5.265985451606437e-91	8.549266148294078e-89	196.67431303784272
CASK	0.5074908751042773	0.2631893992932862	21.6754066322297	3.287496144629937e-90	5.21591149674127e-88	194.85006025686081
SSR1	0.4177684274488396	0.13559505300353358	21.640391316698214	5.818785760496304e-90	9.026876309783265e-88	194.28134214078352
ST18	0.5193056891562041	0.16650459363957598	21.474488300390874	8.649130904594644e-89	1.3125996270646785e-86	191.59304996713485
SSBP3	0.4645078838687085	0.19357879858657243	21.42400427405396	1.9622343909348637e-88	2.9145443155566563e-86	190.7770879977095
AGO4	0.5005824690773145	0.14884593639575971	21.27775628858346	2.0941574555853053e-87	3.0456902494668785e-85	188.41885647036506
OSBPL8	0.41504765852703995	0.25540282685512367	21.247437796813756	3.4176408223146306e-87	4.869091955220089e-85	187.9310125491654
SEC24C	0.3007278082742	0.24213144876325088	21.229643304498275	4.5551396584677885e-87	6.359885991152726e-85	187.64485479790346
PRDM8	0.4312803073215445	0.10639787985865724	21.050811939765406	8.118532506154943e-86	1.1112838318719148e-83	184.7759282148819
CDH24	0.328781821271512	0.10151378091872791	21.00839921162262	1.604583135250844e-85	2.154152859074258e-83	184.09737234383988
CAMSAP2	0.35685412525618715	0.11839929328621908	21.006128605689852	1.664155631405749e-85	2.191975559027082e-83	184.0610654091048
EMC8	-0.5180985045881952	0.5264975265017667	-20.603064887256778	1.040538419797707e-82	1.34518494603848e-80	177.64904976923205
MAPK9	0.2492894064698189	0.16887420494699645	20.519285704194633	3.93386890233641e-82	4.993152510401905e-80	176.3246221979794
ENSG00000259316	0.25097589008929216	0.032118021201413424	20.505618978864895	4.885584599054972e-82	6.0904046582147784e-80	176.10884760208907
ZNF800	0.4695090939987846	0.13182968197879857	20.492295287672036	6.03418913885741e-82	7.390293750590101e-80	175.89856384982883
OBSCN	0.49459348898524147	0.14735194346289754	20.441391064864813	1.3510749970175254e-81	1.626181819686094e-79	175.09584063324772
CKAP5	0.21561709424596032	0.050096113074204945	20.427257660515128	1.689621352038123e-81	1.9991943489115486e-79	174.87315928876356
HIPK1	0.3404356004819921	0.06945300353356891	20.419679571660712	1.9047725463765248e-81	2.2162028577090866e-79	174.75379587317786
CSNK1G1	0.38638002718930514	0.16788551236749116	20.38264023959389	3.4207013185450504e-81	3.914740312256229e-79	174.17073187524534
TIAL1	0.19563743473021813	0.08309611307420495	20.310565518937285	1.0670490415019214e-80	1.201462799794341e-78	173.03780677650252
ENSG00000273025	0.46993618237432677	0.1459166077738516	20.255240836536082	2.5514458163931976e-80	2.8272449594033195e-78	172.16966379170637
LEMD1	0.3717731701288402	0.10492862190812721	20.24316305707342	3.0857657126482122e-80	3.3658953812495575e-78	171.98031492476423
STK36	0.3126779457655743	0.06396890459363958	20.14293257747035	1.491434445311634e-79	1.601800594264695e-77	170.4113600677003
ZSCAN23	0.3782568102001092	0.09611166077738516	19.999909691448984	1.4019537138007077e-78	1.4828846781882938e-76	168.18003970562575
CELF6	0.460468109210377	0.1339321554770318	19.866869023100428	1.1181132820729407e-77	1.1650072868882387e-75	166.1124378956634
LCORL	0.5219194310843792	0.24110388692579504	19.863244402617543	1.1830593892740682e-77	1.2145496465473927e-75	166.05621574363366
TCERG1	0.28483549955199433	0.26818374558303887	19.784834106883583	4.007210398533204e-77	4.0542515640812027e-75	164.8413970301044
CD9	0.3727366808449283	0.0929660777385159	19.777678156655263	4.478554698152132e-77	4.466398621114291e-75	164.73066445279073
CLTB	0.38689107284468094	0.15385865724381625	19.76436115065416	5.507932675407926e-77	5.415616620707427e-75	164.52465489422337
HDX	0.4239218461950416	0.12129964664310953	19.64132681402054	3.7110230681094194e-76	3.598146116454425e-74	162.62508697909675
TULP1	0.3253585023224196	0.06512296819787985	19.5803332947033	9.530877776603702e-76	9.114391473763075e-74	161.6858980356397
DDX31	0.4894196937083534	0.16171590106007067	19.461227857422834	5.983615094547267e-75	5.6448131047343876e-73	159.85672860688533
AGBL5	0.35704727231531325	0.11169469964664311	19.458897271377378	6.202222838358241e-75	5.773029017943851e-73	159.82100061763634
GSTA4	0.4318761135771441	0.11936042402826855	19.376955777339187	2.1866372008408505e-74	2.0085413551407866e-72	158.56640732122594
EYA3	0.3338119354871932	0.1958233215547703	19.327972518448654	4.637311740145062e-74	4.2042952283055426e-72	157.8178989660349
ZNF551	0.33973898781630724	0.0956452296819788	19.2831368558401	9.219179469924012e-74	8.251165625581991e-72	157.13373613716334
PSD	0.2983103957897774	0.05392862190812721	19.20524621018466	3.0351257352544636e-73	2.682052247824229e-71	155.94738249718043
THOC5	0.3742473608865362	0.3418600706713781	19.09863835658633	1.5433793325271193e-72	1.3467913900464775e-70	154.32820472470164
HUNK	0.37260278896361365	0.08388409893992933	19.077327539742434	2.1349367887018214e-72	1.8399992249293105e-70	154.00516909999877
EBF3	0.38827183641101165	0.11077102473498233	19.03719922767802	3.930726974873801e-72	3.3463908550724395e-70	153.39747066290977
CASC15	0.46911617763679614	0.16443957597173145	18.976989884151685	9.808456773954361e-72	8.249739366141614e-70	152.48708908593932
FOXM1	0.3253397375820056	0.10584098939929329	18.973913372300615	1.027715247399638e-71	8.541047788210563e-70	152.44061733580634
TTLL7	0.5068489963644603	0.1979886925795053	18.888208356557897	3.765565027691312e-71	3.0926364068603586e-69	151.14781664379075
POMT2	0.5250532920687557	0.2072007067137809	18.871439061687532	4.852873703361237e-71	3.939292014321488e-69	150.89527167359276
