Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
LETMD1	-0.5108534373299412	0.7469752650176679	-15.746516837475214	1.3169687941793858e-51	9.200343996137188e-48	106.22484857083481
SDHAF2	-0.3943909446359068	0.6722925795053003	-15.59131962297805	1.0552882936576026e-50	3.686122009746006e-47	104.17394434630422
LYRM1	-0.48495832073684064	0.7020289752650176	-14.14358581391382	1.3933886370469021e-42	3.244737672803219e-39	85.75158117446077
CMC1	-0.39569075115383606	0.5131865724381626	-13.045223447472074	8.137627355762443e-37	1.4212366176839107e-33	72.678131097107
MTERF4	-0.46794755829654905	0.6161780918727915	-12.880840616312717	5.5296344182126646e-36	7.726005209126735e-33	70.79216312104427
POLB	-0.44279777092528494	0.5948840989399293	-12.756675461718302	2.32187437113653e-35	2.703435726126633e-32	69.38011746417378
STYXL1	-0.33096966765422914	0.7469583038869257	-12.212489319722511	1.0984428673301967e-32	1.0962459815955363e-29	63.32028674216704
SUOX	-0.4495009573331708	0.43812862190812724	-11.947992291647283	2.0293986341121526e-31	1.7721723572384372e-28	60.451957893772644
SNAPC5	-0.31315021061329534	0.6685031802120142	-11.91677956595213	2.8534312110465683e-31	2.2148967155968137e-28	60.11684302073945
EEF1AKMT1	-0.530692282886911	0.5253441696113075	-11.706850380600114	2.7711818663083102e-30	1.9359476518029855e-27	57.88158421225549
RABEPK	-0.36465504766511	0.7457604240282686	-11.486414361021957	2.9111031575923523e-29	1.8488151508127432e-26	55.569653796985335
AMN1	-0.4510154483342351	0.4877936395759717	-11.46378718119746	3.6983367833164293e-29	2.1530483973540476e-26	55.334396044809665
IFTAP	-0.48279821432170045	0.5241710247349823	-11.439420464640454	4.7836536322314294e-29	2.570661867289905e-26	55.08148198168361
RHNO1	-0.3840566438922119	0.6563095406360424	-11.26105165210057	3.1037616185394143e-28	1.5487770476511679e-25	53.243729335814535
MTMR14	-0.46452851845133325	0.5917081272084805	-11.24873566337118	3.528401665886108e-28	1.6432942691920232e-25	53.11772425285474
TMEM141	-0.30548707096357847	0.7171597173144877	-11.180191606730116	7.187889700785054e-28	3.1384123406052745e-25	52.41855280563709
AMZ2P1	-0.4938337666525518	0.5663321554770318	-11.168395723794822	8.121293703957226e-28	3.3373739891673633e-25	52.298591263722656
BCS1L	-0.4888938367898075	0.4993667844522968	-11.009908470757429	4.14540084394356e-27	1.6088761275438727e-24	50.69710835385328
TRAPPC6A	-0.40405615010983725	0.4851144876325088	-10.9752567759507	5.905238983372603e-27	2.171263133570579e-24	50.34952151937384
ZNHIT3	-0.220478323961544	0.640677738515901	-10.846549223237318	2.180248137923339e-26	7.615606745766223e-24	49.066560254118656
PPIL3	-0.43364945482394684	0.6136466431095406	-10.827886759225498	2.632075046628393e-26	8.756036321783788e-24	48.88159310801821
MPI	-0.34914251163915194	0.7253159010600707	-10.778426541135993	4.330141969183631e-26	1.3750168998507658e-23	48.39268733180002
ZFAND1	-0.3899188282241921	0.49762190812720847	-10.70575185350104	8.967833849783537e-26	2.7238820554168606e-23	47.677752039902686
DHX9	0.08873008243142148	0.030248056537102472	10.692196692196589	1.0267498747157402e-25	2.9886977603184e-23	47.54485763132527
FOXRED1	-0.48914670375072405	0.5664848056537103	-10.659677070802756	1.4197799855315042e-25	3.967433191569235e-23	47.226619377794165
SLC25A26	-0.40263159804099063	0.47246713780918725	-10.654707531544185	1.4917616872071573e-25	4.008248902626616e-23	47.17805984464317
DGUOK	-0.21429821432170248	0.8062127208480565	-10.613527784421763	2.2457264703050155e-25	5.810609304278089e-23	46.776415695571586
STAMBP	-0.43902051716145507	0.5051151943462897	-10.444188134513476	1.190870304737727e-24	2.971221410320629e-22	45.1387183299024
ZBTB8OS	-0.4692160549811494	0.5595964664310954	-10.396567277808458	1.8960301712864986e-24	4.567471302278442e-22	44.68223058272184
EPS15L1	-0.3724775077090464	0.6398494699646643	-10.384051434945906	2.141912051267742e-24	4.987799196718815e-22	44.56255180295295
RRAGB	-0.29344821331398063	0.3383180212014134	-10.28763813893051	5.4568280051932795e-24	1.2297225949767822e-21	43.644777812504245
MCAT	-0.31736563073140295	0.3175116607773852	-10.280569307011387	5.842408878497918e-24	1.23730996433421e-21	43.577777813391506
ORMDL1	-0.19444449483039938	0.23604593639575971	-10.280528309756994	5.844722133270674e-24	1.23730996433421e-21	43.577389347555624
MAPKAPK5-AS1	-0.4450655118205386	0.473695406360424	-10.247566568559836	8.031585530331957e-24	1.6502546033793837e-21	43.26549452614731
RWDD3	-0.4599492008787232	0.4559088339222615	-10.160168898405693	1.8577754638379402e-23	3.708119825820528e-21	42.44268614900248
ENSG00000283103	-0.2815035471713283	0.3833088339222615	-10.136244384837642	2.3346856993815346e-23	4.530587304410944e-21	42.218507766846784
CCDC112	-0.3862962694237827	0.4712833922261484	-10.105835411414729	3.1194235544350666e-23	5.889808905752264e-21	41.93422722432605
MLX	-0.3174290464961581	0.6592339222614841	-10.091886466376682	3.5620021841097284e-23	6.54845980478699e-21	41.80407142120228
GTDC1	-0.4065916016687811	0.6411795053003534	-10.016918592867329	7.247912115504447e-23	1.2983054881772838e-20	41.10722076012124
EXD2	-0.4160058548481358	0.5911554770318022	-9.99579992816495	8.846492106229415e-23	1.5450398463529674e-20	40.911728426634895
CMC2	-0.3146246850877694	0.7169816254416961	-9.992351899722204	9.138789013283297e-23	1.5571604889462708e-20	40.8798445046762
ZNF76	-0.3351459278069966	0.5018756183745583	-9.972916104650972	1.0974604740565544e-22	1.825442588514069e-20	40.700300132821624
ZNF821	-0.45950053409113517	0.5383349823321555	-9.944129486909171	1.438454192989953e-22	2.3369862772622817e-20	40.43493188491311
TRMO	-0.39110655622064294	0.4182204946996466	-9.872302134740236	2.817314382401573e-22	4.473126880785771e-20	39.775700795682795
TMUB2	-0.39047404115524464	0.5783102473498233	-9.868472853337769	2.919770187184391e-22	4.5327810061489235e-20	39.74067235073501
IFT22	-0.2083068907833987	0.8195752650176679	-9.834138317972567	4.019917237097641e-22	6.105030830079156e-20	39.427124895360805
ALKBH3	-0.44642577140898954	0.49241696113074207	-9.816569567113348	4.732771731230969e-22	7.034711343485011e-20	39.26705287255159
UIMC1	-0.4169973194671128	0.5388113074204947	-9.801215865537424	5.457410913302036e-22	7.942806800068337e-20	39.12736679835571
ENSG00000256591	-0.3622466191023193	0.4636671378091873	-9.72496557997946	1.1041511351372806e-21	1.5742040469528658e-19	38.4364776007898
MRM2	-0.2009789991333601	0.2208197879858657	-9.706810436036882	1.304955786592495e-21	1.823284225027034e-19	38.27267192716248
RHOT1	-0.30100637886208026	0.5479809187279152	-9.643070857147952	2.3412516847848016e-21	3.207055739197377e-19	37.699698476820245
DYRK4	-0.3023398633532822	0.44155547703180215	-9.565880929097693	4.730963369396347e-21	6.3558673266544e-19	37.01024360416754
CHCHD7	-0.176062851442044	0.2304904593639576	-9.548255904446632	5.5515002132929004e-21	7.317505752842302e-19	36.853499779127446
LRRC20	-0.4392794203599531	0.5121173144876325	-9.514517351972708	7.53474001260647e-21	9.747721060753482e-19	36.55416231373839
ALKBH2	-0.3445676985710506	0.627183038869258	-9.483043867851402	1.0010513295662584e-20	1.2715171978817965e-18	36.275760680633056
DNAAF2	-0.3326726525182852	0.38738303886925796	-9.481014632477713	1.0195291938309526e-20	1.2718626693041133e-18	36.257838723947444
COA8	-0.29823009250861215	0.6783498233215548	-9.444580719418676	1.4150417380819865e-20	1.7342950144282032e-18	35.936633160410764
GALE	-0.42082249027550434	0.47415265017667846	-9.420952248018065	1.7492344158638655e-20	2.1069226946939596e-18	35.72890388893008
LRRC23	-0.39055262309288563	0.5698982332155477	-9.41743689417229	1.8052201612582065e-20	2.1375030587372596e-18	35.698037887781766
ZNF415	-0.3924310518572246	0.3895703180212014	-9.412314086886992	1.8899958904674245e-20	2.1782253608398865e-18	35.6530760711814
RPP14	-0.3379060503456432	0.4167886925795053	-9.41160880999402	1.901971757962111e-20	2.1782253608398865e-18	35.646887690377426
EBPL	-0.4156868109720443	0.5435017667844523	-9.354494322537516	3.1678554029963156e-20	3.569457716989074e-18	35.14709979342187
U2AF1L4	-0.29765819174879365	0.3141321554770318	-9.341369600548333	3.5605340732195755e-20	3.9482366723034845e-18	35.03262945353383
ELP6	-0.42981887256383206	0.5597731448763251	-9.287600934772714	5.738288334297476e-20	6.263700359906588e-18	34.56515563921397
HIRIP3	-0.25583831146582536	0.6066614840989399	-9.227031763173533	9.795494644722809e-20	1.0527896244312852e-17	34.0414157402743
AFMID	-0.379950057439988	0.5931879858657244	-9.208135944185438	1.1566738935922915e-19	1.2243217910054163e-17	33.87864502201144
PRUNE1	-0.409961988834468	0.6176303886925795	-9.17013284898566	1.6143593050733772e-19	1.6832707619765094e-17	33.55217754970887
AAMDC	-0.2309600237821698	0.3289491166077739	-9.156157441671505	1.8243797161244317e-19	1.8742818671831294e-17	33.43242222617701
PACRGL	-0.4085446520345832	0.5226925795053003	-9.14103702605447	2.082106762401157e-19	2.10805765828036e-17	33.303037837276136
ZDHHC16	-0.3646915170203742	0.4739166077738516	-9.083225545902211	3.4447821123240875e-19	3.437892548099439e-17	32.81009999606202
FAM228B	-0.35551233448212854	0.553582332155477	-9.006691659192501	6.680088454629328e-19	6.57283069634373e-17	32.161801422385224
RNF121	-0.4186612652921331	0.5067936395759717	-8.982078738112161	8.257154083102235e-19	8.01173311452114e-17	31.95434982906178
SDR39U1	-0.2744109478606097	0.7603844522968198	-8.957977363685872	1.0156716560466732e-18	9.719838615263094e-17	31.751700163726465
PRMT7	-0.36999809541084405	0.6379321554770317	-8.927718984523752	1.3162875727521735e-18	1.24264661935766e-16	31.497968653075734
POC1B	-0.4026270330733364	0.5274763250883392	-8.917046202232	1.4420730630291421e-18	1.343242989109545e-16	31.408654851728915
PDCD10	-0.22193710824918683	0.3324791519434629	-8.893431211203206	1.7641753688731836e-18	1.6216485693352711e-16	31.211374886303343
RAD1	-0.3307791583529773	0.4063858657243816	-8.883555866139083	1.9190905334122157e-18	1.741138502132174e-16	31.12901467460922
SZRD1	-0.15787825745208167	0.4590946996466431	-8.872153945516644	2.114734375403212e-18	1.8940428649444664e-16	31.03402454370576
SERGEF	-0.24912019066045735	0.595294699646643	-8.859498241784726	2.3550331259874146e-18	2.0825647364744404e-16	30.92871674744377
CUTC	-0.403403722514458	0.4233745583038869	-8.842390853718776	2.723247954810513e-18	2.37807627653828e-16	30.78658023280281
ZNF75A	-0.4029431847955271	0.4471137809187279	-8.831408047736284	2.9890594844003814e-18	2.577971550372971e-16	30.695459239427773
PTS	-0.3043341395086342	0.48374275618374557	-8.78557731324445	4.403991082724534e-18	3.751985573647999e-16	30.316309664183986
DOLPP1	-0.37750378902391957	0.5165858657243816	-8.769025272826271	5.063437849787403e-18	4.261828532363229e-16	30.17981180855467
NDUFB5	-0.25199036620512943	0.6511363957597173	-8.6701588201415	1.1596549572996119e-17	9.64446372820844e-16	29.369309459535575
