Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIR181A1HG	2.475133441052748	7.0351197332200694	15.601539493829645	9.330761580357839e-51	4.3472018202887175e-47	104.47112869612785
ST7-OT4	1.1822839392003404	6.212743046460057	15.373798593822896	1.9280400778800927e-49	4.4913693614216764e-46	101.47635568619553
ENSG00000226380	2.251048323044433	7.260881951300104	15.041322727279727	1.5154854610581113e-47	2.3535489210232467e-44	97.16083720356
LINC01473	1.2228896322606906	6.572195912630299	13.949611189028005	1.5555847653021474e-41	1.8118673553856763e-38	83.47876888473758
MICE	0.6379093555345913	5.586491417672447	13.870966163089935	4.0924402562118274e-41	3.8133358307381805e-38	82.52293209013968
ENSG00000233967	1.3874450502115712	6.966806934053687	13.827851398904198	6.942674838641657e-41	5.390987012205247e-38	82.00066363062919
LINC00894	1.8584135745800976	7.456013761759192	13.680478278571703	4.18871259538667e-40	2.7611049525799706e-37	80.22482127611231
PSMD6-AS2	1.4556724674433947	6.646402924826764	13.670276469891434	4.741111745146976e-40	2.7611049525799706e-37	80.10242745918083
LINC02362	0.946319024277241	6.053503636797087	13.639289860032513	6.9040363999661375e-40	3.5739895097158034e-37	79.73110129168722
PDC-AS1	1.384033038344332	6.924831451826072	13.467759953223018	5.464547093852666e-39	2.5459324910259573e-36	77.6872913800226
LINC01814	1.186657683923234	6.156461630146921	13.264026827813204	6.214412806815007e-38	2.632086296995556e-35	75.28574037271773
RRN3P2	1.5073200363157653	6.93850732631125	13.200024751175416	1.3259946175522457e-37	5.148174102646594e-35	74.53716872940156
ENSG00000251199	0.4206645006044119	5.453398678662554	12.997159078452672	1.437779487737451e-36	5.152780487206757e-34	72.18314016576554
LINC02614	1.4878965785156975	7.015214016718235	12.982125735737437	1.71359494346683e-36	5.702599172579972e-34	72.00983233210117
ENSG00000250410	0.44060354184842726	5.529759028705289	12.867784292102314	6.476673218181886e-36	2.011654701567294e-33	70.69684445771536
MEG8	2.558359752855679	8.401957579634109	12.74631712832994	2.6328080802171357e-35	7.666408028582272e-33	69.31208064089178
ENSG00000215158	1.9208592485981213	8.14009060386083	12.668229350703388	6.450371284976646e-35	1.7677811656885995e-32	68.42735312388375
ENSG00000258526	1.1345615945634928	6.6193454313631275	12.548300241425538	2.5328973945190627e-34	6.55598275614684e-32	67.07699288106268
UBE2Q2P2	1.1001248645677202	6.590804134325779	12.512795273203498	3.789898542094535e-34	9.293230161904442e-32	66.67918530497246
PRDX6-AS1	1.3001421880140973	7.211933127293023	12.417597495249838	1.1115822193659937e-33	2.5894307800130823e-31	65.61701500792144
LINC02082	1.1743458334269474	6.344101353969287	12.350845388614633	2.3546981239834427e-33	5.224065980780409e-31	64.8761090576465
RIPK2-DT	1.8908187139642914	9.274895776794011	12.306415986495647	3.8738294535907766e-33	8.203714283763376e-31	64.38475083882236
C3orf35	1.313036331615451	6.910084752647019	12.200882891293695	1.256636222572919e-32	2.5455078960727085e-30	63.22335207549008
LINC02284	0.7859202305767504	5.883668890162184	12.163509078222258	1.9026573322524123e-32	3.6935335462349954e-30	62.81398858921646
CCDC144CP	2.297892056700584	7.74777496674722	12.132748078987795	2.674886697824582e-32	4.984918850065891e-30	62.47781936967903
NPIPB9	1.0470510560289947	6.340538660565485	12.126881123199608	2.8542270366848203e-32	5.1145552938132985e-30	62.413781090163404
POLR2J3	2.2950043136582297	9.522557836656983	12.102466799312937	3.738098846661028e-32	6.450297232071751e-30	62.14756648255295
SMG1P3	2.5060361395613078	10.144414073135898	12.061513043074688	5.871653503573266e-32	9.77001202612423e-30	61.70198291427271
LINC00032	0.7383460788267018	5.771417013100753	12.040591279121008	7.391631373493598e-32	1.1875038127278164e-29	61.47482410533694
ENSG00000232295	0.7839503731666335	5.90233868025779	12.023350072413878	8.933615052766002e-32	1.38739041769456e-29	61.28786801650893
SMG1P1	2.693690783794121	9.808320507302842	11.947030366296104	2.0613016061372807e-31	2.883645939484866e-29	60.46291030160803
SGO1-AS1	0.7338091351730381	5.98032246851437	11.9461354516372	2.0815572565838455e-31	2.883645939484866e-29	60.453262349503355
ENSG00000229321	1.0469396499924837	6.720512845654108	11.945201792306008	2.102900729296308e-31	2.883645939484866e-29	60.44319732457293
SMG1P6	1.4751320954454024	6.699422624946264	11.945136593719546	2.10439926899518e-31	2.883645939484866e-29	60.44249449538935
LINC00630	1.455191501779322	7.918934480201871	11.911717715495831	3.0305664497819344e-31	4.03411688272401e-29	60.082656894427636
ENSG00000268362	2.1988446799387584	9.018703343305477	11.901085374101758	3.4028528452382005e-31	4.403858723879104e-29	59.96834577337274
ENSG00000234997	0.7460080581620728	5.884495044421558	11.825235856277427	7.7582540540304725e-31	9.769109631818371e-29	59.15528906074214
MIR29B2CHG	2.3299801941795195	9.098018714845464	11.766490070689118	1.4645587662062026e-30	1.795626129409131e-28	58.52849899601549
ENSG00000227388	1.1282997478666454	6.633240677422754	11.745305998433894	1.8405222583749935e-30	2.1987162055818194e-28	58.30310303799495
ENSG00000259354	0.44096722777932895	5.465315812457821	11.726512394405857	2.253494286379464e-30	2.6247574700604807e-28	58.1034205626972
SMG1P4	2.1024539407566376	8.042699872610477	11.69892064398376	3.0319545955412536e-30	3.4453357221040733e-28	57.81073369612408
ANKRD36C	2.3955477800040494	9.561254901375536	11.68166708542218	3.649050721830916e-30	4.047839836431009e-28	57.628000100152555
LINC02641	0.7992797370031408	5.794537459683879	11.65381836601232	4.918602709154918e-30	5.3292488423145965e-28	57.33352074257686
EGFEM1P	1.7852636679826344	7.353967395925278	11.639625084151039	5.725695332521817e-30	6.062730580504352e-28	57.18366010449245
MAD2L1-DT	0.5726463779368972	5.935502224376981	11.539860069813406	1.6588469272837056e-29	1.7174595187143965e-27	56.134537718022386
KCNMB2-AS1	0.9461578784313891	6.1108776038328285	11.509190691699018	2.2970788033711063e-29	2.326541335849127e-27	55.8135203802454
GUSBP2	1.347749317513976	6.957457739098019	11.3907550784841	8.020861823064292e-29	7.950892602905646e-27	54.580498619626745
LINC02241	0.6451807923098608	5.703696319407509	11.383638564655238	8.643810570111747e-29	8.389898634614714e-27	54.50674645687004
MEF2C-AS1	1.1760603494371997	6.83676946268467	11.371796101835026	9.788695937824688e-29	9.307251913127596e-27	54.3841017204086
C6orf163	1.2042012568804832	6.878791411030152	11.353014199641684	1.1920775644267449e-28	1.110777874532841e-26	54.189807355459486
C1RL-AS1	1.400368257527964	6.989952420908193	11.33917307962271	1.3781530746176846e-28	1.2589833675772142e-26	54.04679521354846
MALAT1	3.059726831425453	16.249966828604776	11.327512949408874	1.557096717060688e-28	1.381589428896061e-26	53.92643063581234
LINC00299	1.8331495329314147	7.05534217262687	11.326622594540547	1.571672885415137e-28	1.381589428896061e-26	53.91724396383059
NR2F2-AS1	1.4089668422219617	6.70455682807583	11.307094870394822	1.9277386541509254e-28	1.6632100721646594e-26	53.71590835083639
LINC01572	1.1407967448220104	6.740496965171296	11.230388067782691	4.287466199178428e-28	3.631873640358599e-26	52.92784669641682
ADAMTS9-AS2	1.5440563778879297	7.363770684215271	11.18903975120802	6.584551424072882e-28	5.478111622277778e-26	52.5049054183226
LINC02018	0.9684593201834234	6.766944644320049	11.15700954880946	9.172201318104782e-28	7.497067708956172e-26	52.17817361675915
LINC02363	0.4131406778727917	5.626067560837517	11.09796236285467	1.6863503967230227e-27	1.354604568678028e-25	51.5779049948148
LUCAT1	1.449931125775277	6.711512739496445	11.083716126647822	1.9524682836860494e-27	1.5417880904564922e-25	51.433478907362804
OSMR-DT	1.0640424890710498	6.540859703446139	11.071948974308514	2.2034112512899015e-27	1.7109488366266086e-25	51.314302776241625
LINC01762	0.2501204295127308	5.395470535172858	10.98096848870627	5.591726946066972e-27	4.270796039627217e-25	50.39645631947739
ENSG00000251680	0.5037435983358519	5.611357795831647	10.91154073318448	1.1332535185874364e-26	8.515851843707848e-25	49.70033239095711
ENSG00000231113	0.8271760116438286	6.437739046223027	10.86589301683732	1.799502059556136e-26	1.3307746183288948e-24	49.24467123374112
LINC01730	0.4616710216191485	5.573418119847172	10.862610050418793	1.8602388323716162e-26	1.3541957375030249e-24	49.21196244595042
PDXDC2P	0.7746651604249136	6.108167941728272	10.840029473166936	2.3368342749425367e-26	1.674970905685735e-24	48.98721441482386
ZNF417	1.0678563067812303	9.80510323498491	10.837659837134947	2.39338959046242e-26	1.6895154699946084e-24	48.96365197887091
ESD	-1.0380470465127418	11.656301381282383	-10.81687368218885	2.9514317975938277e-26	2.0523463798492005e-24	48.75715194740867
LINC00598	0.9480414390680374	6.495330357454049	10.790309191645246	3.8560544365030744e-26	2.6419643558335033e-24	48.49373545307376
LINC01237	1.3732734828426614	6.721569292660701	10.774260777054012	4.5307900793488487e-26	3.0592682579255486e-24	48.33486334957767
LINC01965	0.9959381895914167	5.642894069443293	10.757115740062936	5.381387523042641e-26	3.581697781407953e-24	48.16535656207531
ENSG00000248787	0.6799203540586509	5.927230202698402	10.749370900695352	5.815871786031054e-26	3.816358683256152e-24	48.088861167396246
ENSG00000225689	0.9026466815097611	5.9855108177045215	10.74749349864372	5.926330573691261e-26	3.8348297420593866e-24	48.070325194869234
AGO2	1.1786660297708378	12.252533469944801	10.742132040405526	6.253369602690891e-26	3.9910204080735425e-24	48.017405543068094
EFL1P1	1.0160974401951854	6.574263960571831	10.708729219793131	8.734431314222784e-26	5.4991507422924255e-24	47.688211510903066
DIRC3	1.151967803684239	6.97431323787659	10.682808463004509	1.131330035404475e-25	7.027822179932598e-24	47.43335515761198
ENSG00000269825	1.5168966403484296	8.489731958344084	10.631235513985485	1.889987102770768e-25	1.1586118305011853e-23	46.92784468755771
RFPL3S	0.7369170564080035	6.335476443831194	10.616800411039307	2.1811121108945445e-25	1.319714457747751e-23	46.78672676077989
PDPR2P	1.4999274627016392	8.719482305135108	10.601366886517152	2.541689336185734e-25	1.518170591960171e-23	46.63602883298528
LINC01031	0.33050537533564944	5.5056305110707395	10.599251487398671	2.5955141285762025e-25	1.53069624367551e-23	46.615387941664544
MEG9	1.1763754155112487	6.6252996815733605	10.584544326767388	3.002306244133679e-25	1.7484680989273513e-23	46.47198064398939
APEX1	-0.892124050036764	12.439268555914468	-10.569024583913981	3.50026200914902e-25	2.0132988519290475e-23	46.320834023382034
ENSG00000249335	0.6484318354454108	5.880450728564604	10.561955554925316	3.7534408278667686e-25	2.13259522158918e-23	46.25205150134429
ANKRD20A3P	1.5786701244052301	6.962530546574999	10.552264372984737	4.13029530491417e-25	2.3184392560957976e-23	46.15781889715768
MIRLET7BHG	2.4632284229900536	9.00433097668664	10.523665086845307	5.475403207711344e-25	3.0368932791341846e-23	45.88016292042384
ENSG00000231918	0.5429164232476174	5.510804399243736	10.511109108103906	6.19556586945919e-25	3.3958989865659257e-23	45.758466511444375
ENSG00000277693	0.839506578876534	5.4779593237639155	10.498093547969773	7.04130989114701e-25	3.814588695680688e-23	45.63244669742901
ENSG00000234139	0.6589729281444664	5.907834040893561	10.493938989329356	7.334660368198125e-25	3.9278370868316166e-23	45.5922493407693
ENSG00000226833	0.9310930989201999	7.048175810643155	10.486435711357442	7.89550428230545e-25	4.180131187643306e-23	45.51968596701797
LINC02728	0.6116636986853985	5.890594779528616	10.462506090436532	9.984040357271283e-25	5.226476856688417e-23	45.28856168584931
LINC01748	1.625347546408695	7.314421074238853	10.435299523439097	1.3030267418822698e-24	6.745335100477217e-23	45.026335793488435
INHCAP	0.6461738218475664	6.111443800954811	10.432925555256926	1.3336208277812816e-24	6.827845534761528e-23	45.00348242422629
COPS4	-0.796653940976219	10.809729707297098	-10.416418027887344	1.5669831257200337e-24	7.935406937749606e-23	44.844693301354766
EIF1B	-0.8878529215627374	11.04287101983507	-10.392261237707993	1.983260513900727e-24	9.935495413186544e-23	44.6127127134043
BMS1P2	1.5028246860452434	7.081496303353561	10.381023636877302	2.212627374186668e-24	1.0966628655676262e-22	44.50495400658273
LSMEM1	0.5606738406779083	5.793176876699168	10.374826821480468	2.3501669406351683e-24	1.1525713448862367e-22	44.44557476047081
TSG101	-0.8059336505739364	11.297846686175376	-10.362746748994931	2.6431178904580452e-24	1.28273815121292e-22	44.329908279695296
TCP10L	0.9329463036514715	6.509835374540113	10.343468643576886	3.18735372445709e-24	1.5309155672418126e-22	44.145560271163774
PRR7-AS1	0.5862499054996969	5.882224540013219	10.332445048678432	3.5470700619000876e-24	1.6863060631012762e-22	44.040278925124525
ENSG00000237094	1.566364133414425	7.923906282585896	10.277026595624697	6.063189404575194e-24	2.8533736803955384e-22	43.512463999547336
PSMB3	-0.9255578167415347	11.398501652755892	-10.244780230507796	8.27357093035808e-24	3.85465669645383e-22	43.2064677071984
LINC00893	0.9815598724977435	6.696078762139309	10.22118444393086	1.0381125080405397e-23	4.788679381149381e-22	42.983084170116015
HRAT92	1.0821816024880455	6.571384625123847	10.21888303748282	1.0613199658113172e-23	4.847735020308752e-22	42.96132028639185
ENSG00000245651	0.6396560184295648	5.955235590119629	10.196045703022607	1.3213842399778365e-23	5.977018615589068e-22	42.74558166101377
MUC19	0.9034786534679385	5.912091705990751	10.142315331723974	2.2093259013659485e-23	9.897355167753801e-22	42.23964644535866
ENSG00000205485	1.301674753692231	8.132862844251395	10.11668342624306	2.8209783132727647e-23	1.2517083772893154e-21	41.99910484043165
LINC01934	0.5113663142101569	5.72197533374021	10.086835893657721	3.7472248748320737e-23	1.6470113860228896e-21	41.71966485651142
ENSG00000258891	0.5885110896456839	5.792303053301583	10.07045717634705	4.3776847875302945e-23	1.9061339649629575e-21	41.5666267031264
BCL2L15	0.6612184291882239	6.357484293167234	10.065353154262151	4.5948465068199606e-23	1.982165729192055e-21	41.518980126322816
LINC02615	0.9258439327692928	6.547026945294397	10.047373456779475	5.44838960477507e-23	2.3114399296685977e-21	41.35130433778713
ENSG00000239407	1.123733441938697	6.998637100706596	10.047199732781952	5.457359782432835e-23	2.3114399296685977e-21	41.3496854815205
ENSG00000258081	0.5247232239498705	5.64311369869259	10.044037346379527	5.623230629358981e-23	2.360237072268783e-21	41.32022085287997
ENSG00000280828	1.016269071533462	6.659145913214047	10.017149397602537	7.251122895138315e-23	3.0163376400401255e-21	41.070024690675986
MSANTD1	1.0253599950901233	6.665582703554416	10.002932461594511	8.292542685391636e-23	3.419022687720322e-21	40.937969001365246
LINCR-0001	1.5026989800612136	7.05893247918171	9.998718936902907	8.628744260353116e-23	3.526431535875892e-21	40.898862415733845
TEX21P	0.8626630315838582	6.779151614066121	9.915763650277718	1.8814779503947038e-22	7.622439800772977e-21	40.13185010985131
TRIM73	1.2061943909109967	7.0281201491139065	9.90450043792221	2.0906476735878774e-22	8.396834061418897e-21	40.02813743920381
ACTR10	-0.8617920060830245	11.195009318402178	-9.892102813148428	2.347590971418608e-22	9.348227637469481e-21	39.91409749132824
ENSG00000256594	1.0706561946028441	8.071511271402848	9.881593780509602	2.5897222908860353e-22	1.0225013689184779e-20	39.817527106377085
LRRC69	0.561935917097775	5.962446148687202	9.87525020032692	2.747690307516899e-22	1.0757553901446415e-20	39.75927742982053
ENSG00000241057	0.6586814706171877	5.809385949311681	9.813764961766704	4.869423615899769e-22	1.8905537188730853e-20	39.196379603260176
POM121L9P	1.208376974810303	6.877754263013322	9.801951573505377	5.433417860191737e-22	2.092090397573e-20	39.08857879733313
HLA-F-AS1	0.9003213500847561	6.537045375047378	9.789657801192618	6.089086807916761e-22	2.3253324129577205e-20	38.976514564676464
ENSG00000223509	1.2590829129685273	7.704539555662644	9.75590894061166	8.319736621123606e-22	3.151353895757307e-20	38.669506716986206
MIR4300HG	0.9334545588601243	6.104644269207513	9.75477185490261	8.407558437022053e-22	3.1589366740391727e-20	38.65917894998956
MRPS18B	-0.7415668912808588	10.898463970309296	-9.748719169471737	8.890715893228135e-22	3.3137476277239903e-20	38.6042221329759
ATP5PO	-0.9745696184376179	12.114463898852312	-9.741179507462107	9.531192975906024e-22	3.5242720694242987e-20	38.535805618089626
C20orf204	1.1297745561107697	6.924980108908387	9.732088732817122	1.0364452429551295e-21	3.802203454273975e-20	38.453375457115754
CCDC26	1.0638340948852918	6.376510758239733	9.730542021987636	1.0513236655490508e-21	3.826653873275803e-20	38.43935742405253
CYP20A1	0.8007705730903076	10.679414413922437	9.722608791575997	1.1310263878177545e-21	4.084846465769704e-20	38.36748816832335
MMADHC-DT	0.736293650676993	6.648066225175979	9.709439422611243	1.2767532323742315e-21	4.575687161255034e-20	38.24829644480802
ZNF460-AS1	0.633986984737005	6.312020231518598	9.691209660858512	1.5096124929940882e-21	5.3689195456942426e-20	38.083537830599774
ATP5MC3	-0.9071636341274196	11.86393938286742	-9.665335756624351	1.913958053792995e-21	6.755401948955731e-20	37.85015734751957
FAM174A-DT	0.5451853294113562	5.812874514363452	9.653618334819553	2.1307396590905186e-21	7.463997046393028e-20	37.744646817502385
C1orf220	0.9437423991490086	6.727830834129329	9.649088560909552	2.220912640410073e-21	7.721814919157112e-20	37.703888113211796
CCT7	-0.7035143605679476	12.958017048475307	-9.640255460482237	2.4077586520329302e-21	8.309442636904757e-20	37.62445645320258
TPTE2P5	0.6213879099756825	6.472429885015913	9.63836673309413	2.449687225586118e-21	8.391979988239502e-20	37.6074803397128
DANT2	2.0557288544583567	7.461549894351426	9.635818166579357	2.5074119627201995e-21	8.527030900958692e-20	37.58457812947628
GNRH2	0.42863773766507185	5.672770065833609	9.634431566463187	2.539381994471581e-21	8.573174429161663e-20	37.57211993869109
NPIPB15	1.1234708211680118	7.090940345783933	9.632111439190126	2.5937810204854586e-21	8.693831492404138e-20	37.551277795965255
LINC00313	0.6724097758226728	5.860953019515151	9.628614258969948	2.677965848731055e-21	8.911887778027134e-20	37.51987027402464
ENSG00000255910	0.4270250976706061	5.5834544069815095	9.600585817874041	3.458001800836173e-21	1.1426120844039525e-19	37.26851319301475
DRAIC	0.9808163491593458	6.949229472816938	9.573799080683404	4.4123275009009415e-21	1.447678438499823e-19	37.02889215980391
SNHG26	1.045472824813805	6.841567276933384	9.564527648907065	4.800018337022e-21	1.563866114138846e-19	36.946091320456915
ENSG00000282572	1.0087421941201087	6.109852810409293	9.558060794962655	5.0902157525325976e-21	1.6468968882673174e-19	36.88837915048828
LINC00944	0.8022863109806264	5.809130323279575	9.538859951389265	6.05817156691202e-21	1.9465531951891794e-19	36.71722693942528
PARGP1	1.5723951472054278	8.280942327722832	9.50683277311377	8.093969370427657e-21	2.5828632395083873e-19	36.432416351420514
ENSG00000258472	0.8062092682381435	5.940297112664409	9.49924407829988	8.668037302420781e-21	2.7472371287060147e-19	36.36505515522296
ALG1L2	0.3378884843652289	5.566223575070001	9.46535435801382	1.1764424990018861e-20	3.7034091911147214e-19	36.06480987151733
LINC02293	0.8368960162302649	6.017814313383872	9.45491817381391	1.2922232811648043e-20	4.039729065912342e-19	35.97254088042392
SCART1	1.2322460333431269	7.197020458758124	9.454197631496015	1.3006210772415783e-20	4.039729065912342e-19	35.96617368701811
LINC00391	0.9839893488846543	6.2946091650388585	9.43129890825395	1.5975653270214385e-20	4.929176727544955e-19	35.764047840698474
SLFNL1	0.8415938757087927	6.456837680505026	9.369921672034067	2.7664172518147724e-20	8.479432879082253e-19	35.224405205023565
SMC5-DT	0.8350349781584008	6.82096670243379	9.367529808875009	2.826072210977634e-20	8.605666948329932e-19	35.20343831046282
ATP5PF	-1.128192522732011	11.316809276528812	-9.34517362768431	3.448956941243876e-20	1.0434214538477415e-18	35.007694148363235
DAD1	-0.9591573879018621	11.719638474207267	-9.338885743741212	3.647420776965816e-20	1.0963440903150798e-18	34.95271368405982
ENSG00000284052	0.8670871667575898	6.945258428346665	9.332515872948024	3.8599919953157843e-20	1.1528014555241179e-18	34.89704965928009
PKIA-AS1	0.3698763916105553	5.528937346787815	9.282899071462769	5.993927414652153e-20	1.778707504768432e-18	34.46461514190976
ENSG00000231252	1.42864822642782	7.38336522249622	9.273299597801788	6.525102625982644e-20	1.9240793123071607e-18	34.38118638812901
EIF3K	-0.6967784851881859	12.067355868897323	-9.270589499444759	6.683317329760647e-20	1.9583380779468462e-18	34.357646821347394
ENSG00000228933	0.9129350290947581	5.805047476290245	9.250731671581597	7.964362958182284e-20	2.310719373069616e-18	34.18535002383857
SRP54-AS1	0.6561061662259343	6.502818421523913	9.250436931700948	7.985100216016487e-20	2.310719373069616e-18	34.182795170646884
RFX3-AS1	1.0014899218203475	7.050506610404418	9.227145583939866	9.804497519974087e-20	2.8197008608369922e-18	33.98112987306045
LINC02236	0.5445323655899785	5.963875563647156	9.217552145121568	1.0668089515992096e-19	3.0492410463194587e-18	33.898197179286456
