Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
MAP3K19	0.6788888357256785	0.05796395759717315	49.572532090749114	8.429195138444e-312	5.884421126147433e-308	703.6743303796487
NEK5	0.6665259170653908	0.06440212014134275	42.22388155671102	6.520926989147758e-253	2.2761295655620253e-249	568.4701745099674
FHAD1	0.6706099681020732	0.07649752650176679	37.05333370138068	1.0493150369795142e-210	2.4417560910513294e-207	471.5362343210826
VWA3A	0.7426806220095686	0.09493922261484099	35.344792286538684	9.665215680646332e-197	1.5449602661857283e-193	439.4615789195898
DRC7	0.6590771531100484	0.07748763250883392	35.33759534212525	1.106546530716035e-196	1.5449602661857283e-193	439.3266148145971
WDR38	0.5161508771929828	0.06158657243816255	35.14401657700146	4.2084622339454645e-195	4.8965458091955476e-192	435.6970847600522
CCDC81	0.6112521531100477	0.07010176678445229	34.40893536726767	4.1565632031917676e-189	4.145281103068819e-186	421.9276809117353
SPAG17	0.6509924242424234	0.07871378091872791	34.06787739531788	2.4913058852538606e-186	2.1739757981196502e-183	415.5473776174011
CATIP	0.5737600079744812	0.06433992932862191	33.23213557073987	1.5519775151944333e-179	1.203817225952482e-176	399.94056359603894
C7orf57	0.6367192982456148	0.08848127208480565	32.597193048266604	2.183615725455255e-174	1.5243821379403136e-171	388.1149389484294
DNAI7	0.7364922647527917	0.10797526501766784	32.30455829281901	5.09696759432493e-172	3.234720979634758e-169	382.67532832631855
CFAP46	0.6118515151515156	0.07242685512367492	32.26318463688896	1.1012155216283832e-171	6.406321297073119e-169	381.9068426979135
CFAP100	0.499609569377991	0.05266996466431095	31.723948489410912	2.489741026918536e-167	1.336990931455254e-164	371.9050634117327
CFAP43	0.7338899920255194	0.10980282685512367	31.667975188846967	7.037978724474511e-167	3.509437819682612e-164	370.86844376204425
ZBBX	0.6244132775119614	0.07865583038869257	31.474887951772054	2.530461646720055e-165	1.1776768503835136e-162	367.2948923328536
C22orf23	0.4758194178628388	0.043862897526501764	31.243851856470204	1.830268445934395e-163	7.985690013167507e-161	363.0240655995756
CFAP54	0.7030924641148316	0.09880636042402827	31.230805780861562	2.330410485140826e-163	9.569762115745945e-161	362.78307119240117
CFAP52	0.7160102472089309	0.11040848056537103	30.985196829784254	2.19343294628831e-161	8.506864110021495e-159	358.24953329121837
AKAP14	0.5126654704944175	0.05251166077738516	30.88231981444477	1.4687896304838982e-160	5.396642321267418e-158	356.3526071728659
CFAP157	0.48773512759170573	0.05487349823321555	30.370979490860062	1.8348606820271457e-156	6.404581210615753e-154	346.9427437872139
DNAH6	0.5107221690590108	0.05224028268551237	30.349855010876514	2.7073377249014973e-156	8.999964122636835e-154	346.55469697763414
CFAP73	0.5340655901116428	0.05783250883392226	30.282062682644913	9.430453527929069e-156	2.9924543672033103e-153	345.30976857690194
AGBL2	0.465270015948963	0.044125088339222615	29.811268069176105	5.3852540478011455e-152	1.6345416742478174e-149	336.68089291304267
FAM81B	0.6614373604465712	0.09513851590106007	29.751678598414568	1.606053037002152e-151	4.67160677138001e-149	335.590874878563
ZNF19	0.4653751594896339	0.048848056537102474	29.536322103958092	8.297935658395019e-150	2.317115553250225e-147	331.6557584224873
ARMC3	0.7263456539074954	0.13149328621908127	29.01555935324584	1.1204783593780203e-145	3.0084843949299848e-143	322.16854989741455
LRRC43	0.5780429027113243	0.08110247349823321	28.75453870540823	1.2964719095440422e-143	3.352100148343318e-141	317.42926501884887
C1orf158	0.6413006778309408	0.09536537102473498	28.51491589006246	1.0062025127381823e-141	2.508678479080447e-139	313.08837990974394
CFAP65	0.4384097288676236	0.043539929328621906	28.192246351809878	3.474158466880597e-139	8.363138019756361e-137	307.25863254790556
DNAI1	0.5244722488038288	0.06180282685512367	28.179154867542753	4.402109887499793e-139	1.0243709708212019e-136	307.02249342875166
DTHD1	0.40593488835725666	0.038013427561837454	28.12956443840868	1.0789166024272981e-138	2.429650581143538e-136	306.12827983848075
CFAP47	0.39194194577352476	0.03643533568904594	28.096335612987417	1.9667748232686426e-138	4.290642200386998e-136	305.5293467909252
TTLL9	0.6311680223285484	0.09102826855123675	27.969960952715276	1.9261753997052858e-137	4.0747365046492724e-135	303.25334536055664
CCDC153	0.5187617623604456	0.07101413427561837	27.94834530653727	2.8448735610280046e-137	5.841194802804852e-135	302.8643427781874
CFAP61	0.6155061004784698	0.08951236749116608	27.745364343132746	1.1031927601242126e-135	2.200396759550608e-133	299.21568879908733
HYDIN	0.636742224880383	0.09813356890459364	27.681562848561416	3.4776150091575587e-135	6.743675105258032e-133	298.07044680199147
FOLR1	0.427660167464115	0.07020989399293286	27.638379458100026	7.561043696875984e-135	1.426585028321385e-132	297.2957452953106
RIBC1	0.5090100079744811	0.06914275618374559	27.59423544711529	1.6719512106926551e-134	3.071550368906691e-132	296.50418335764874
EFCAB6	0.5623276315789474	0.07647844522968197	27.5805165571754	2.139422199864932e-134	3.8295657377582285e-132	296.2582622124407
SPATA6L	0.4195795853269537	0.04468480565371025	27.535661137283842	4.789298455263696e-134	8.358523129048966e-132	295.4544524887753
NME9	0.5402218102073365	0.07086855123674912	27.451494658132766	2.1702078220043335e-133	3.6951758061981106e-131	293.94725511470256
TTC23L	0.41430015948963295	0.04109399293286219	27.39856197561528	5.609127509744019e-133	9.323171225124524e-131	293.0000907489385
ZNF487	0.5264171052631572	0.08376749116607773	27.36488383091318	1.0260124080097557e-132	1.6657192140270012e-130	292.3977535152148
