Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
TMEM229B	0.21027037910242244	0.056431802120141344	31.551325354678287	6.08970555475359e-166	4.251223447773481e-162	368.4018122758711
PTPRE	0.5128104800851255	0.19874487632508833	29.862519849720265	2.091144193406007e-152	7.299138807083668e-149	337.3816963866733
LRRC4C	0.5168208148163603	0.21959434628975266	27.033188568418456	3.8629834610898946e-130	8.989162513956185e-127	286.3496163243207
LRRC8B	0.3752486107923528	0.12324098939929329	25.319047396977595	5.480891692075447e-117	9.565526225594673e-114	256.2067526730729
AMZ1	0.3694600346345636	0.1223321554770318	23.859671172013975	4.774573960215828e-106	6.666260163253339e-103	231.13428909480058
GPR155	0.46655280032269936	0.2605053003533569	23.79901891980443	1.3422779206899527e-105	1.56174036072276e-102	230.1055202725322
SPRED3	0.4011575316266424	0.12089328621908127	23.07868084628761	2.637893407765152e-100	2.6307334113726466e-97	217.9748225255377
BLM	0.5045957527453803	0.22949893992932863	22.626430187270305	5.096021390310109e-97	4.446915665719359e-94	210.44481700448773
PHC2	0.4050532593349886	0.1288862190812721	22.531705861628673	2.4641794791655123e-96	1.9113818826727157e-93	208.87641537429133
SIPA1L2	0.5259759366284854	0.37820565371024734	22.412123472315205	1.793919581486588e-95	1.2523352598357872e-92	206.90085586395173
SHROOM4	0.4502201589851656	0.18878303886925796	22.198323672958836	6.162640815073611e-94	3.911035957275353e-91	203.3812722843055
ENSG00000244055	0.4128356944647291	0.16579010600706715	22.169672941065944	9.886944221771587e-94	5.75172980101562e-91	202.91085416975497
ADGRL1	0.450112565809148	0.3238190812720848	21.87828348613052	1.1903949815676513e-91	6.392421051018287e-89	198.14333150066219
FIGN	0.474737055505713	0.22803250883392226	21.85253817072555	1.814995791736711e-91	9.050346872938557e-89	197.72359215239587
SGCD	0.33938679435553987	0.12194134275618375	21.621157285313878	7.950931324552266e-90	3.7003634384466245e-87	193.96230218259748
EXOC6B	0.4283509218496802	0.297573851590106	21.548827514769474	2.5809377220905865e-89	1.126095389869649e-86	192.79063690696918
FRRS1L	0.4451713819747262	0.17641342756183745	21.14739811075185	1.7139886456487513e-86	7.038443961925843e-84	186.32431614166504
MPV17L	0.34598015467323184	0.15627067137809186	21.018058173279925	1.3725098905614134e-85	5.323050858894015e-83	184.25426131026293
SOX5	0.5188328152058254	0.30948904593639576	20.8437705372107	2.2409528154818063e-84	8.233732423620258e-82	181.47536517787037
SCN3A	0.3487373406497107	0.18479363957597172	20.815298701722128	3.532421263245278e-84	1.2329916419357644e-81	181.02256209025938
ABCA2	0.4027122410231797	0.26451943462897526	20.708783794976263	1.9328093077314164e-83	6.425210370130008e-81	179.33151474798422
FAM120C	0.4474492061173817	0.2385844522968198	20.610736713876097	9.2012704472084675e-83	2.9197304087255595e-80	177.7790009930782
RAPH1	0.4760275650789014	0.32167773851590103	20.256220714910423	2.5098792191878032e-80	7.618029056152198e-78	172.1987727136522
ENSG00000283228	0.3653529213350301	0.16579434628975265	20.225357456745375	4.079635014838797e-80	1.186663834941235e-77	171.71547607405427
SLITRK2	0.4508514956150417	0.31032650176678445	20.11209881426539	2.417121357415794e-79	6.749569678447863e-77	169.94541152641176
