Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
RAB11FIP1	0.1806171814671815	0.04825017667844523	19.616839686913405	5.4209903212449415e-76	3.7843933432610937e-72	162.01893687806864
ELF4	0.38443133848133854	0.07878727915194346	18.337755675437297	1.4502602057233163e-67	5.0621332480772355e-64	142.8028051727029
CASP8	0.3901654761904761	0.12623109540636043	16.90131432244925	1.601891502451958e-58	3.7276015262057065e-55	122.18709448177246
PFKM	0.45526489703989664	0.17050247349823322	15.831289421506304	4.206115497945301e-52	7.340723072789037e-49	107.55780323228865
SIX5	0.4452197232947234	0.15739575971731448	15.71378303492447	2.0479078661321303e-51	2.8592889626936804e-48	105.9914762752737
ZNF436	0.30066135778635783	0.06297809187279152	15.678814041626453	3.274891878704352e-51	3.8103367008725135e-48	105.52692795300402
KIF13A	0.3389712033462033	0.17866713780918728	15.605811086430139	8.706021294719752e-51	8.682390665491228e-48	104.55945947336156
PHLDB2	0.39622210424710447	0.1439547703180212	15.452110838176663	6.749669059203049e-50	5.889929962787061e-47	102.53297870456024
MAP2K7	0.2160905083655083	0.057826855123674914	15.293707364665924	5.488743618847171e-49	4.257435467019122e-46	100.45940199081862
SLFN12	0.2783464607464608	0.05979222614840989	15.178123533015738	2.5085691024189798e-48	1.75123209039869e-45	98.95599576481997
DSTYK	0.5017307915057914	0.23404381625441698	14.892130313693125	1.0398779547261958e-46	6.599443638130521e-44	95.27144273249458
BCL2L12	0.49604382239382266	0.24287349823321555	14.730370949505389	8.357254597441306e-46	4.86183286206148e-43	93.21001342616206
PPP1R12B	0.33291377091377083	0.17978586572438163	14.481241907932166	2.004134356445642e-44	1.0762201494113097e-41	90.06752672152552
ZNF160	0.2470401222651224	0.16335194346289753	14.322310982980829	1.4900081562568513e-43	7.429819242020771e-41	88.08353162843736
RARG	0.24221772844272832	0.05316537102473498	14.227261440957506	4.907520368840415e-43	2.283959979658329e-40	86.90479115512032
TLCD2	0.2225644787644787	0.042510247349823324	13.816226509674715	7.941783359669821e-41	3.465099352115939e-38	81.87550279025412
RREB1	0.28386563706563717	0.14140777385159012	13.756561642470714	1.646424375393021e-40	6.760993273305106e-38	81.15475746535411
POFUT1	0.3508935649935647	0.10849752650176678	13.746715930852787	1.8564821243476455e-40	7.200056505594952e-38	81.03605089700397
ZBTB7B	0.16711389961389958	0.06255830388692579	13.714345712287729	2.7538790593905937e-40	1.0118331428213545e-37	80.64623094669962
MIR22HG	0.3828545688545691	0.1667469964664311	13.58843407650493	1.2681551404428724e-39	4.426495517715846e-37	79.1366249003887
EHBP1L1	0.3853587194337196	0.19578021201413429	13.478752265477327	4.7547145407985094e-39	1.5806029623483045e-36	77.83032437563415
SCARB1	0.3351050514800514	0.2744720848056537	13.360304542240584	1.9631893910718768e-38	6.229556881396714e-36	76.42880145129479
SLFN11	0.40873758043758057	0.17835901060070672	13.234889796442001	8.719333850947998e-38	2.6465073744986077e-35	74.95529930728716
ZC3H4	0.38939539897039915	0.19598586572438162	13.21855405991521	1.0579861755880665e-37	3.0774172882417883e-35	74.76416575895459
MAP3K8	0.32421232303732306	0.1235243816254417	13.186396208485814	1.547387469292553e-37	4.320924769252525e-35	74.38844570614455
CLCN6	0.35669691119691116	0.13305300353356891	13.09491953576601	4.5457223613938765e-37	1.2205264540342558e-34	73.32357533206512
TRMT2B	0.42707448519948504	0.20548551236749116	13.08342349737018	5.202832233796241e-37	1.3452211786715391e-34	73.19016122283071
GCNT1	0.21122786357786366	0.05640212014134276	13.053906031023512	7.355543153677583e-37	1.833894526993686e-34	72.84802476968095
BAZ2A	0.34740225225225224	0.19034275618374558	13.011754108184478	1.2047563357361765e-36	2.9001393033704303e-34	72.36049314893985
BNC2	0.3154291505791507	0.09997102473498233	13.000152360454901	1.379697480329881e-36	3.210556036727633e-34	72.22652385850482
INSR	0.12705411840411837	0.043637455830388694	12.933280030677269	3.0088424685943517e-36	6.775719120405539e-34	71.45615825231718
CALHM2	0.40867593307593336	0.1928487632508834	12.849056431895745	7.997277495793189e-36	1.7446560686916328e-33	70.49036191367499
ZDHHC7	0.10792754182754186	0.04105865724381626	12.834536278937872	9.460518533612334e-36	2.001329693428718e-33	70.32436198500265
