splice_id	chr	start_coord	end_coord	dPSI_mean	dPSI_stdev	PSI_mean_ctrl	PSI_stdev_ctrl	PSI_mean_tumor	PSI_stdev_tumor	TPM_mean_ctrl	TPM_stdev_ctrl	TPM_mean_tumor	TPM_stdev_tumor	freq
L1CAM_153873228-153873242_153872591-153872697_153875760-153875847_-	chrX	153873228	153873242	0.735061919504643	0.252324490147075	0.92641176470588	0.14712085954948	0.191349845201238	0.223545245100671	96.1433333333333	108.338178865993	13.4373626373626	18.8216417597071	60
CYP2D7_42141512-42141675_42141151-42141339_42141867-42142044_-	chr22	42141512	42141675	-0.380341463414634	0.376855155051898	0.513378048780488	0.242016254950661	0.893719512195122	0.183957541692202	2.13333333333333	1.76331364198205	1.26730769230769	1.04559687352701	47
CYP2D7_42141534-42141675_42141151-42141339_42141867-42142044_-	chr22	42141534	42141675	-0.354390804597701	0.360213675486488	0.543954022988506	0.220797439952191	0.898344827586207	0.18376551208602	2.13333333333333	1.76331364198205	1.26730769230769	1.04559687352701	49
GGT5_24225546-24225652_24224995-24225106_24226630-24226767_-	chr22	24225546	24225652	0.0317238805970149	0.48341290422038	0.685261194029851	0.410787487438648	0.653537313432836	0.121472770346219	11.7588888888889	12.6963306160131	15.8635714285714	15.3899887418013	51
SLCO4A1_62668012-62668184_62667744-62667910_62668476-62668541_+	chr20	62668012	62668184	0.471120805369127	0.109597785090048	0.890234899328858	0.0567375881487969	0.419114093959732	0.117002282849139	14.0544444444444	15.6191565962371	4.88972527472527	8.07145679795389	39
CD40_46121724-46121898_46118372-46118394_46122232-46122358_+	chr20	46121724	46121898	-0.491417582417582	0.274909168964702	0.407060439560439	0.186244393814767	0.898478021978022	0.146225614902193	4.94333333333333	3.49948567649591	2.64785714285714	2.41993318053694	72
AC004076.1_57456126-57456182_57455447-57455743_57476633-57476672_-	chr19	57456126	57456182	-0.336448979591837	0.380161960125922	0.552020408163265	0.200543487306027	0.888469387755102	0.185338931883688	0.767777777777778	1.01603122217993	2.36681318681319	2.38349869544885	65
AD000671.2_35740380-35740564_35739251-35739626_35741023-35741228_-	chr19	35740380	35740564	0.205083333333333	0.366741588665838	0.897333333333333	0.194796303866372	0.69225	0.177642880119477	0.488888888888889	0.43007105356105	0.380164835164835	0.292939899696082	36
AD000671.2_35740380-35740564_35739709-35740088_35741023-35741228_-	chr19	35740380	35740564	-0.613342657342658	0.155017813828464	0.115167832167832	0.159281086735828	0.72851048951049	0.132584539447339	0.488888888888889	0.43007105356105	0.380164835164835	0.292939899696082	90
PTPRM_8122242-8122316_8114790-8114827_8143646-8143778_+	chr18	8122242	8122316	0.440113756613757	0.120922823322043	0.53894708994709	0.0834768816262619	0.0988333333333332	0.0698578036592584	31.0711111111111	23.3243866181109	17.1540659340659	11.3505771243758	93
PTPRS_5229316-5229342_5225726-5225844_5229490-5229684_-	chr19	5229316	5229342	0.644037777777778	0.186646673563418	0.668244444444448	0.165519167778997	0.0242066666666667	0.0623983499439193	48.0588888888889	57.9277814274905	86.7760439560439	53.6051678340568	93
GFAP_44903959-44905149_44903197-44903559_44908063-44908076_-	chr17	44903959	44905149	-0.438981132075472	0.614280825823128	0.339622641509434	0.475830951430887	0.778603773584906	0.172702368762274	3057.45	4005.26125800802	7066.16032967033	8828.51858448967	70
LYSMD4_99731718-99732007_99727404-99729731_99733344-99733437_-	chr15	99731718	99732007	-0.208915584415584	0.62713132493106	0.467298701298701	0.494336475204143	0.676214285714285	0.184004794065342	8.11666666666667	6.02615549085816	3.87538461538461	2.03299431217925	81
NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	chr14	79853539	79854217	0.733472602739725	0.259553069324825	0.88126712328767	0.181207417489039	0.147794520547945	0.20808512574419	31.5455555555556	50.9766218749122	11.6015384615385	17.619915272062	34
P2RX4_121222947-121222962_121222093-121222166_121228532-121228613_+	chr12	121222947	121222962	-0.545149253731343	0.138751748140124	0.160880597014925	0.0700481667971531	0.706029850746269	0.135299922780753	19.3411111111111	16.2128224289021	8.55445054945055	4.66797109206191	61
ITGA7_55699870-55699989_55698709-55698917_55700261-55700393_-	chr12	55699870	55699989	-0.353073770491803	0.24580823567939	0.474516393442624	0.139846978569379	0.827590163934426	0.154382307153237	18.8722222222222	15.9146840824581	56.2278021978022	69.3021363793728	81
ITGA7_55700262-55700393_55698709-55698917_55700898-55701154_-	chr12	55700262	55700393	0.428083333333333	0.110042085419081	0.968472222222222	0.0542464309781336	0.540388888888889	0.124369684675783	18.8722222222222	15.9146840824581	56.2278021978022	69.3021363793728	21
PPP1R3F_49285834-49287727_49281980-49282063_49299275-49299435_+	chrX	49285834	49287727	0.45812017167382	0.166312007300688	0.831381974248926	0.104479848830302	0.373261802575107	0.157791015079567	21.9922222222222	21.5912006253576	6.15494505494505	3.42441522164355	67
KLRC4-KLRK1_10379447-10379482_10378553-10378705_10379699-10379792_-	chr12	10379447	10379482	0.559041666666667	0.141904278566089	0.970375	0.0800661750760229	0.411333333333333	0.16593389638954	0.0433333333333333	0.0826135582092915	1.14126373626374	1.74424200216114	21
NCAM1_113236301-113236315_113235032-113235164_113255876-113256001_+	chr11	113236301	113236315	-0.505898230088496	0.15068537729384	0.089575221238938	0.0803647026232824	0.595473451327433	0.160327364278466	155.416666666667	132.257754215018	144.747527472528	91.6719423383452	52
ADGRE2_14756238-14756345_14752328-14752526_14764432-14764610_-	chr19	14756238	14756345	-0.526860465116279	0.300536471235415	0.425883720930233	0.186040344997469	0.952744186046512	0.115980928855783	3.74444444444444	6.41354447850623	1.9643956043956	1.81251737810908	43
NRXN2_64653696-64653722_64652034-64652154_64660331-64660535_-	chr11	64653696	64653722	0.617045766590389	0.133714342624682	0.766565217391304	0.0650915267971937	0.149519450800915	0.0928576779772718	196.306666666667	207.637551517061	79.0218681318682	65.837524748422	91
NRXN2_64677014-64677037_64668442-64668604_64685645-64685947_-	chr11	64677014	64677037	0.572597165991903	0.162574650265002	0.735619433198379	0.148467236081016	0.163022267206478	0.0852848556459894	196.306666666667	207.637551517061	79.0218681318682	65.837524748422	90
MS4A7_60385088-60385222_60383128-60383288_60386716-60386773_+	chr11	60385088	60385222	-0.233715976331361	0.502396366752956	0.301899408284023	0.288763448356593	0.535615384615385	0.327640482410653	20.1933333333333	26.5168026918782	14.0020879120879	14.3792630395751	93
CD44_35211246-35211449_35189834-35189972_35214851-35214861_+	chr11	35211246	35211449	0.483385786802031	0.48482983907571	0.804172588832487	0.366496638985478	0.320786802030457	0.188368980148186	24.2311111111111	24.897457924678	204.105494505494	203.289155691043	58
ZFYVE27_97752857-97752877_97751375-97751462_97753037-97753182_+	chr10	97752857	97752877	0.506908675799087	0.165662710098669	0.548792237442924	0.123451989886278	0.0418835616438356	0.094970103228301	28.6011111111111	21.2000326912746	10.9145054945055	4.15557809602038	92
ATP1B3_141916555-141916574_141915969-141916020_141925530-141925728_+	chr3	141916555	141916574	0.557095238095238	0.214457508708543	0.564714285714286	0.219385536954661	0.00761904761904762	0.0279119748676769	60.82	41.0938322622751	39.346978021978	22.2696389258788	14
