SpliceID	dPSI	Uniprot
A2M:9079639-9079815_9079243-9079331_9080093-9080177	0.999333333333333	Modifications
A2ML1:8852210-8852336_8851783-8852012_8854127-8854249	0.86225	Modifications
AAK1:69480860-69480961_69465845-69466551_69495984-69496080	0.39094776119403	Modifications
AARS1:70262346-70262484_70261043-70261157_70264957-70265102	0.96308	Modifications
AARS1:70262346-70262524_70261043-70261157_70264957-70265102	0.97972	Modifications
AASS:122081500-122081595_122078861-122079712_122086011-122086115	0.957631578947368	Modifications
AASS:122101371-122101438_122098744-122098866_122101620-122101680	0.87264406779661	Modifications
AASS:122115074-122115222_122113597-122113720_122116632-122116760	0.974375	Modifications
AATF:36986617-36986731_36953769-36953907_36988518-36988692	0.964095238095238	Modifications
ABAT:8779479-8779590_8776343-8776490_8781308-8781531	0.98775	Modifications
ABCA1:104804626-104804720_104803283-104803316_104806240-104806430	0.979666666666667	Modifications
ABCA1:104884427-104884568_104883038-104883157_104889101-104889195	0.885792349726775	Modifications
ABCA1:104903614-104903771_104889101-104889195_104927934-104928139	0.917766129032258	Modifications
ABCB4:87454535-87454592_87452371-87453135_87462757-87462908	0.925	Modifications
ABCC5:183949753-183949881_183947323-183947510_183949971-183950125	0.877933333333333	Modifications
ABCF2:151214879-151215082_151211483-151214191_151215603-151215732	0.978285714285714	Modifications
ABHD14A-ACY1:51977871-51978082_51975049-51975204_51984046-51984158	0.8682	Modifications
ABHD14A-ACY1:51980393-51980628_51975125-51975204_51984046-51984158	0.172	Modifications
ABHD14A-ACY1:51980393-51980628_51978258-51978374_51984046-51984158	0.876	Modifications
ABHD14A:51977871-51978082_51975063-51975204_51980392-51980468	0.864666666666667	Modifications
ABHD14A:51977871-51978082_51975063-51975204_51980835-51981195	0.890888888888889	Modifications
ABHD14A:51980393-51980628_51975063-51975204_51980835-51981196	0.9335	Modifications
ABHD14A:51980393-51980628_51978258-51978374_51980835-51981196	0.922770270270271	Modifications
ABHD14B:51971460-51971698_51969083-51970184_51973964-51974021	0.787263157894737	Modifications
ABHD14B:51971460-51971892_51969942-51970184_51973964-51974031	0.711458646616542	Modifications
ABI1:26759062-26759235_26751597-26751783_26763879-26763960	0.786147727272728	Modifications
ABI1:26759062-26759235_26751597-26751783_26765217-26765318	0.851064516129033	Modifications
ABI1:26759062-26759235_26755654-26755741_26765217-26765318	0.836571428571428	Modifications
ABI1:26759062-26759238_26751597-26751783_26763879-26763960	0.802960227272727	Modifications
ABI1:26759062-26759238_26751597-26751783_26765217-26765318	0.890069892473118	Modifications
ABI1:26759062-26759238_26755654-26755741_26765217-26765318	0.871964285714286	Modifications
ABI1:26768852-26768992_26765217-26765318_26770244-26770345	0.961	Modifications
ABI2:203366877-203367044_203328279-203328631_203380207-203380306	0.963867924528301	Modifications
ABI2:203391046-203391143_203380207-203380384_203394699-203394846	0.9915	Modifications
ABI2:203394700-203394846_203391043-203391143_203395655-203395780	0.829579545454545	Modifications
ABI2:203394700-203394846_203391043-203391143_203395658-203395780	0.919120481927711	Modifications
ABI3BP:100926302-100926481_100902617-100902686_100993305-100993421	0.9623	Modifications
ABL1:130862763-130863035_130854800-130855096_130872128-130872213	0.961714285714286	Modifications
ABL1:130874868-130875052_130872859-130873037_130878414-130878567	0.966214285714286	Modifications
ABL2:179117332-179117516_179114877-179115030_179118586-179118764	0.92275	Modifications
ABL2:179126377-179126672_179121594-179121867_179131310-179131481	0.9175	Modifications
ABLIM1:114453379-114453483_114451623-114451671_114465697-114465827	0.278805447470817	Modifications
ABLIM1:114468181-114468216_114465697-114465827_114472976-114473132	0.994	Modifications
ABLIM1:114473879-114473956_114472976-114473132_114487957-114487993	0.957941176470588	Modifications
ABLIM3:149239759-149239888_149233228-149233300_149244880-149245015	0.9626	Modifications
ACAA1:38129290-38129388_38125825-38126700_38131595-38131638	0.936833333333333	Modifications
ACAA1:38129290-38129388_38127630-38127866_38131595-38131638	0.967113636363636	Modifications
ACAA2:49785197-49785351_49782163-49783931_49787290-49787361	0.9775	Modifications
ACAA2:49802687-49802853_49797465-49797594_49813468-49813533	0.9706	Modifications
ACACA:37206783-37206879_37205764-37205872_37207656-37207800	0.940033333333333	Modifications
ACAD10:111727962-111728143_111721670-111721739_111729805-111729956	0.9225	Modifications
ACAD10:111727962-111728143_111721670-111721739_111733922-111734047	0.834333333333334	Modifications
ACAD10:111729806-111729956_111721670-111721739_111733922-111734068	0.738766666666667	Modifications
ACAD10:111729806-111729956_111727961-111728143_111733922-111734068	0.769826086956522	Modifications
ACAD8:134256548-134256648_134253557-134253709_134258514-134258624	0.924333333333333	Modifications
ACAD8:134256548-134256648_134253557-134253709_134259007-134259084	0.902	Modifications
ACADM:75742168-75745914_75739979-75740110_75749418-75749559	0.956894736842105	Modifications
ACADM:75745806-75745914_75739979-75740110_75749418-75749518	0.976684210526316	Modifications
ACADM:75745835-75745914_75739979-75740110_75749418-75749559	0.952263157894737	Modifications
ACADM:75749419-75749559_75742167-75745914_75750450-75750546	0.985	Modifications
ACADM:75750451-75750546_75749418-75749559_75761121-75761370	0.9758	Modifications
ACADM:75750451-75750891_75749418-75749559_75761121-75761370	0.9298	Modifications
ACADSB:123037747-123037847_123034355-123034515_123040465-123040657	0.855340909090909	Modifications
ACADVL:7220464-7220529_7219843-7220197_7220603-7220676	0.956807228915662	Modifications
ACADVL:7220464-7220676_7220121-7220197_7220765-7220830	0.984142857142857	Modifications
ACADVL:7220604-7220676_7220121-7220197_7220765-7220830	0.981428571428571	Modifications
ACADVL:7221538-7221682_7220923-7221058_7221951-7221956	0.983214285714286	Modifications
ACADVL:7224146-7224243_7223812-7224069_7224320-7224393	0.942155555555555	Modifications
ACBD5:27208246-27208445_27205197-27205248_27210813-27211081	0.941166666666667	Modifications
ACBD5:27217980-27218183_27215534-27215641_27219722-27219803	0.955666666666666	Modifications
ACBD6:180492269-180492365_180430179-180430262_180502044-180502577	0.92	Modifications
ACHE:100892334-100892554_100891168-100891338_100893164-100894252	0.834909090909091	Modifications
ACHE:100892334-100892643_100891168-100891338_100893164-100893904	0.8489375	Modifications
ACHE:100892334-100892818_100891168-100891338_100893164-100894252	0.890606060606061	Modifications
ACHE:100892687-100892818_100891168-100891338_100893164-100894233	0.78139393939394	Modifications
