SpliceID	dPSI	Uniprot
ABI2:203366877-203367044_203328279-203328631_203380207-203380306	0.967162162162162	Modifications
ACOX1:75973625-75973785_75960214-75960375_75978533-75978693	0.0977373737373737	Modifications
ACTN4:38710257-38710342_38709394-38709476_38711275-38711361	0.25946875	Modifications
ANK2:113353045-113359299_113350227-113350249_113360822-113360897	0.0658865979381443	Modifications
ANK3:60073872-60076454_60067934-60068009_60080536-60080618	0.298020618556701	Modifications
ARHGEF40:21087320-21087463_21087000-21087105_21087967-21088098	0.518834710743802	Modifications
BAG4:38192688-38192795_38176854-38177139_38207511-38207741	0.730547619047619	Modifications
BCAS1:53966906-53967073_53953431-53953695_53975388-53975430	0.725386138613861	Modifications
CAMK2G:73819532-73819617_73817478-73817554_73821681-73821730	0.262330578512397	Modifications
CAMK2G:73828089-73828121_73824039-73824084_73837467-73837511	0.400246753246753	Modifications
CAMK2G:73828089-73828121_73825278-73825347_73837467-73837511	0.0657567567567567	Modifications
CD44:35211246-35211449_35189834-35189972_35214851-35214861	0.355872727272727	Modifications
CDKL3:134350249-134350427_134321790-134321903_134370997-134371041	0.245206896551724	Modifications
CERT1:75399310-75399387_75389591-75389687_75400204-75400297	0.408168067226891	Modifications
CLTCL1:19187558-19187728_19183389-19183611_19187980-19188091	0.404273809523809	Modifications
COL6A3:237394587-237395204_237387581-237388184_237396726-237396847	0.351461538461539	Modifications
DUSP22:335114-335163_311879-311962_345853-345912	0.656420168067227	Modifications
ELN:74057640-74057696_74056671-74056713_74059885-74060047	0.438333333333333	Modifications
ENSG00000259171:20693547-20693650_20684586-20684758_20699354-20700576	0.299058139534884	Modifications
EPB41L2:130878104-130878250_130869562-130870126_130885095-130885268	0.0672772277227723	Modifications
EPB41L2:130878104-130878250_130870327-130870381_130885095-130885268	0.187195652173913	Modifications
FN1:215372109-215372300_215371908-215372015_215373321-215373411	0.735429752066115	Modifications
FN1:215372109-215372375_215371908-215372015_215373321-215373411	0.827041322314049	Modifications
HMGN3:79202276-79202389_79201244-79201726_79203579-79203630	0.984555555555555	Modifications
HNRNPR:23340852-23341020_23338489-23338608_23344210-23344322	0.326536585365854	Modifications
MACROH2A1:135360497-135360607_135345967-135346057_135388921-135389059	0.326142857142857	Modifications
MAPT:45971859-45971945_45962320-45962470_45978374-45978425	0.122121739130435	Modifications
MAPT:45989878-45990075_45987039-45987095_45991459-45991586	0.120216666666667	Modifications
MCRIP2:646472-646608_642119-642249_647416-647544	0.364575757575758	Modifications
MTMR14:9689964-9690143_9688943-9689082_9701789-9702393	0.64391	Modifications
MTMR14:9697711-9697866_9688943-9689082_9701789-9702216	0.49905	Modifications
NASP:45607321-45608337_45606481-45606591_45613168-45613248	0.569467213114754	Modifications
NDRG4:58510645-58510683_58509300-58509352_58511421-58513413	0.0761969696969697	Modifications
NPTN:73591966-73592069_73573661-73573795_73633124-73633227	0.326777777777778	Modifications
NRCAM:108166921-108167073_108160360-108160492_108176429-108176606	0.0241	Modifications
NRXN1:50528625-50528651_50506494-50506617_50531226-50531430	0.229584158415842	Modifications
NTPCR:232969909-232970118_232956346-232956443_232978162-232978482	0.890464912280702	Modifications
PBRM1:52558249-52558413_52550746-52550817_52561766-52561968	0.413549549549549	Modifications
PEX19:160283530-160283639_160282943-160283109_160285054-160285096	0.786708333333333	Modifications
RAB11FIP1:37871278-37873179_37870419-37870528_37874514-37875322	0.253736842105263	Modifications
RTN3:63718702-63721032_63681482-63681778_63749990-63750198	0.0219864864864865	Modifications
RTN3:63718702-63721032_63704850-63704907_63749990-63750198	0.344984375	Modifications
RTN3:63718981-63721032_63681495-63681778_63749990-63750198	0.0215522388059701	Modifications
SEC16A:136445052-136445111_136443822-136443900_136445644-136445719	0.571418181818182	Modifications
SELENON:25802016-25802117_25801042-25801160_25805141-25805275	0.138860655737705	Modifications
SIPA1L2:232404125-232404178_232403447-232403571_232415493-232415625	0.089525	Modifications
SLCO4A1:62668012-62668184_62667744-62667910_62668476-62668541	0.601311475409836	Modifications
SORBS1:95414494-95414655_95410632-95410777_95421960-95422073	0.227508620689655	Modifications
SORBS2:185622914-185624494_185620062-185620151_185626831-185627019	0.104545454545455	Modifications
STRN3:30929201-30929311_30913523-30913657_30935162-30935304	0.339868421052632	Modifications
TMEM161B:88240813-88240916_88228440-88228528_88268720-88268799	0.803189189189189	Modifications
TMPO:98544951-98545061_98537474-98537572_98546358-98546447	0.446	Modifications
TNC:115057153-115057425_115042218-115042341_115073602-115073866	0.0791627906976744	Modifications
TNC:115063796-115064068_115042218-115042341_115073602-115073866	0.039962962962963	Modifications
TPM1:63064064-63064190_63062575-63062645_63065895-63066093	0.380631067961165	Modifications
TPM1:63064064-63064982_63062575-63062645_63065895-63066035	0.378823529411765	Modifications
TPM3:154169305-154169383_154156968-154157721_154170399-154170469	0.0421623931623931	Modifications
VCAN:83537007-83542268_83519348-83522309_83545536-83545650	0.140678899082569	Modifications
ABI1:26763880-26763960_26759061-26759235_26765217-26765318	0.353302521008403	Other
ABI1:26763880-26763960_26759061-26759238_26765217-26765318	0.227837398373984	Other
ABI2:203396785-203396967_203395655-203395780_203402575-203402677	0.195491379310345	Other
ABI2:203396884-203396967_203395655-203395780_203402575-203402734	0.115644230769231	Other
ACOX1:75973625-75973785_75960214-75960375_75978533-75978693	0.0977373737373737	Other
ADAM22:87964634-87964684_87935025-87935186_87978335-87978412	0.106064516129032	Other
ADD1:2926639-2926675_2926013-2926112_2928170-2929307	0.0777190082644627	Other
ADGRL2:81986901-81987029_81985258-81985355_81990390-81991368	0.1485	Other
ALDH1L1:126159383-126159566_126158404-126158639_126160852-126161002	0.0299836065573771	Other
ALG13:111689087-111689197_111684964-111685103_111708026-111708166	0.069875	Other
ALKBH2:109090009-109090207_109088188-109088512_109092506-109092787	0.764366071428571	Other
AMPH:38429056-38429577_38426953-38426986_38429841-38429865	0.172166666666667	Other
ANK2:113331972-113332070_113330245-113330470_113333053-113333208	0.0723015873015873	Other
ANK2:113353045-113359299_113350227-113350249_113360822-113360897	0.0658865979381443	Other
ANK3:60073872-60076454_60067934-60068009_60080536-60080618	0.298020618556701	Other
ANXA11:80176107-80176155_80172806-80172869_80205342-80205537	0.642027272727273	Other
APLP2:130123612-130123779_130122304-130122513_130126699-130126830	0.538951219512195	Other
ATCAY:3922159-3922222_3920765-3920798_3924582-3926316	0.0202622950819672	Other
ATP2B2:10331983-10332037_10326077-10329125_10336128-10336300	0.444761194029851	Other
ATP2B2:10385268-10385327_10379242-10379284_10388276-10388402	0.354423076923077	Other
BAG1:33262105-33262246_33261086-33261169_33262701-33262830	0.0239340659340659	Other
BAG6:31644307-31644414_31644081-31644194_31644524-31644602	0.194727272727273	Other
C8orf58:22602561-22602643_22602199-22602312_22603194-22604133	0.516660194174758	Other
CACNA1C:2504436-2504539_2493189-2493386_2504841-2504945	0.234761904761905	Other
CACNA1D:53718682-53718741_53718300-53718388_53719754-53719781	0.20637037037037	Other
CADM2:85979164-85979283_85961468-85961647_86065604-86065730	0.326775	Other
CADPS:62481723-62481869_62478260-62478416_62491338-62491480	0.176326086956522	Other
CADPS:62493645-62493665_62492289-62492446_62499161-62499268	0.243114285714286	Other
CAMK2G:73873390-73873523_73872988-73873083_73874396-73874554	0.0308055555555556	Other
CAV1:116525628-116525805_116524993-116525092_116526524-116526689	0.0343636363636364	Other
CBWD1:177723-177820_175697-175784_178815-179016	0.22156	Other
CC2D2A:15479219-15479328_15478722-15478806_15480703-15480827	0.292578512396694	Other
CCNL2:1392790-1392803_1390765-1390865_1393395-1393460	0.382032258064516	Other
CD44:35211246-35211449_35189834-35189972_35214851-35214861	0.355872727272727	Other
CDC42:22078706-22078881_22078428-22078583_22081721-22081794	0.0613975903614458	Other
CDK11B:1657256-1657302_1655368-1655484_1657374-1657498	0.312309090909091	Other
CDKL3:134350249-134350427_134321790-134321903_134370997-134371041	0.245206896551724	Other
CLASP1:121427404-121427430_121425138-121425306_121430072-121430177	0.176344827586207	Other
CLASP1:121445449-121445496_121430072-121430177_121447336-121447507	0.319414414414414	Other
CLTCL1:19187558-19187728_19183389-19183611_19187980-19188091	0.404273809523809	Other
CNTN1:41061762-41061884_41029113-41029219_41069958-41070241	0.0127765957446809	Other
COL11A2:33184145-33184324_33181110-33181170_33184991-33185054	0.423362068965517	Other
COL6A3:237378636-237379235_237376771-237377344_237380914-237381499	0.31280487804878	Other
