SpliceID	dPSI	Uniprot
AASS:122101371-122101438_122098744-122098866_122101620-122101680	0.860766666666667	Modifications
ABCA1:104884427-104884568_104883038-104883157_104889101-104889195	0.884923076923077	Modifications
ABCA1:104903614-104903771_104889101-104889195_104927934-104928139	0.915583333333334	Modifications
ABHD14A-ACY1:51980393-51980628_51978258-51978374_51984046-51984158	0.900363636363636	Modifications
ABHD14A:51980393-51980628_51978258-51978374_51980835-51981196	0.92725	Modifications
ABHD14B:51971460-51971698_51969083-51970184_51973964-51974021	0.780068493150685	Modifications
ABHD14B:51971460-51971892_51969942-51970184_51973964-51974031	0.700904109589041	Modifications
ABI1:26759062-26759235_26751597-26751783_26763879-26763960	0.812351063829787	Modifications
ABI1:26759062-26759235_26751597-26751783_26765217-26765318	0.861909090909091	Modifications
ABI1:26759062-26759238_26751597-26751783_26763879-26763960	0.825872340425532	Modifications
ABI1:26759062-26759238_26751597-26751783_26765217-26765318	0.898151515151515	Modifications
ABI2:203366877-203367044_203328279-203328631_203380207-203380306	0.967162162162162	Modifications
ABI2:203394700-203394846_203391043-203391143_203395655-203395780	0.827016806722689	Modifications
ABI2:203394700-203394846_203391043-203391143_203395658-203395780	0.92615294117647	Modifications
ABLIM1:114473879-114473956_114472976-114473132_114487957-114487993	0.952058823529412	Modifications
ACAA1:38129290-38129388_38127630-38127866_38131595-38131638	0.980761904761905	Modifications
ACACA:37206783-37206879_37205764-37205872_37207656-37207800	0.917076923076923	Modifications
ACAD10:111729806-111729956_111721670-111721739_111733922-111734068	0.738458333333333	Modifications
ACAD10:111729806-111729956_111727961-111728143_111733922-111734068	0.786730769230769	Modifications
ACADSB:123037747-123037847_123034355-123034515_123040465-123040657	0.877888888888889	Modifications
ACADVL:7220464-7220529_7219843-7220197_7220603-7220676	0.954609756097561	Modifications
ACADVL:7224146-7224243_7223812-7224069_7224320-7224393	0.945109090909091	Modifications
ACBD5:27217980-27218183_27215534-27215641_27219722-27219803	0.953532467532467	Modifications
ACHE:100892334-100892554_100891168-100891338_100893164-100894252	0.870529411764706	Modifications
ACHE:100892334-100892643_100891168-100891338_100893164-100893904	0.9054375	Modifications
ACHE:100892334-100892818_100891168-100891338_100893164-100894252	0.916470588235294	Modifications
ACHE:100892687-100892818_100891168-100891338_100893164-100894233	0.833235294117647	Modifications
ACIN1:23089982-23090101_23081747-23081836_23090521-23090633	0.63955462184874	Modifications
ACLY:41896620-41896649_41893032-41893174_41897748-41897839	0.571877049180328	Modifications
ACLY:41897749-41897839_41893032-41893174_41898630-41898785	0.955190476190476	Modifications
ACO2:41499726-41499862_41469105-41469182_41507790-41508049	0.984083333333333	Modifications
ACO2:41522830-41522987_41520170-41520276_41523204-41523278	0.987181818181818	Modifications
ACOX1:75973625-75973785_75957458-75957566_75978533-75978693	0.731611111111111	Modifications
ACSF2:50472428-50472579_50470930-50471135_50473664-50473790	0.71459649122807	Modifications
ACSL1:184803320-184803546_184788616-184788731_184825915-184825968	0.9485	Modifications
ACTN2:236735635-236735720_236731232-236731314_236737121-236737214	0.642487179487179	Modifications
ACVR1B:51986818-51986942_51985191-51985348_51991862-51991993	0.950857142857143	Modifications
ACVRL1:51913559-51913770_51913098-51913350_51914438-51914585	0.67425	Modifications
ACYP1:75063470-75063561_75053236-75053659_75063953-75064007	0.9293	Modifications
ACYP1:75063470-75063561_75053236-75053659_75069209-75069483	0.655833333333333	Modifications
ADAM10:58643886-58643978_58640776-58640960_58646054-58646204	0.954169230769231	Modifications
ADAM22:88193116-88193239_88181957-88182024_88196470-88196582	0.926722222222222	Modifications
ADAM23:206571727-206571816_206570739-206570811_206573114-206573195	0.921692307692308	Modifications
ADAM9:39041946-39042117_39026676-39026810_39054480-39054573	0.985076923076923	Modifications
ADAMTS13:133438246-133438366_133437748-133437897_133439365-133439446	0.662264705882353	Modifications
ADAMTS13:133457910-133458094_133456542-133456719_133458973-133459386	0.74352380952381	Modifications
ADAMTS14:70674556-70674995_70672505-70672884_70702311-70702468	0.7683	Modifications
ADAMTS9:64631808-64631925_64631454-64631550_64633471-64633608	0.926142857142857	Modifications
ADARB1:45175730-45176664_45171609-45171684_45180329-45180444	0.827193548387097	Modifications
ADCY8:130847424-130847513_130836276-130836449_130849601-130849803	0.590025641025641	Modifications
ADCYAP1R1:31077991-31078098_31064830-31064936_31084140-31084250	0.945617283950617	Modifications
ADCYAP1R1:31103237-31103366_31092643-31092735_31104867-31104899	0.977653846153846	Modifications
ADCYAP1R1:31103237-31103366_31092643-31092735_31106495-31106709	0.968647058823529	Modifications
ADD1:2907743-2907844_2904763-2905015_2914883-2915040	0.959785714285714	Modifications
ADD2:70683591-70683767_70678703-70678961_70688023-70688122	0.957592592592592	Modifications
ADGRA3:22473772-22473843_22461736-22461808_22515527-22515696	0.934941176470588	Modifications
ADGRB1:142477114-142477278_142476584-142476695_142477384-142477549	0.927730769230769	Modifications
ADGRB2:31740347-31740541_31739925-31740034_31741372-31741479	0.915846153846154	Modifications
ADGRB2:31744193-31744357_31742052-31742217_31744647-31744731	0.870353846153846	Modifications
ADGRB2:31755999-31756815_31744647-31744731_31763883-31763922	0.902372881355932	Modifications
ADGRE2:14766235-14766381_14765657-14765804_14766977-14767109	0.364777777777778	Modifications
ADGRE5:14397077-14397223_14396249-14396473_14397657-14397804	0.307166666666667	Modifications
ADGRL1:14160593-14160696_14160111-14160297_14161311-14161626	0.968578947368421	Modifications
ADGRL3:61676826-61676935_61587226-61587440_61730621-61730636	0.97751724137931	Modifications
ADSL:40354248-40354327_40349831-40350035_40358863-40358912	0.927045454545455	Modifications
ADSL:40361273-40363071_40360401-40360492_40364275-40364365	0.952682926829269	Modifications
AFAP1L2:114333221-114333295_114323170-114323261_114340602-114340731	0.902	Modifications
AGAP3:151119987-151120145_151118293-151118632_151122724-151123635	0.943895348837209	Modifications
AGAP3:151139979-151140116_151134424-151134568_151141897-151142052	0.393508474576271	Modifications
AHCTF1:246843795-246843928_246842693-246842776_246849614-246851442	0.933285714285714	Modifications
AHSA1:77468083-77468184_77465538-77465667_77469076-77469470	0.967625	Modifications
AIP:67487006-67487185_67482792-67483257_67490037-67490214	0.93047619047619	Modifications
AK2:33021367-33021461_33014364-33014594_33021592-33021690	0.962059701492538	Modifications
AK2:33024442-33024567_33021592-33021703_33036735-33036844	0.9855	Modifications
AK3:4722506-4722625_4719134-4719307_4740936-4741202	0.956794117647059	Modifications
AKNA:114343708-114343803_114342008-114342125_114345862-114346009	0.879880952380952	Modifications
AKR1A1:45561789-45561878_45550825-45551155_45566568-45566688	0.963092307692308	Modifications
AKR1A1:45568485-45568684_45567981-45568177_45568926-45568999	0.844396551724138	Modifications
AKT2:40236238-40236385_40236031-40236104_40237968-40238091	0.927983606557377	Modifications
AKT2:40236257-40236385_40235889-40236104_40237968-40238091	0.961016393442623	Modifications
AKT2:40265222-40265351_40256925-40257054_40285180-40285265	0.827372881355932	Modifications
AKT2:40265259-40265351_40256925-40257054_40285180-40285342	0.566741379310345	Modifications
AKT3:243843125-243843282_243695590-243695716_243850039-243850041	0.96445	Modifications
ALDH1A1:72952935-72953014_72940147-72940252_73080366-73080442	0.876034482758621	Modifications
ALDH2:111783158-111783298_111781917-111782022_111785266-111785346	0.982631578947368	Modifications
ALG11:52024006-52024937_52012397-52012462_52028318-52028749	0.655131868131868	Modifications
ALG11:52024006-52024937_52014564-52019143_52028318-52028749	0.834272727272727	Modifications
ALKBH3:43901516-43901725_43889761-43889828_43919037-43919042	0.833666666666666	Modifications
AMBRA1:46508191-46508370_46494123-46494204_46512726-46512813	0.837384615384616	Modifications
AMBRA1:46508191-46508370_46494123-46494204_46541944-46542981	0.833488888888889	Modifications
AMPD2:109620914-109621266_109619836-109620278_109625302-109625433	0.217118811881188	Modifications
AMPD2:109625303-109625433_109619830-109620278_109625661-109625792	0.842320512820513	Modifications
AMPD2:109625303-109625433_109620653-109621266_109625661-109625792	0.813458823529412	Modifications
ANAPC16:72223888-72224056_72215999-72216072_72230365-72230440	0.871478260869565	Modifications
ANAPC16:72223888-72224056_72216011-72216138_72230365-72230440	0.773658333333333	Modifications
ANAPC16:72223888-72224056_72220053-72220379_72230365-72230440	0.938320754716981	Modifications
ANGPT2:6532332-6532487_6527554-6527676_6562646-6563245	0.904567164179105	Modifications
ANGPTL2:127107915-127108780_127093732-127093926_127122314-127122635	0.981888888888889	Modifications
ANK2:113348276-113348308_113345899-113346022_113350227-113350249	0.891753846153846	Modifications
ANK2:113373285-113373449_113369513-113373173_113381456-113381471	0.884179487179487	Modifications
ANK3:60166591-60166653_60138963-60139087_60166823-60166896	0.667081395348837	Modifications
ANKHD1:140496520-140497278_140486957-140487060_140504820-140504966	0.798766990291262	Modifications
ANKLE2:132729679-132730270_132728031-132728163_132734384-132734575	0.939695652173913	Modifications
ANKRD11:89286039-89286186_89275092-89275191_89288527-89288670	0.8274375	Modifications
ANKRD17:73078642-73078890_73077354-73077533_73085248-73085446	0.949	Modifications
ANKRD17:73085249-73085446_73078641-73078890_73090666-73092300	0.965508474576271	Modifications
ANKRD17:73113792-73113908_73102375-73102547_73115820-73115916	0.9695	Modifications
ANKRD17:73139531-73140283_73135116-73135262_73141740-73141792	0.883898550724638	Modifications
ANKRD17:73139531-73140283_73135116-73135265_73141740-73141792	0.678547008547008	Modifications
ANKS1B:98829174-98829353_98800996-98801125_98832028-98832136	0.824389380530974	Modifications
ANKS6:98790104-98790606_98784831-98784876_98796132-98796555	0.758112676056338	Modifications
ANLN:36411059-36411166_36410513-36410704_36415757-36415783	0.973307692307692	Modifications
ANLN:36417080-36417190_36415757-36415884_36419243-36419479	0.823739583333333	Modifications
ANTKMT:722084-722134_721800-721941_722308-722590	0.817591397849462	Modifications
ANXA2:60382342-60382441_60364428-60364523_60386027-60386086	0.9792	Modifications
ANXA5:121684677-121684771_121683363-121683477_121686287-121686372	0.994045454545455	Modifications
ANXA6:151147884-151147926_151140152-151140243_151157679-151157747	0.98925	Modifications
AOAH:36686699-36686794_36673942-36674009_36724021-36724449	0.883382352941177	Modifications
AP2M1:184178857-184179122_184176777-184177067_184180168-184180237	0.98553125	Modifications
AP2M1:184178857-184179191_184176950-184177067_184180168-184180251	0.964010416666667	Modifications
APBA2:29053845-29054835_28995752-28995806_29074920-29075001	0.967030303030303	Modifications
APC:112754873-112755025_112707520-112707882_112766325-112766383	0.94936170212766	Modifications
APCDD1:10471530-10472061_10454883-10455039_10485461-10485503	0.975542372881356	Modifications
APEH:49676056-49676219_49675890-49675966_49676377-49676506	0.931082352941176	Modifications
APEH:49676056-49676219_49675890-49675966_49676608-49676700	0.903541666666666	Modifications
APEH:49676056-49676515_49675890-49675966_49676608-49676700	0.943458333333333	Modifications
APLF:68513080-68513227_68502730-68502903_68513547-68513680	0.834150943396227	Modifications
APLP2:130135563-130135715_130133628-130133728_130140397-130140483	0.976574074074074	Modifications
APOBEC3G:39078932-39079085_39077274-39077378_39080932-39081194	0.799681818181818	Modifications
APP:25905024-25905077_25897572-25897673_25911740-25911962	0.992526785714286	Modifications
APRT:88810423-88810556_88810069-88810148_88811549-88811656	0.940988505747126	Modifications
AQP4:26860772-26860852_26852042-26856489_26861130-26861295	0.989999999999999	Modifications
ARFGAP2:47175015-47175098_47173758-47173840_47175181-47175313	0.968645161290323	Modifications
ARFGAP3:42810813-42810944_42808766-42808890_42817141-42817264	0.913891891891892	Modifications
ARFGEF2:48965872-48966023_48963829-48963898_48969146-48969277	0.9245	Modifications
ARFIP1:152870753-152870848_152863605-152863714_152872451-152872564	0.608669491525424	Modifications
ARFRP1:63706999-63707092_63706650-63706738_63707866-63707996	0.906325	Modifications
ARFRP1:63706999-63707097_63706650-63706738_63707866-63707916	0.894975	Modifications
ARHGAP17:24939364-24939597_24935469-24935639_24941986-24942143	0.663776785714285	Modifications
ARHGAP5:32090502-32094386_32077303-32077435_32117139-32117287	0.958193548387097	Modifications
ARHGAP5:32090502-32094386_32077303-32077435_32117142-32117287	0.91335294117647	Modifications
ARHGEF10L:17607802-17607977_17603507-17603591_17616093-17616202	0.91	Modifications
ARHGEF11:156936816-156937005_156934839-156936058_156937248-156937496	0.957666666666667	Modifications
ARHGEF11:156954892-156954921_156951572-156951699_156955702-156955799	0.861666666666666	Modifications
ARHGEF12:120451512-120451724_120448493-120449214_120457117-120457250	0.9805	Modifications
ARHGEF1:41906457-41906620_41905938-41906025_41906702-41906803	0.911051948051948	Modifications
ARHGEF2:155965631-155965760_155965302-155965412_155966415-155966479	0.901754901960784	Modifications
ARHGEF40:21073932-21075180_21070272-21070399_21075331-21075499	0.928766666666667	Modifications
ARHGEF40:21087001-21087463_21085688-21085866_21087967-21088098	0.930666666666667	Modifications
ARHGEF40:21087320-21087463_21087000-21087105_21087967-21088098	0.518834710743802	Modifications
ARHGEF7:111209872-111210002_111153713-111153991_111217678-111217800	0.836608108108108	Modifications
ARHGEF7:111209872-111210002_111205288-111205373_111217678-111217800	0.921162162162162	Modifications
ARID1B:156829227-156829421_156776861-156779471_156901375-156901525	0.973875	Modifications
ARIH1:72518067-72518134_72474329-72475014_72544819-72544923	0.961111111111111	Modifications
ARL14EP:30330886-30331374_30323103-30323202_30332865-30332993	0.913105263157895	Modifications
ARL1:101405844-101405981_101396142-101396577_101407641-101407746	0.916333333333333	Modifications
ARL1:101405844-101405981_101402864-101402946_101407641-101407746	0.961063829787234	Modifications
ARMC1:65605422-65605538_65605262-65605337_65613243-65613433	0.925705882352941	Modifications
ARMC6:19042711-19042877_19033574-19033930_19051621-19052195	0.817125	Modifications
ARMC8:138241783-138241983_138238019-138239528_138245087-138245183	0.940333333333333	Modifications
ARNT:150842424-150842468_150839398-150839654_150846262-150846307	0.798356435643565	Modifications
ARPC3:110440312-110440388_110437083-110437152_110445451-110445551	0.994058823529412	Modifications
ARPP19:52557100-52557222_52547044-52552104_52568847-52568900	0.9883	Modifications
ARPP19:52568848-52568900_52557099-52557222_52569115-52569167	0.807	Modifications
ARPP19:52568848-52568902_52557099-52557222_52569111-52569167	0.961357142857143	Modifications
ARPP19:52568848-52568902_52557099-52557222_52569115-52569154	0.876621848739495	Modifications
ARPP21:35721605-35721834_35717297-35717357_35729302-35729336	0.821941176470588	Modifications
ARRB2:4716147-4716191_4715588-4716033_4716411-4716515	0.954888888888889	Modifications
ARRB2:4720393-4720472_4720215-4720299_4720585-4720640	0.975294117647059	Modifications
ARSA:50626834-50627052_50626590-50626760_50627165-50627406	0.906066666666666	Modifications
ARSA:50627556-50627792_50627165-50627406_50627945-50628170	0.835975609756097	Modifications
ASAP1:130091973-130092143_130079901-130079971_130112093-130112322	0.693059322033898	Modifications
ASAP2:9391062-9391196_9388293-9388546_9393481-9393647	0.8123	Modifications
ASIC3:151051172-151051319_151051038-151051095_151051809-151051901	0.697857142857143	Modifications
ASL:66081803-66081997_66075833-66076093_66082367-66082451	0.834880434782608	Modifications
ATAT1:30642768-30643011_30642175-30642247_30645894-30645974	0.8847	Modifications
ATF2:175121444-175121540_175118250-175118369_175130137-175130205	0.699628099173554	Modifications
ATG16L1:233273721-233273777_233272965-233273052_233274675-233274778	0.640352272727273	Modifications
ATM:108248933-108249102_108246963-108247127_108250700-108251072	0.923372093023256	Modifications
ATOX1:151746279-151746449_151742821-151742959_151751703-151751779	0.983450980392157	Modifications
ATOX1:151746279-151746449_151742821-151742959_151758545-151758631	0.956261538461538	Modifications
ATP11C:139731651-139731755_139726347-139728962_139737915-139738069	0.6897	Modifications
ATP5F1A:46094980-46095131_46091681-46091851_46098171-46098295	0.985833333333333	Modifications
ATP5F1A:46095053-46095123_46091681-46091851_46098171-46098296	0.984583333333333	Modifications
ATP5F1A:46095053-46095131_46091681-46091851_46098171-46098279	0.993916666666667	Modifications
