pathway	treat_score	ctrl_score	score_diff	wilcox_stat	pvalue
HALLMARK_APOPTOSIS	0.2326381862414926	-0.29446609305220256	0.5271042792936952	9	0.1
HALLMARK_BILE_ACID_METABOLISM	0.9191919191919193	-0.891219891219899	1.8104118104118183	9	0.1
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.8974358974358975	-0.8803418803418881	1.7777777777777857	9	0.1
HALLMARK_DNA_REPAIR	-0.22689022493826183	-0.0061782235869941955	-0.22071200135126764	2	0.4
HALLMARK_E2F_TARGETS	0.17014088554520124	-0.11438331287795216	0.2845241984231534	7	0.4
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.009066972426678546	0.050986803662523277	-0.06005377608920182	4	1
HALLMARK_FATTY_ACID_METABOLISM	-0.24143302180685047	0.4893066129273026	-0.730739634734153	0	0.1
HALLMARK_G2M_CHECKPOINT	-0.11879134725422312	0.12056374330835844	-0.23935509056258156	1	0.2
HALLMARK_GLYCOLYSIS	0.04854820329182391	-0.1527160993077501	0.201264302599574	7	0.4
HALLMARK_HEDGEHOG_SIGNALING	-0.015419250234449289	0.1042322609640717	-0.119651511198521	4	1
HALLMARK_IL2_STAT5_SIGNALING	-0.026211073361847904	-0.050700629634411486	0.024489556272563582	5	1
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.5811599573704376	-0.5001803962909731	1.0813403536614108	9	0.1
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5315797793596772	-0.29491595230504436	0.8264957316647215	9	0.1
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.2988645226928345	-0.27503506502243596	0.5738995877152704	8	0.2
HALLMARK_KRAS_SIGNALING_DN	0.011600727180077614	-0.16168630160388145	0.17328702878395907	4	1
HALLMARK_KRAS_SIGNALING_UP	0.2158623868093492	-0.32520607664328494	0.5410684634526342	8	0.2
HALLMARK_MITOTIC_SPINDLE	-0.18948992967910747	0.05705841855336117	-0.24654834823246863	2	0.4
HALLMARK_MTORC1_SIGNALING	-0.10714934079844075	-0.18242395499042907	0.07527461419198832	5	1
HALLMARK_MYC_TARGETS_V1	0.45458431912647773	-0.39497335479443174	0.8495576739209094	9	0.1
HALLMARK_MYC_TARGETS_V2	0.4298675724791943	-0.584466791733	1.0143343642121943	9	0.1
HALLMARK_NOTCH_SIGNALING	-0.10360895849235707	0.2024216198650372	-0.3060305783573943	3	0.7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.141041589556297	0.010920624683695776	0.13012096487260122	6	0.7
HALLMARK_P53_PATHWAY	0.21814093132289217	-0.3444631647220463	0.5626040960449384	9	0.1
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.3642208010404005	-0.46112249646036896	0.8253432975007695	9	0.1
HALLMARK_PROTEIN_SECRETION	-0.09712509712509824	-0.008547008547007483	-0.08857808857809077	5	1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.2991807051459075	-0.1074026281089317	-0.1917780770369758	3	0.7
HALLMARK_TGF_BETA_SIGNALING	0.20683198144193468	0.08340717696831651	0.12342480447361817	5	1
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.6635960828538288	-0.7238806145253402	1.387476697379169	9	0.1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.4814018939936829	-0.4141426258432161	0.895544519836899	9	0.1
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.11163153786104704	0.19276883757009447	-0.3044003754311415	4	1
