sample_id	geneset	gsva_score
CTRL1	KEGG_ABC_TRANSPORTERS	-0.16111111111110799
CTRL2	KEGG_ABC_TRANSPORTERS	-0.6166666666666648
CTRL3	KEGG_ABC_TRANSPORTERS	-0.124999999999997
Treated1	KEGG_ABC_TRANSPORTERS	-0.6097222222222204
Treated2	KEGG_ABC_TRANSPORTERS	-0.8083333333333308
Treated3	KEGG_ABC_TRANSPORTERS	-0.5138888888888874
CTRL1	KEGG_ACUTE_MYELOID_LEUKEMIA	0.3738819987229506
CTRL2	KEGG_ACUTE_MYELOID_LEUKEMIA	0.11624649859944167
CTRL3	KEGG_ACUTE_MYELOID_LEUKEMIA	0.4886650000502009
Treated1	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.1460481489893204
Treated2	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.5630464306934841
Treated3	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.15101674888243977
CTRL1	KEGG_ADHERENS_JUNCTION	-0.07454918586473497
CTRL2	KEGG_ADHERENS_JUNCTION	0.13773568203947884
CTRL3	KEGG_ADHERENS_JUNCTION	0.3451785882279158
Treated1	KEGG_ADHERENS_JUNCTION	-0.3913259379057359
Treated2	KEGG_ADHERENS_JUNCTION	-0.29810283320423275
Treated3	KEGG_ADHERENS_JUNCTION	0.20624522536287349
CTRL1	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.7675975912686177
CTRL2	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.4827789592830192
CTRL3	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.6484689134910349
Treated1	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.4225078216568946
Treated2	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.40607440552028695
Treated3	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.422474870157053
CTRL1	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	-0.17891816920943104
CTRL2	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.9500693481276006
CTRL3	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	-0.631067961165048
Treated1	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.015256588072122435
Treated2	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	-0.703190013869625
Treated3	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.29542302357836364
CTRL1	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.6809986130374475
CTRL2	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.644937586685159
CTRL3	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.6809986130374475
Treated1	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.20943134535367575
Treated2	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.5755894590846049
Treated3	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.8779472954230236
CTRL1	KEGG_ALZHEIMERS_DISEASE	-0.382786265733003
CTRL2	KEGG_ALZHEIMERS_DISEASE	0.778708435191248
CTRL3	KEGG_ALZHEIMERS_DISEASE	-0.5159944367176557
Treated1	KEGG_ALZHEIMERS_DISEASE	0.07510431154381286
Treated2	KEGG_ALZHEIMERS_DISEASE	0.30766703536188955
Treated3	KEGG_ALZHEIMERS_DISEASE	-0.49528373399072445
CTRL1	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.9722607489597774
CTRL2	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.7420249653259356
CTRL3	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.7392510402219135
Treated1	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.8335644937586686
Treated2	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.3869625520110959
Treated3	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.9722607489597781
CTRL1	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.0026933873817247544
CTRL2	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.0126232168183808
CTRL3	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.022710184674651968
Treated1	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.23735818078484686
Treated2	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.179975883988069
Treated3	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.6964198797830231
CTRL1	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.2259298828658177
CTRL2	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.023527311863686173
CTRL3	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.5629447307521311
Treated1	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.3851589072351921
Treated2	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.1651419217237058
Treated3	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.4375724750650739
CTRL1	KEGG_APOPTOSIS	0.07860752068860863
CTRL2	KEGG_APOPTOSIS	0.13619366522911847
CTRL3	KEGG_APOPTOSIS	-0.20727751811537296
Treated1	KEGG_APOPTOSIS	-0.3209332482144978
Treated2	KEGG_APOPTOSIS	-0.030758166017379962
Treated3	KEGG_APOPTOSIS	0.11673519377132427
CTRL1	KEGG_ARACHIDONIC_ACID_METABOLISM	0.8363384188626908
CTRL2	KEGG_ARACHIDONIC_ACID_METABOLISM	-0.28987517337031865
CTRL3	KEGG_ARACHIDONIC_ACID_METABOLISM	-0.4757281553398054
Treated1	KEGG_ARACHIDONIC_ACID_METABOLISM	0.37586685159500716
Treated2	KEGG_ARACHIDONIC_ACID_METABOLISM	-0.8585298196948676
Treated3	KEGG_ARACHIDONIC_ACID_METABOLISM	-0.24271844660194142
CTRL1	KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.034674063800277155
CTRL2	KEGG_ARGININE_AND_PROLINE_METABOLISM	0.6588072122052706
CTRL3	KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.15395284327323133
