baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant	ENS_ID	Gene_Symbol	CTRL1	CTRL2	CTRL3	Treated1	Treated2	Treated3
4066.145731721703	-0.29243523133416144	0.060511373010614364	-4.8327317128114915	1.3467222194322318e-6	7.232945651420399e-6	P-val < 0.05	ENSG00000000003.15	TSPAN6	4334	5232	5280	2967	3279	3830
1766.1351704592064	0.1010087166537771	0.06844144741615393	1.4758413281297214	0.1399864931624063	0.23674661619839343	Not Sig	ENSG00000000419.14	DPM1	1757	1923	1958	1550	1779	1692
2251.1118004184973	-0.0730585747095025	0.05945227788825008	-1.2288608158433827	0.21912399501161678	0.33869270999873935	Not Sig	ENSG00000000457.14	SCYL3	2298	2614	2736	1925	2040	2060
5905.65669465722	-0.23316977272960554	0.050745391296162616	-4.594895551573723	4.329660859143909e-6	2.149217664131189e-5	P-val < 0.05	ENSG00000000460.17	C1orf112	6223	7452	7478	4560	5122	5249
647.3089740483636	-0.5792312451274004	0.11407226276495931	-5.07775712594463	3.8191646227529074e-7	2.2178619925618596e-6	P-val < 0.05	ENSG00000000971.16	CFH	875.85	875.13	801.21	454.99	437.92	533.95
6070.509834400675	0.2724445564255838	0.05790415902576571	4.705094780918132	2.537480389455972e-6	1.3076949816113428e-5	P-val < 0.05	ENSG00000001036.14	FUCA2	5336	6287	6623	5323	5946	7051
3061.317665711325	-0.6672160029077896	0.06040799611991434	-11.045160339093462	2.3135426766175233e-28	8.51940284382442e-27	P-val < 0.05	ENSG00000001084.13	GCLC	3609	4250	4614	2152	2065.84	2277
4919.146543976778	-0.09384368241291684	0.04710747624054229	-1.9921186593339888	0.046358040117445896	0.0949046572361446	Not Sig	ENSG00000001167.15	NFYA	5050	5658	6135	3935	4492.86	4668
2154.8363624950034	-0.08654157762065436	0.060144393132652116	-1.4388968466234524	0.15017975110819984	0.25065805801776275	Not Sig	ENSG00000001460.18	STPG1	2150	2484	2734	1785	1958	2003
7691.288013945755	-0.3397002698290491	0.045475317914318684	-7.46999219376735	8.019957847194901e-14	1.0110470522668385e-12	P-val < 0.05	ENSG00000001461.17	NIPAL3	8456	9680	10365	5665	6125	6904
3998.472211212205	0.1954563860430344	0.04985356104357593	3.920610322544264	8.832498891823649e-5	3.514323661885448e-4	P-val < 0.05	ENSG00000001497.18	LAS1L	3785	3943	4639	3620	3932	4189
17305.232589522104	-0.25414813185774243	0.04039798268009007	-6.291109481142433	3.152049208144502e-10	2.7464605483539455e-9	P-val < 0.05	ENSG00000001561.7	ENPP4	18270	21362	22841	13302	14583	15537
10.222169794526872	0.5347588434181688	0.8713555604904275	0.6137091075854144	0.5394075689038729	0.6670960895862127	Not Sig	ENSG00000001617.12	SEMA3F	11	13	3	8	2	24
22373.09442915674	-0.09606482156062882	0.03614433593413452	-2.6578112193204166	0.007864993524961623	0.02034542592893024	P-val < 0.05	ENSG00000001629.10	ANKIB1	23308	25776	27514	18254	19680	21575
12143.474049101342	0.30229098222699186	0.05507279778626113	5.488934544422285	4.0436542332638547e-8	2.69371198371143e-7	P-val < 0.05	ENSG00000001630.18	CYP51A1	10461.19	12222.55	13437.51	10915.4	11776.7	14290.64
12323.085237598501	-0.06486855142266072	0.0465518474050075	-1.3934688962673247	0.16347804434288135	0.2682512373114875	Not Sig	ENSG00000001631.17	KRIT1	13076.02	13792.19	14833.24	10587.78	11451.99	11016.29
514.7362105911311	0.4469947917436739	0.11538369733165027	3.8739856849868963	1.0706970468704034e-4	4.201466831520728e-4	P-val < 0.05	ENSG00000002016.18	RAD52	476.99	470.49	492.29	455.11	596	585.49
666.3717735263293	-0.1142446265901937	0.10321724231594885	-1.106836648866184	0.26836455985985724	0.3969442191739765	Not Sig	ENSG00000002330.14	BAD	683	803	810	535	535	694
1583.1176122371685	-0.6690151025596112	0.073999919425938	-9.040754473107063	1.5559415275788647e-19	3.1882034637532565e-18	P-val < 0.05	ENSG00000002549.13	LAP3	1854	2219	2383	1004	1080	1285
8014.554193024267	-0.18342231326129765	0.051621969461012024	-3.5531831732965764	3.80599349139758e-4	0.00134524784597718	P-val < 0.05	ENSG00000002586.20	CD99	8462.5	9463	10345.5	6239.5	6536.5	7906
8014.554193024267	-0.18342231326129765	0.051621969461012024	-3.5531831732965764	3.80599349139758e-4	0.00134524784597718	P-val < 0.05	ENSG00000002586.20	PAR_Y_CD99	8462.5	9463	10345.5	6239.5	6536.5	7906
2636.243870567603	-0.09733977589169059	0.05478475829956759	-1.7767674607493684	0.07560650766838044	0.14300673909868603	Not Sig	ENSG00000002587.10	HS3ST1	2714	3050	3271	2122	2375	2512
7.149720373505269	1.5277395454838532	1.0249814924090757	1.4905045181773136	0.13609162936240243	0.23149572150043424	Not Sig	ENSG00000002726.21	AOC1	7	1	4	6	2	22
1564.12039133786	-1.3098282787599487	0.07284111205172994	-17.98199178823274	2.6963018659546555e-72	5.7014275848037056e-70	P-val < 0.05	ENSG00000002746.15	HECW1	2417	2359	2591	760	814	899
783.3653231282042	-0.021876198971387976	0.08671422997983855	-0.2522792277169998	0.8008252428595469	0.869362049131585	Not Sig	ENSG00000002822.16	MAD1L1	794.68	878.84	942.03	641.24	720.41	778.86
14511.420962908851	-0.180140518969949	0.039174387487973986	-4.598425923704608	4.256950201226662e-6	2.114147834802907e-5	P-val < 0.05	ENSG00000002834.18	LASP1	15159	17132	18864	11751	12224	13437
2054.3005216212455	0.04259363947641373	0.05954244741856722	0.7153491554855316	0.47439332168846216	0.6095521782341695	Not Sig	ENSG00000002919.15	SNX11	2005	2277	2429	1767	1891	2077
197.69078343622724	-1.6543633191539513	0.17242902184975686	-9.594459803845858	8.435782705333175e-22	2.0189771186591453e-20	P-val < 0.05	ENSG00000002933.9	TMEM176A	297	336	362	82	89	91
10597.485067883561	0.32329420966639844	0.047914778045494565	6.747275534897272	1.5064703273478808e-11	1.5183888395200188e-10	P-val < 0.05	ENSG00000003056.8	M6PR	9062	10797	11389	9671	10790	11985
3378.9652728478814	-0.251559875174028	0.05850007040409964	-4.3001636311945175	1.7067204257133066e-5	7.671826134518e-5	P-val < 0.05	ENSG00000003096.14	KLHL13	3578	4126	4487	2529	2747	3226
137.24407685141227	-0.5649953717944489	0.20654392733997165	-2.735473170627116	0.006229066396838208	0.01652624251268251	P-val < 0.05	ENSG00000003137.9	CYP26B1	173	200	167	89	98	118
190.7227959877418	-0.48584178628496777	0.17097390979532764	-2.841613593948735	0.004488585816113532	0.012377706866671773	P-val < 0.05	ENSG00000003147.19	ICA1	210	269	259	139	138	160
5494.234354251941	-0.31023469864116404	0.04622181581468717	-6.711867397961153	1.921492754408197e-11	1.9141203441314486e-10	P-val < 0.05	ENSG00000003249.15	DBNDD1	5979	6658	7557	4150	4472	4875
7534.877556345713	0.16084473360403656	0.04156687992035319	3.8695406995240713	1.0904057836150134e-4	4.27389891605724e-4	P-val < 0.05	ENSG00000003393.16	ALS2	7262	7826	8481	6918	7134	7812
47.42078916804932	0.5988630485232275	0.35436725933813323	1.6899502782558111	0.09103746748826862	0.1664826583141831	Not Sig	ENSG00000003400.15	CASP10	40	52	32	39	55	64
19762.08538115609	0.36644096242433843	0.041816679832234416	8.763033409024194	1.9006530224101155e-18	3.573262524532894e-17	P-val < 0.05	ENSG00000003402.21	CFLAR	18278	18683	20137	19459.88	20537.9	21132
7756.095018443316	-0.04161719903449621	0.04488051931747192	-0.9272887138428164	0.3537766525774951	0.4906641838251205	Not Sig	ENSG00000003436.16	TFPI	7907	8983	9164	6665	6854	7490
1151.6324926973678	0.3026268738602898	0.07713031935289591	3.923578644549298	8.724326774734348e-5	3.473979158931784e-4	P-val < 0.05	ENSG00000003509.16	NDUFAF7	1056	1131	1230	1030	1156	1319
7296.855119215428	0.18485770773459503	0.043978562392786226	4.203359493281598	2.6298242014261246e-5	1.1432879227522518e-4	P-val < 0.05	ENSG00000003756.17	RBM5	7147	7422	8030.91	6737	7194	7396
272.06798902277444	-1.9656049363897892	0.20066908413965398	-9.795255431682953	1.1799879374906468e-22	3.0291279832128482e-21	P-val < 0.05	ENSG00000003989.18	SLC7A2	409	619	399	115	96	92
5938.960973481031	-0.22311103469699134	0.04907978044916362	-4.5458849378531285	5.470491710417816e-6	2.6683770623633728e-5	P-val < 0.05	ENSG00000004059.11	ARF5	6177.89	7318.95	7732.94	4529.97	5105	5450.91
12022.823562539663	-0.5523636672928629	0.04190877528636807	-13.180143383300768	1.1417362510054535e-39	7.744964289406094e-38	P-val < 0.05	ENSG00000004139.14	SARM1	14011.96	16344.9	17049	8293.9	9107	9400
11928.698411980899	-0.10583211460988091	0.04689747243215973	-2.2566699039692173	0.024028708769724474	0.05397577982431483	Not Sig	ENSG00000004142.12	POLDIP2	11949	14010	15091	9526	10330	11794
25416.004105290867	-0.41372670928796995	0.03510883682668011	-11.784118947898849	4.7132288636214067e-32	2.0879705663442478e-30	P-val < 0.05	ENSG00000004399.13	PLXND1	29176	32278	34776	18788	20252	20853
16453.405941361005	-0.17263773658210105	0.03932182364797819	-4.390379706892805	1.1315289864127707e-5	5.244924528884144e-5	P-val < 0.05	ENSG00000004455.17	AK2	17150	19508	21190	13110.99	13953	15502
33.66916900975649	-1.5144515710292183	0.42940902892325716	-3.526827497844432	4.205706771848505e-4	0.0014700622289942856	P-val < 0.05	ENSG00000004468.13	CD38	69	44	50	14	16	18
5981.292664598051	-0.01987167231691453	0.04848267368035901	-0.40987162646858755	0.6819001201371937	0.7833618129858219	Not Sig	ENSG00000004478.8	FKBP4	5913	6661	7415	5092	5219	6034
7247.31192682761	-0.19860917391290456	0.04221979125372795	-4.704172332812462	2.5489787831144874e-6	1.3127633346776869e-5	P-val < 0.05	ENSG00000004487.18	KDM1A	7998	8409	9242	5791	6303	6453
4360.463176055943	0.03825142390294716	0.05982329000102442	0.6394068915683531	0.5225582668954086	0.6527978518527796	Not Sig	ENSG00000004534.15	RBM6	4404	4509	5360.09	3555	3952	4677
