sample_id	geneset	gsva_score
CTRL1	HALLMARK_ADIPOGENESIS	0.5420888055034409
CTRL2	HALLMARK_ADIPOGENESIS	0.6110247476101135
CTRL3	HALLMARK_ADIPOGENESIS	-0.02932790224032497
Treated1	HALLMARK_ADIPOGENESIS	0.007692307692308664
Treated2	HALLMARK_ADIPOGENESIS	-0.6153846153846109
Treated3	HALLMARK_ADIPOGENESIS	-0.09941724941724639
CTRL1	HALLMARK_ALLOGRAFT_REJECTION	-0.3876757650951177
CTRL2	HALLMARK_ALLOGRAFT_REJECTION	0.2256112104949334
CTRL3	HALLMARK_ALLOGRAFT_REJECTION	-0.493964110929849
Treated1	HALLMARK_ALLOGRAFT_REJECTION	-0.0998178506375218
Treated2	HALLMARK_ALLOGRAFT_REJECTION	0.40558894230769216
Treated3	HALLMARK_ALLOGRAFT_REJECTION	0.16143102707348664
CTRL1	HALLMARK_ANGIOGENESIS	-0.02784810126582693
CTRL2	HALLMARK_ANGIOGENESIS	0.36202531645569413
CTRL3	HALLMARK_ANGIOGENESIS	0.21518987341771867
Treated1	HALLMARK_ANGIOGENESIS	-0.7721518987341853
Treated2	HALLMARK_ANGIOGENESIS	-0.2506329113924104
Treated3	HALLMARK_ANGIOGENESIS	-0.10886075949367546
CTRL1	HALLMARK_APICAL_JUNCTION	0.4015606160565975
CTRL2	HALLMARK_APICAL_JUNCTION	-0.13489968117217388
CTRL3	HALLMARK_APICAL_JUNCTION	0.07040320615773316
Treated1	HALLMARK_APICAL_JUNCTION	0.11121073421531175
Treated2	HALLMARK_APICAL_JUNCTION	-0.1765065371331247
Treated3	HALLMARK_APICAL_JUNCTION	-0.4060179661586839
CTRL1	HALLMARK_APICAL_SURFACE	0.6658227848101261
CTRL2	HALLMARK_APICAL_SURFACE	-0.24050632911392933
CTRL3	HALLMARK_APICAL_SURFACE	0.30632911392404827
Treated1	HALLMARK_APICAL_SURFACE	0.5037974683544291
Treated2	HALLMARK_APICAL_SURFACE	-0.9088607594936797
Treated3	HALLMARK_APICAL_SURFACE	-0.39746835443038586
CTRL1	HALLMARK_APOPTOSIS	-0.2833889822606864
CTRL2	HALLMARK_APOPTOSIS	-0.20078356120572546
CTRL3	HALLMARK_APOPTOSIS	-0.4120237878369373
Treated1	HALLMARK_APOPTOSIS	0.24658688392270042
Treated2	HALLMARK_APOPTOSIS	-0.012502179396278845
Treated3	HALLMARK_APOPTOSIS	0.46188666456875915
CTRL1	HALLMARK_BILE_ACID_METABOLISM	-0.9088607594936797
CTRL2	HALLMARK_BILE_ACID_METABOLISM	-0.8177215189873501
CTRL3	HALLMARK_BILE_ACID_METABOLISM	-0.9594936708860851
Treated1	HALLMARK_BILE_ACID_METABOLISM	0.929113924050633
Treated2	HALLMARK_BILE_ACID_METABOLISM	0.9493670886075949
Treated3	HALLMARK_BILE_ACID_METABOLISM	0.8784810126582279
CTRL1	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.7772151898734259
CTRL2	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.8987341772151987
CTRL3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.9696202531645661
Treated1	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.9443037974683544
