<<<<<<< HEAD
geneset	sample_id	gsva_score
KEGG_ABC_TRANSPORTERS	CTRL1	-0.1586010443418957
KEGG_ABC_TRANSPORTERS	CTRL2	-0.023037331092589375
KEGG_ABC_TRANSPORTERS	CTRL3	-0.11876513216198625
KEGG_ABC_TRANSPORTERS	Treated1	-0.5800725624661379
KEGG_ABC_TRANSPORTERS	Treated2	-0.4296998696160535
KEGG_ABC_TRANSPORTERS	Treated3	-0.46766044427877845
KEGG_ACUTE_MYELOID_LEUKEMIA	CTRL1	-0.18824846585502664
KEGG_ACUTE_MYELOID_LEUKEMIA	CTRL2	0.34076904776253397
KEGG_ACUTE_MYELOID_LEUKEMIA	CTRL3	0.40150735332259513
KEGG_ACUTE_MYELOID_LEUKEMIA	Treated1	-0.5101267010145009
KEGG_ACUTE_MYELOID_LEUKEMIA	Treated2	-0.4099645923210118
KEGG_ACUTE_MYELOID_LEUKEMIA	Treated3	-0.25645387069835474
KEGG_ADHERENS_JUNCTION	CTRL1	-0.2217149138759322
KEGG_ADHERENS_JUNCTION	CTRL2	0.16944836403956096
KEGG_ADHERENS_JUNCTION	CTRL3	0.3392744731663936
KEGG_ADHERENS_JUNCTION	Treated1	-0.5769281367758684
KEGG_ADHERENS_JUNCTION	Treated2	-0.4190865626336905
KEGG_ADHERENS_JUNCTION	Treated3	-0.2324777788834685
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	CTRL1	-0.44824292636902474
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	CTRL2	-0.21626036240752605
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	CTRL3	0.14353399386551127
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	Treated1	-0.41586240417517495
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	Treated2	-0.4317091529563352
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	Treated3	-0.24977985294220062
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	CTRL1	-0.015018958896043294
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	CTRL2	0.20232412979233982
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	CTRL3	0.4449810167853924
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	Treated1	-0.4154434200075614
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	Treated2	-0.45800237171425906
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	Treated3	-0.13774510505117005
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	CTRL1	-0.004013756799228219
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	CTRL2	0.3296125957229816
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	CTRL3	0.40496108819087295
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	Treated1	-0.3036822600052146
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	Treated2	-0.3091842250575364
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	Treated3	-0.2799220133046212
KEGG_ALLOGRAFT_REJECTION	CTRL1	-0.7272762565921466
KEGG_ALLOGRAFT_REJECTION	CTRL2	-0.7968979831873803
KEGG_ALLOGRAFT_REJECTION	CTRL3	-0.7871951317851656
KEGG_ALLOGRAFT_REJECTION	Treated1	-0.827324618473473
KEGG_ALLOGRAFT_REJECTION	Treated2	-0.819790901353126
KEGG_ALLOGRAFT_REJECTION	Treated3	-0.7839843247858137
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	CTRL1	-0.05893977222725627
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	CTRL2	-0.03481607937769016
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	CTRL3	0.1299990173835063
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	Treated1	-0.3578576126185177
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	Treated2	0.006003056754891295
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	Treated3	0.12017250675710459
KEGG_ALZHEIMERS_DISEASE	CTRL1	-0.23699280863149322
KEGG_ALZHEIMERS_DISEASE	CTRL2	0.02926570566724923
KEGG_ALZHEIMERS_DISEASE	CTRL3	0.23198278564190414
KEGG_ALZHEIMERS_DISEASE	Treated1	-0.4468954432738625
KEGG_ALZHEIMERS_DISEASE	Treated2	-0.45848585223452526
KEGG_ALZHEIMERS_DISEASE	Treated3	-0.138898247085267
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	CTRL1	-0.3950544300013507
