<<<<<<< HEAD
geneset	sample_id	gsva_score
HALLMARK_ADIPOGENESIS	CTRL1	-0.1594397123114627
HALLMARK_ADIPOGENESIS	CTRL2	0.33839308343427205
HALLMARK_ADIPOGENESIS	CTRL3	0.42127103165353874
HALLMARK_ADIPOGENESIS	Treated1	-0.5099422125902987
HALLMARK_ADIPOGENESIS	Treated2	-0.4695485631718116
HALLMARK_ADIPOGENESIS	Treated3	-0.08121151176066757
HALLMARK_ALLOGRAFT_REJECTION	CTRL1	-0.40824617397527524
HALLMARK_ALLOGRAFT_REJECTION	CTRL2	-0.29522508652139207
HALLMARK_ALLOGRAFT_REJECTION	CTRL3	-0.4487278663081023
HALLMARK_ALLOGRAFT_REJECTION	Treated1	-0.5268965507652902
HALLMARK_ALLOGRAFT_REJECTION	Treated2	-0.4548837452020926
HALLMARK_ALLOGRAFT_REJECTION	Treated3	-0.28462422562644213
HALLMARK_ANDROGEN_RESPONSE	CTRL1	-0.2939259733790014
HALLMARK_ANDROGEN_RESPONSE	CTRL2	0.41375031295060377
HALLMARK_ANDROGEN_RESPONSE	CTRL3	0.34844533945133277
HALLMARK_ANDROGEN_RESPONSE	Treated1	-0.47939971091920697
HALLMARK_ANDROGEN_RESPONSE	Treated2	-0.3649589607524171
HALLMARK_ANDROGEN_RESPONSE	Treated3	-0.031106935988394535
HALLMARK_ANGIOGENESIS	CTRL1	-0.1607622500452657
HALLMARK_ANGIOGENESIS	CTRL2	0.19658617009091706
HALLMARK_ANGIOGENESIS	CTRL3	0.4197824160768291
HALLMARK_ANGIOGENESIS	Treated1	-0.3973874627384494
HALLMARK_ANGIOGENESIS	Treated2	-0.41597517235469544
HALLMARK_ANGIOGENESIS	Treated3	0.08501360299966072
HALLMARK_APICAL_JUNCTION	CTRL1	-0.27133360735877354
HALLMARK_APICAL_JUNCTION	CTRL2	0.06079945696271816
HALLMARK_APICAL_JUNCTION	CTRL3	-0.009961104754077216
HALLMARK_APICAL_JUNCTION	Treated1	-0.4163445001603251
HALLMARK_APICAL_JUNCTION	Treated2	-0.33095134625606676
HALLMARK_APICAL_JUNCTION	Treated3	-0.030436011524353768
HALLMARK_APICAL_SURFACE	CTRL1	-0.1009083054080405
HALLMARK_APICAL_SURFACE	CTRL2	-0.0016425060474262454
HALLMARK_APICAL_SURFACE	CTRL3	0.2089849961653932
HALLMARK_APICAL_SURFACE	Treated1	-0.14696944237229612
HALLMARK_APICAL_SURFACE	Treated2	-0.4352098354842371
HALLMARK_APICAL_SURFACE	Treated3	-0.17194546155611565
HALLMARK_APOPTOSIS	CTRL1	-0.37921711742410236
HALLMARK_APOPTOSIS	CTRL2	-0.04890743153677457
HALLMARK_APOPTOSIS	CTRL3	0.10908197253466828
HALLMARK_APOPTOSIS	Treated1	-0.4330912984953695
HALLMARK_APOPTOSIS	Treated2	-0.3477222588416683
HALLMARK_APOPTOSIS	Treated3	0.0429302776789168
HALLMARK_BILE_ACID_METABOLISM	CTRL1	0.17383829820238983
HALLMARK_BILE_ACID_METABOLISM	CTRL2	0.44431933388215317
HALLMARK_BILE_ACID_METABOLISM	CTRL3	0.3496555470800246
HALLMARK_BILE_ACID_METABOLISM	Treated1	-0.44255351499498985
HALLMARK_BILE_ACID_METABOLISM	Treated2	-0.44269042479259185
HALLMARK_BILE_ACID_METABOLISM	Treated3	-0.3496944284964577
HALLMARK_CHOLESTEROL_HOMEOSTASIS	CTRL1	-0.35749840225651947
HALLMARK_CHOLESTEROL_HOMEOSTASIS	CTRL2	0.22917956264879685
HALLMARK_CHOLESTEROL_HOMEOSTASIS	CTRL3	0.3759278559617384
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Treated1	-0.467984879516464
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Treated2	-0.3859555616366387
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Treated3	0.18908755639936325
HALLMARK_COAGULATION	CTRL1	0.04445313063832795
HALLMARK_COAGULATION	CTRL2	0.1779048795802002
HALLMARK_COAGULATION	CTRL3	0.133771944567166
HALLMARK_COAGULATION	Treated1	-0.38270466864705416
