pathway	treat_score	ctrl_score	score_diff	wilcox_stat	pvalue
HALLMARK_APOPTOSIS	0.2149378147844244	-0.25969976958238317	0.4746375843668076	9	0.1
HALLMARK_BILE_ACID_METABOLISM	0.9121590383726307	-0.8807212205270452	1.7928802588996757	9	0.1
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.5964584597811625	-0.705225062139494	1.3016835219206566	9	0.1
HALLMARK_DNA_REPAIR	-0.16490414275842177	-0.0394122573688189	-0.12549188538960288	3	0.7
HALLMARK_E2F_TARGETS	0.061084507606421166	-0.15026213883263348	0.21134664643905465	8	0.2
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.016644303404463028	0.05521245650888263	-0.07185675991334566	4	1
HALLMARK_FATTY_ACID_METABOLISM	-0.3292140808073631	0.2915341086056174	-0.6207481894129805	0	0.1
HALLMARK_G2M_CHECKPOINT	0.09129671838308763	0.0024447099776130445	0.08885200840547458	7	0.4
HALLMARK_GLYCOLYSIS	-0.03917746035805426	0.10309968065626297	-0.14227714101431724	4	1
HALLMARK_HEDGEHOG_SIGNALING	-0.02810656491673145	0.12270656899493675	-0.1508131339116682	4	1
HALLMARK_IL2_STAT5_SIGNALING	0.4191432720979936	-0.48104808074972144	0.900191352847715	9	0.1
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.5631032579492052	-0.484636235495256	1.0477394934444613	9	0.1
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5172760344510474	-0.3547965801154757	0.8720726145665232	9	0.1
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.23614843760747153	-0.21303603745449898	0.4491844750619705	9	0.1
HALLMARK_KRAS_SIGNALING_DN	0.04399016431995561	-0.320351588147303	0.36434175246725864	7	0.4
HALLMARK_KRAS_SIGNALING_UP	0.38064597010399576	-0.4246689277266257	0.8053148978306215	9	0.1
HALLMARK_MITOTIC_SPINDLE	-0.22483239744482816	0.10981658892597955	-0.3346489863708077	2	0.4
HALLMARK_MTORC1_SIGNALING	-0.1172792739506027	-0.16942354064275444	0.05214426669215175	4	1
HALLMARK_MYC_TARGETS_V1	0.25590671993381464	-0.2983675784348076	0.5542742983686222	8	0.2
HALLMARK_MYC_TARGETS_V2	0.6220076846880928	-0.7313087376179452	1.353316422306038	9	0.1
HALLMARK_NOTCH_SIGNALING	-0.14004952451585903	0.211965010345307	-0.352014534861166	2	0.4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.13409817343042235	0.02873763448981509	0.10536053894060726	6	0.7
HALLMARK_P53_PATHWAY	0.16038222097439875	-0.3048227472087044	0.46520496818310314	9	0.1
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.22705623827654645	-0.23486506187402995	0.4619213001505764	8	0.2
HALLMARK_PROTEIN_SECRETION	-0.10679611650485397	-0.009708737864077386	-0.09708737864077659	5	1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.2478011242846233	0.011808839232371629	-0.25960996351699495	2	0.4
HALLMARK_TGF_BETA_SIGNALING	0.18779270953402605	0.09788193614527019	0.08991077338875586	5	1
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.6803724233359556	-0.7582896959204228	1.4386621192563784	9	0.1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.3053363517488921	-0.3036058955493749	0.6089422472982671	8	0.2
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.18442937305720108	0.27721812484173475	-0.46164749789893583	1	0.2
