sample_id	geneset	gsva_score
CTRL1	KEGG_ABC_TRANSPORTERS	-0.1586010443418957
CTRL1	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.18824846585502664
CTRL1	KEGG_ADHERENS_JUNCTION	-0.2217149138759322
CTRL1	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.44824292636902474
CTRL1	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	-0.015018958896043294
CTRL1	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.004013756799228219
CTRL1	KEGG_ALLOGRAFT_REJECTION	-0.7272762565921466
CTRL1	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.05893977222725627
CTRL1	KEGG_ALZHEIMERS_DISEASE	-0.23699280863149322
CTRL1	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	-0.3950544300013507
CTRL1	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.6169433047524732
CTRL1	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.2683657873411469
CTRL1	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.7149505482932906
CTRL1	KEGG_APOPTOSIS	-0.38353834007307697
CTRL1	KEGG_ARACHIDONIC_ACID_METABOLISM	0.08360519088792401
CTRL1	KEGG_ARGININE_AND_PROLINE_METABOLISM	0.04973431214227733
CTRL1	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.1115712926595129
CTRL1	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.2945722515000351
CTRL1	KEGG_ASTHMA	-0.6730952781244803
CTRL1	KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.603684753966382
CTRL1	KEGG_AXON_GUIDANCE	-0.10079735012448658
CTRL1	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.299934762289826
CTRL1	KEGG_BASAL_CELL_CARCINOMA	0.11120319894858832
CTRL1	KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.5265651980928123
CTRL1	KEGG_BASE_EXCISION_REPAIR	0.004484079956597081
