ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,186,0.7172584970923248,3.1587838189149995,1.4340051462833514e-36,6.883224702160087e-35,3.471801933107062e-35,1924,"tags=56%, list=15%, signal=48%",DIAPH3/RRM2/CDC20/AURKA/BIRC5/CDCA8/TRIP13/CTPS1/TOP2A/UBE2T/CCNB2/MELK/SNRPB/CDK1/ASF1B/KPNA2/MYBL2/KIF2C/PLK4/PTTG1/BRCA2/PCNA/GINS1/SPC24/ORC6/CENPE/RACGAP1/ESPL1/UBE2S/LMNB1/PLK1/TIMELESS/MAD2L1/BUB1B/CDC25B/GINS4/TUBB/TACC3/CDCA3/CHEK1/KIF4A/CKS1B/DCTPP1/CDC25A/MCM2/TUBG1/SUV39H1/MCM6/RFC3/PRPS1/PRDX4/CDKN1A/MCM4/NME1/TCF19/MCM5/RNASEH2A/MKI67/POLA2/KIF22/NUP107/TMPO/CCNE1/CSE1L/MCM3/POLE/EIF2S1/CKS2/PA2G4/SMC4/RANBP1/HMGA1/CDK4/HMGB3/CHEK2/PRIM2/MMS22L/RAN/NCAPD2/DCLRE1B/SPAG5/MTHFD2/ATAD2/NUP205/POLD1/SMC6/PRKDC/HELLS/MCM7/RFC2/GSPT1/LBR/RPA3/PAICS/ORC2/SHMT1/EZH2/POP7/EXOSC8/DNMT1/CNOT9/TBRG4/USP1/SRSF2
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,157,0.7115165688243644,3.0708233404225624,8.318855999753634e-30,1.9965254399408724e-28,1.0070194104964927e-28,610,"tags=42%, list=5%, signal=41%",COL1A1/GREM1/COL3A1/FN1/COL1A2/THBS1/LOXL1/TAGLN/SERPINE1/COL6A3/FBN1/IGFBP4/NID2/LOXL2/TGFBI/OXTR/DCN/TGM2/IGFBP3/FBLN2/CDH6/ADAM12/NT5E/FBLN1/FSTL1/COL5A1/QSOX1/MMP2/COL4A1/PDGFRB/TPM1/GLIPR1/IGFBP2/COL4A2/ECM1/LAMC1/CALD1/LGALS1/TNFRSF12A/COL5A2/FSTL3/TPM4/TPM2/BGN/COL6A2/FLNA/EFEMP2/PCOLCE/ITGB1/ELN/VEGFC/SFRP1/ITGA5/EMP3/P3H1/CXCL12/PVR/CALU/SLIT3/DAB2/TGFB1/FERMT2/PLOD1/CDH11/GAS1/PCOLCE2
HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,184,0.677330345051667,2.981624739841705,4.62851027016948e-29,7.405616432271168e-28,3.735288989961335e-28,2155,"tags=53%, list=16%, signal=45%",CDC20/AURKA/KIF23/BIRC5/BUB1/TOP2A/CCNB2/TPX2/NEK2/CDK1/UBE2C/EXO1/KPNA2/MYBL2/KIF2C/PLK4/NDC80/PTTG1/PRC1/BRCA2/STIL/CENPF/CDC6/NUSAP1/ORC6/TROAP/CENPE/RACGAP1/ESPL1/UBE2S/LMNB1/PLK1/CCND1/MAD2L1/CDC25B/GINS2/KIF11/TACC3/CHEK1/KIF4A/KNL1/CKS1B/CDC25A/KIF15/POLQ/MCM2/TGFB1/SUV39H1/MCM6/TRAIP/CCNF/HIF1A/FBXO5/MCM5/MKI67/DBF4/POLA2/KIF22/CCNA2/RAD54L/TMPO/SMAD3/E2F1/MCM3/POLE/SMC2/CKS2/SMC4/HMGA1/PML/CDK4/HMGB3/UCK2/PRIM2/SNRPD1/DTYMK/TFDP1/SQLE/MT2A/ODC1/KMT5A/CHAF1A/GSPT1/LBR/ORC5/PRMT5/CDC7/CDC27/EZH2/HMGN2/KPNB1/SRSF2/E2F3/KIF5B/DKC1/DR1/MNAT1/SS18
HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,195,0.6521923887936543,2.887780735580958,2.1631359172029737e-27,2.5957631006435686e-26,1.3092664762018e-26,3606,"tags=74%, list=27%, signal=55%",CDC20/TYMS/CTPS1/KPNA2/PCNA/LDHA/MAD2L1/CDK2/MCM2/MCM6/PRDX4/SRM/MCM4/NME1/MCM5/PSMA4/SNRPD2/PPIA/ERH/CCNA2/EIF4A1/CAD/PWP1/ILF2/C1QBP/EEF1B2/SLC25A3/EIF2S1/AIMP2/RRM1/NPM1/PSMA2/RPS2/PRPS2/GLO1/PA2G4/APEX1/SSB/PSMB3/RANBP1/CDK4/RACK1/RPL6/PSMA6/CCT7/SNRPD1/COX5A/SNRPB2/TFDP1/MRPL9/PSMD8/RAN/CCT5/SNRPG/PSMD14/HPRT1/PSMB2/EIF3D/GOT2/PSMD1/SRPK1/RPS5/NDUFAB1/DDX21/ODC1/RPS10/NOP16/SNRPD3/MCM7/GSPT1/RFC4/HDAC2/ORC2/PABPC1/PSMA1/VDAC1/TRIM28/RUVBL2/ABCE1/HDGF/PSMA7/RPL18/RPLP0/PGK1/AP3S1/KPNB1/USP1/SRSF2/PHB/MRPS18B/PHB2/ACP1/RPS3/TXNL4A/PPM1G/XRCC6/IMPDH2/MRPL23/PABPC4/CCT2/CYC1/TOMM70/FAM120A/SF3B3/CCT4/PSMD7/SNRPA1/GNL3/CSTF2/SSBP1/RRP9/PRDX3/RAD23B/RNPS1/RPS6/SYNCRIP/RPL34/CBX3/NHP2/EIF3B/SERBP1/DEK/LSM2/VDAC3/VBP1/TUFM/PSMC6/HDDC2/SRSF7/SNRPA/PRPF31/ETF1/EIF4G2/STARD7/EIF1AX/CUL1/EIF2S2/RSL1D1/CCT3/EIF4H/POLE3/RPL14/YWHAQ/PSMC4/DHX15
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,185,0.5129486768745265,2.2625756965491077,1.8763535200342815e-11,1.8012993792329102e-10,9.085501254902837e-11,4104,"tags=63%, list=31%, signal=44%",LDHA/FH/TCIRG1/NDUFS6/HCCS/TIMM17A/SLC25A3/PDHB/TIMM9/IMMT/BAX/MRPL11/ETFA/MRPL15/COX7A2/MDH2/SLC25A5/CYB5R3/COX5A/DLST/IDH1/MRPS12/COX8A/UQCRC1/MRPS15/UQCRH/NDUFS8/LRPPRC/NDUFA6/GOT2/NDUFAB1/SLC25A6/NDUFA7/CPT1A/OXA1L/TOMM22/UQCRQ/VDAC2/CS/VDAC1/NDUFV2/DLD/COX6B1/ATP6V1E1/PHB2/NDUFB3/SLC25A11/COX7B/NNT/AFG3L2/SDHB/CYC1/IDH3G/UQCRFS1/RHOT2/TOMM70/UQCRC2/NDUFS2/IDH2/DLAT/MTX2/NDUFB1/NDUFS4/SUCLG1/NDUFB7/TIMM10/SDHA/NDUFA2/PRDX3/NDUFA4/PMPCA/ETFB/ECI1/NDUFA1/UQCR10/GRPEL1/MDH1/TIMM8B/COX7C/HSD17B10/VDAC3/NDUFB6/COX4I1/COX5B/AIFM1/LDHB/MRPL35/HADHA/IDH3B/ECHS1/NDUFA8/NDUFC2/COX10/TIMM13/COX7A2L/GPI/NDUFB4/UQCR11/BCKDHA/NDUFS3/ATP6V0E1/PDHA1/DECR1/MPC1/GPX4/COX6A1/OAT/NDUFB2/ACADVL/COX17/COX6C/MRPS11/ATP6AP1/ATP6V1D/PHYH/SUPV3L1/NDUFA3
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,195,0.4721321096105503,2.0905089268282033,9.793524905999806e-10,7.834819924799845e-9,3.9517732076841324e-9,1779,"tags=27%, list=13%, signal=24%",ARHGAP29/AURKA/KIF23/BIRC5/VCL/BUB1/TOP2A/CCNB2/TPX2/MYH9/NEK2/CDK1/FLNA/KIF2C/NDC80/PRC1/BRCA2/ACTN4/PIF1/CENPF/NUSAP1/CENPE/RACGAP1/ESPL1/LMNB1/PLK1/KIF11/KNTC1/ANLN/KIF4A/ECT2/KIF15/FBXO5/FSCN1/PKD2/ARF6/KIF22/SHROOM2/PLEKHG2/SMC4/FGD4/CDC42EP2/PALLD/MYO1E/SAC3D1/LRPPRC/NEDD9/PDLIM5/PXN/CDC27/ARHGDIA/CDC42/CEP72
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,143,0.5029254432179575,2.131310974238623,1.8215770912991127e-8,1.2490814340336772e-7,6.300191443590915e-8,1759,"tags=34%, list=13%, signal=29%",FBN1/TGFBI/CNN2/CDH6/ITGA3/MMP2/VCL/MYH9/SHC1/MYL12B/ITGB1/THBS3/PFN1/LAYN/ACTN1/VASP/NEXN/ITGA10/ACTN4/ZYX/B4GALT1/RRAS/TSPAN4/ACTB/TUBG1/ARPC2/CDH11/CAP1/FSCN1/LIMA1/ACTG1/LDLRAP1/SHROOM2/PARVA/CDH8/ADAM9/CD276/NF2/BMP1/RSU1/ADAM15/NECTIN2/WNK4/PLCG1/MPZL1/FLNC/PARD6G/MSN
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,131,0.5026543136700097,2.120220323536535,6.329115963566296e-8,3.797469578139777e-7,1.9153903573950632e-7,1566,"tags=23%, list=12%, signal=20%",COL1A1/COL3A1/COL1A2/SERPINE1/CITED2/ANXA2/CAV1/PDGFRB/FZD2/LAMC1/COL5A2/DLC1/RND3/SLC22A18/SDC2/SYNJ2/TFPI/LTBP1/DAB2/NRP1/SMAD3/KIT/INPP4B/ATP2B1/ABCC1/FBLN5/ADGRL2/RBPMS/MT1E/PDLIM5
HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,143,0.489199619055053,2.0731433073143033,7.247796438953004e-8,3.8654914341082685e-7,1.949699626852855e-7,3817,"tags=52%, list=29%, signal=38%",TYMS/ADA/ERCC2/ZWINT/PCNA/FEN1/DDB2/APRT/RFC3/NME1/RFC5/POLA2/POLD4/NME4/ADCY6/TMED2/POLR2A/POLH/BCAM/VPS37B/CLP1/MPG/HPRT1/DAD1/SAC3D1/ALYREF/DGUOK/GTF2A2/POLD1/ADRM1/BOLA2/PRIM1/GTF2H3/RBX1/RFC2/RFC4/RPA3/EDF1/TAF9/ITPA/IMPDH2/SEC61A1/ERCC8/DGCR8/DDB1/POLR3C/POLR2D/TP53/ERCC3/MPC2/CANT1/NT5C/AAAS/TARBP2/RAE1/MRPL40/GTF2H1/POLR3GL/SSRP1/PNP/NT5C3A/SNAPC5/TAF6/POLD3/POLR1D/SRSF6/POLR2E/POLR2G/POLR2C/RPA2/GPX4/TSG101/POLB/COX17/CSTF3
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,159,0.4755168788967719,2.0606889233115684,1.230329493346404e-7,5.905581568062739e-7,2.9786924575755045e-7,2845,"tags=44%, list=21%, signal=35%",CITED2/TGFBI/DCN/IGFBP3/NT5E/IER3/COL5A1/QSOX1/AURKA/STC2/KIF20A/CDK1/G6PD/SDC2/B4GALT1/EXT1/LDHA/PRPS1/PLOD1/TXN/CHPF2/PPIA/PKM/SLC16A3/POLR3K/B3GALT6/PMM2/CHPF/SRD5A3/TPBG/ENO1/MDH2/PYGL/ALG1/GYS1/IDH1/CACNA1H/PFKP/UGP2/ALDOA/HDLBP/PGAM1/GOT2/MIF/GALE/DLD/NSDHL/CLN6/PGK1/TPI1/P4HA2/AKR1A1/B4GALT4/GPC1/BPNT1/XYLT2/GMPPA/SLC37A4/PGLS/SLC25A13/AGRN/HAX1/B4GALT7/GUSB/MDH1/GALK1/RBCK1/TALDO1/GLCE/STMN1
