Kids_First_Biospecimen_ID	hallmark_name	gsea_score	data_type
BS_2A162JH9	KEGG_ABC_TRANSPORTERS	-0.4124059347759476	stranded
BS_2A162JH9	KEGG_ACUTE_MYELOID_LEUKEMIA	0.30099902499116094	stranded
BS_2A162JH9	KEGG_ADHERENS_JUNCTION	0.0021364048432050697	stranded
BS_2A162JH9	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.047719595684635074	stranded
BS_2A162JH9	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.3787150344643087	stranded
BS_2A162JH9	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.20282264901320937	stranded
BS_2A162JH9	KEGG_ALLOGRAFT_REJECTION	-0.7586380458002571	stranded
BS_2A162JH9	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.09386246452088826	stranded
BS_2A162JH9	KEGG_ALZHEIMERS_DISEASE	0.3339766125389205	stranded
BS_2A162JH9	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.4536045560407662	stranded
BS_2A162JH9	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.22140790585431222	stranded
BS_2A162JH9	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.01515788250245656	stranded
BS_2A162JH9	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.844623420796478	stranded
BS_2A162JH9	KEGG_APOPTOSIS	0.03886949572495563	stranded
BS_2A162JH9	KEGG_ARACHIDONIC_ACID_METABOLISM	-0.11479146175771665	stranded
BS_2A162JH9	KEGG_ARGININE_AND_PROLINE_METABOLISM	0.26113920940376767	stranded
BS_2A162JH9	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.3025102022896806	stranded
BS_2A162JH9	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.045254626178079516	stranded
BS_2A162JH9	KEGG_ASTHMA	-0.7201935623565073	stranded
BS_2A162JH9	KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.7261421924460859	stranded
BS_2A162JH9	KEGG_AXON_GUIDANCE	0.0077950396157304425	stranded
BS_2A162JH9	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.16169240382626213	stranded
BS_2A162JH9	KEGG_BASAL_CELL_CARCINOMA	0.003546089570298838	stranded
BS_2A162JH9	KEGG_BASAL_TRANSCRIPTION_FACTORS	0.022570708749023338	stranded
