hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
KEGG_ABC_TRANSPORTERS	1.4470352505962123	0.2437803953449309	1	FALSE
KEGG_ACUTE_MYELOID_LEUKEMIA	15.825580561951401	8.054271550336908e-4	0.14980945083626648	FALSE
KEGG_ADHERENS_JUNCTION	5.78175027406	0.02655377477549015	1	FALSE
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	2.4387416145089493	0.13487356300723116	1	FALSE
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	5.788261761180243	0.026479065847725795	1	FALSE
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.002170243386097747	0.9633294700526698	1	FALSE
KEGG_ALLOGRAFT_REJECTION	0.9723173293807903	0.33649434942862955	1	FALSE
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.060934894650152144	0.8076718791778905	1	FALSE
KEGG_ALZHEIMERS_DISEASE	27.750924653777197	4.3854865043726656e-5	0.008157004898133159	TRUE
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	6.978557724316028	0.0160848282118118	1	FALSE
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	39.643649517420876	4.813799546310651e-6	8.953667156137811e-4	TRUE
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	6.395798384690091	0.020449216122614747	1	FALSE
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.5892003767605161	0.4521628989040064	1	FALSE
KEGG_APOPTOSIS	3.8650091389019106	0.06408815244047716	1	FALSE
KEGG_ARACHIDONIC_ACID_METABOLISM	5.876374437817507	0.025491155970902887	1	FALSE
KEGG_ARGININE_AND_PROLINE_METABOLISM	2.863377346743038	0.10695240645499172	1	FALSE
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.8654185499691559	0.36389673052478366	1	FALSE
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.07624794018439934	0.7854291389643341	1	FALSE
KEGG_ASTHMA	1.9166328453657566	0.18227366309262388	1	FALSE
KEGG_AUTOIMMUNE_THYROID_DISEASE	3.2182120007780415	0.0887539164828391	1	FALSE
KEGG_AXON_GUIDANCE	1.3319051900875123	0.2627771931095063	1	FALSE
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1.3611635822829269	0.2577712288125612	1	FALSE
KEGG_BASAL_CELL_CARCINOMA	0.16938844619482807	0.6852614830867195	1	FALSE
KEGG_BASAL_TRANSCRIPTION_FACTORS	39.60407704912691	4.845451879560624e-6	9.012540495982761e-4	TRUE
KEGG_BASE_EXCISION_REPAIR	78.8670002140394	3.435395050475245e-8	6.389834793883955e-6	TRUE
KEGG_BETA_ALANINE_METABOLISM	2.631262861682463	0.12125488717891302	1	FALSE
