gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant

TSPAN6	4066.1457317217023	-0.2924352313341738	0.06051137301198111	-4.832731712702541	1.3467222201695077e-6	7.232945655380144e-6	P-val < 0.05
DPM1	1766.135170459206	0.10100871665376769	0.06844144741818667	1.4758413280857507	0.13998649317421313	0.2367466162183613	Not Sig
SCYL3	2251.111800418497	-0.07305857470947569	0.05945227789006986	-1.2288608158053174	0.21912399502589108	0.3386927100208027	Not Sig
C1orf112	5905.656694657219	-0.2331697727296066	0.05074539129732405	-4.5948955514685785	4.329660861327053e-6	2.149217665214888e-5	P-val < 0.05
CFH	647.3089740483634	-0.5792312451274971	0.1140722627682621	-5.077757125798459	3.819164625690287e-7	2.217861994267652e-6	P-val < 0.05
FUCA2	6070.509834400674	0.272444556425571	0.057904159026900284	4.7050947808257195	2.5374803906054025e-6	1.3076949822037038e-5	P-val < 0.05
GCLC	3061.317665711324	-0.6672160029077538	0.06040799612150336	-11.04516033880233	2.313542684116982e-28	8.51940287144047e-27	P-val < 0.05
NFYA	4919.146543976777	-0.0938436824129272	0.0471074762418462	-1.992118659279068	0.0463580401234704	0.09490465724847802	P-val < 0.05
STPG1	2154.836362495003	-0.08654157762061929	0.060144393134490694	-1.4388968465788832	0.1501797511208294	0.25065805803884217	Not Sig
NIPAL3	7691.288013945753	-0.33970026982906076	0.045475317915405204	-7.469992193589129	8.019957858056977e-14	1.011047053636181e-12	P-val < 0.05
LAS1L	3998.4722112122035	0.1954563860430418	0.04985356104500779	3.920610322431808	8.8324988959457e-5	3.5143236635255527e-4	P-val < 0.05
ENPP4	17305.232589522097	-0.25414813185774054	0.04039798268095441	-6.291109481007784	3.1520492108789905e-10	2.7464605507365748e-9	P-val < 0.05
SEMA3F	10.222169794526872	0.5347588434172643	0.8713555605175	0.6137091075653088	0.5394075689171614	0.6670960896026468	Not Sig
ANKIB1	22373.094429156732	-0.0960648215606357	0.036144335934959824	-2.6578112192599197	0.007864993526373362	0.02034542593258217	P-val < 0.05
CYP51A1	12143.474049101338	0.30229098222699713	0.055072797787152836	5.488934544333507	4.043654235295955e-8	2.6937119850651293e-7	P-val < 0.05
KRIT1	12323.085237598498	-0.06486855142265505	0.04655184740592662	-1.3934688962396902	0.16347804435123245	0.26825123733531064	Not Sig
RAD52	514.736210591131	0.4469947917435419	0.11538369733540345	3.8739856848597403	1.070697047429365e-4	4.20146683371412e-4	P-val < 0.05
BAD	666.3717735263292	-0.11424462659024949	0.10321724231926988	-1.1068366488311119	0.2683645598750235	0.39694421919640926	Not Sig
LAP3	1583.117612237168	-0.6690151025596264	0.0739999194280847	-9.040754472845	1.5559415313093265e-19	3.1882034713971627e-18	P-val < 0.05
CD99	8014.554193024265	-0.18342231326130398	0.05162196946204433	-3.5531831732256443	3.805993492423883e-4	0.001345247846339932	P-val < 0.05
PAR
HS3ST1	2636.2438705676027	-0.09733977589169424	0.05478475830128894	-1.7767674606936084	0.07560650767755848	0.14300673911604594	Not Sig
AOC1	7.149720373505268	1.5277395454827758	1.0249814924401994	1.490504518131003	0.13609162937456998	0.2314957215211316	Not Sig
HECW1	1564.1203913378595	-1.3098282787599977	0.0728411120538178	-17.981991787717995	2.696301890988746e-72	5.701427637739193e-70	P-val < 0.05
MAD1L1	783.3653231282042	-0.02187619897142744	0.08671422998283142	-0.25227922770874767	0.800825242865925	0.8693620491385089	Not Sig
LASP1	14511.42096290885	-0.18014051896994132	0.0391743874888859	-4.598425923597368	4.256950203417464e-6	2.1141478358909348e-5	P-val < 0.05
SNX11	2054.300521621245	0.04259363947641067	0.05954244742046502	0.7153491554626797	0.4743933217025793	0.6095521782523088	Not Sig
TMEM176A	197.69078343622718	-1.6543633191539155	0.17242902185538164	-9.59445980353267	8.435782730951265e-22	2.018977124790448e-20	P-val < 0.05
M6PR	10597.48506788356	0.32329420966640016	0.04791477804644302	6.747275534763749	1.506470328733716e-11	1.5183888409168182e-10	P-val < 0.05
KLHL13	3378.965272847881	-0.25155987517404504	0.05850007040561016	-4.300163631083775	1.706720426566203e-5	7.671826138351828e-5	P-val < 0.05
CYP26B1	137.24407685141225	-0.5649953717946602	0.20654392734706406	-2.735473170534207	0.006229066398596634	0.016526242517347765	P-val < 0.05
ICA1	190.72279598774176	-0.48584178628494823	0.1709739098013243	-2.841613593848955	0.004488585817518184	0.012377706870545237	P-val < 0.05
DBNDD1	5494.23435425194	-0.3102346986411596	0.04622181581592421	-6.711867397781426	1.9214927567754812e-11	1.91412034648965e-10	P-val < 0.05
ALS2	7534.877556345712	0.1608447336040383	0.04156687992148525	3.869540699418728	1.0904057840861275e-4	4.273898917903795e-4	P-val < 0.05
CASP10	47.4207891680493	0.5988630485227924	0.3543672593504238	1.6899502781959708	0.09103746749971783	0.1664826583351206	Not Sig
CFLAR	19762.085381156085	0.3664409624243334	0.041816679833049805	8.763033408853202	1.9006530252942507e-18	3.573262529955121e-17	P-val < 0.05
TFPI	7756.095018443316	-0.041617199034497294	0.04488051931857883	-0.9272887138199704	0.3537766525893537	0.4906641838488972	Not Sig
NDUFAF7	1151.6324926973673	0.302626873860233	0.07713031935539504	3.9235786444214322	8.724326779366976e-5	3.473979160776471e-4	P-val < 0.05
RBM5	7296.855119215426	0.1848577077345928	0.04397856239388439	4.203359493176587	2.6298242026466994e-5	1.1432879232828837e-4	P-val < 0.05
SLC7A2	272.0679890227744	-1.9656049363896708	0.20066908414466134	-9.795255431437939	1.1799879403515264e-22	3.029127990556966e-21	P-val < 0.05
ARF5	5938.96097348103	-0.22311103469699228	0.049079780450345924	-4.54588493774364	5.47049171326192e-6	2.6683770637506596e-5	P-val < 0.05
SARM1	12022.823562539657	-0.552363667292849	0.041908775287303295	-13.180143383006314	1.1417362554616955e-39	7.744964314796811e-38	P-val < 0.05
POLDIP2	11928.698411980897	-0.10583211460988504	0.046897472433077805	-2.256669903925128	0.02402870877248147	0.053975779830507886	P-val < 0.05
PLXND1	25416.004105290864	-0.4137267092879693	0.03510883682749979	-11.784118947623709	4.713228879011536e-32	2.0879705731621082e-30	P-val < 0.05
AK2	16453.405941360998	-0.17263773658210832	0.039321823648836574	-4.390379706797149	1.131528986910559e-5	5.24492453119152e-5	P-val < 0.05
CD38	33.66916900975648	-1.5144515710295758	0.4294090289368648	-3.5268274977335023	4.2057067736104735e-4	0.0014700622296101638	P-val < 0.05
FKBP4	5981.292664598049	-0.01987167231691525	0.048482673681537136	-0.40987162645864256	0.6819001201444892	0.7833618129975707	Not Sig
KDM1A	7247.311926827609	-0.1986091739129098	0.04221979125485554	-4.704172332686948	2.5489787846824254e-6	1.3127633356593078e-5	P-val < 0.05
RBM6	4360.463176055941	0.03825142390292998	0.05982329000234584	0.6394068915539421	0.522558266904781	0.6527978518689539	Not Sig
CAMKK1	665.2450209017452	0.1344110387221726	0.09965363120049575	1.348782147754832	0.17740695047573318	0.28635194998110836	Not Sig
