Kinase_name	r_scores	p_scores	RBP_gene_name
PKCD	-0.3375562019760919	1.6840151317865093e-6	SRRM1_24663182
CAMK2A	0.005821028034688087	0.9361318683801352	SRRM1_24663182
CK2A1	-0.06921277827908405	0.3401229449730696	SRRM1_24663182
JNK1	0.4040211442291297	6.195848722967412e-9	SRRM1_24663182
AMPKA1	-0.19826422497751905	0.005838606470995433	SRRM1_24663182
GSK3B	0.33537019044598015	1.983299896979318e-6	SRRM1_24663182
MAPKAPK2	-0.4683135857168832	7.392753076373992e-12	SRRM1_24663182
AKT1	-0.4611641469873678	1.678412964167819e-11	SRRM1_24663182
RSK2	-0.20740970841744635	0.0038937477283926825	SRRM1_24663182
ERK2	0.08866753330317868	0.22132935870766213	SRRM1_24663182
P90RSK	-0.4059592703755236	5.160166738349403e-9	SRRM1_24663182
CHK1	-0.3592586425511682	3.097597489620796e-7	SRRM1_24663182
PKACA	-0.24893734065015305	4.980047000069376e-4	SRRM1_24663182
ERK1	-0.024083464791712833	0.7402069886334854	SRRM1_24663182
PKCB	0.17312002062358947	0.016336176009452474	SRRM1_24663182
PAK1	0.0430094122206705	0.553623946190201	SRRM1_24663182
PKCE	-0.3722247763400753	1.0590054877468447e-7	SRRM1_24663182
CDK1	-0.030012105329870607	0.6794326337934984	SRRM1_24663182
CK1A	-0.05742506227424974	0.428849351169053	SRRM1_24663182
PKCA	-0.14554940514905523	0.04397156201207153	SRRM1_24663182
PRKD1	-0.2823226032226971	7.26472650947052e-5	SRRM1_24663182
MTOR	-0.07523973953730649	0.29963542336393023	SRRM1_24663182
ROCK1	-0.028822840430088367	0.6914740170240363	SRRM1_24663182
P38A	-0.047884811211997946	0.5095380481961747	SRRM1_24663182
CDK2	0.10683629779746084	0.1402327107984891	SRRM1_24663182
PLK1	-0.16966950947599418	0.018635559704987648	SRRM1_24663182
CDK5	0.39408707571479507	1.553708850465796e-8	SRRM1_24663182
PSI	1	NA	SRRM1_24663182
