Kinase_name	r_scores	p_scores	RBP_gene_name
PKCD	0.011511736959743888	0.8764110338190751	TRMT10B_37762542
CAMK2A	-0.04132575843917175	0.5764893569088827	TRMT10B_37762542
CK2A1	0.16908455583545465	0.0214028010757783	TRMT10B_37762542
JNK1	0.048315710834644865	0.5136968951098644	TRMT10B_37762542
AMPKA1	0.013691268687531994	0.8532542332282462	TRMT10B_37762542
GSK3B	-0.09306491671302947	0.20767783510628668	TRMT10B_37762542
MAPKAPK2	0.02709704845969742	0.7142688886572468	TRMT10B_37762542
AKT1	-0.0415770103866637	0.5741714749832727	TRMT10B_37762542
RSK2	-0.12496679012868298	0.09010160205264017	TRMT10B_37762542
ERK2	0.08530416360425923	0.24829373776411057	TRMT10B_37762542
P90RSK	-0.014487919100992952	0.8448202081573577	TRMT10B_37762542
CHK1	0.10736495618786698	0.14577131111842911	TRMT10B_37762542
PKACA	-0.13058306253957663	0.07644813187682642	TRMT10B_37762542
ERK1	-0.07410932368422123	0.3160813654121004	TRMT10B_37762542
PKCB	-0.0386988368010569	0.6009815880861371	TRMT10B_37762542
PAK1	0.02295399900831793	0.7564598875812101	TRMT10B_37762542
PKCE	0.005170587318629948	0.9443119466234577	TRMT10B_37762542
CDK1	0.21045694506189058	0.004035190845949721	TRMT10B_37762542
CK1A	0.05825123004431138	0.43092992373512296	TRMT10B_37762542
PKCA	-0.1913603678028444	0.00907277488125624	TRMT10B_37762542
PRKD1	0.07352638023376809	0.31991353329972183	TRMT10B_37762542
MTOR	0.16584880015326275	0.024061497227885642	TRMT10B_37762542
ROCK1	-0.1732430230147026	0.018361374713667722	TRMT10B_37762542
P38A	0.03875210563967994	0.6004803326502621	TRMT10B_37762542
CDK2	0.21497938424930454	0.0032963937597447757	TRMT10B_37762542
PLK1	0.031831880016187704	0.6670975371651315	TRMT10B_37762542
CDK5	0.06128358214798472	0.4072875272913179	TRMT10B_37762542
PSI	1	NA	TRMT10B_37762542
