Kinase_name	r_scores	p_scores	RBP_gene_name
PKCD	0.1207730187233247	0.10151425609081288	KHDRBS3_135645058
CAMK2A	0.2571267332871654	4.105760019403881e-4	KHDRBS3_135645058
CK2A1	-0.33902228257755884	2.3526528667439095e-6	KHDRBS3_135645058
JNK1	0.16950780645651545	0.02107453627568323	KHDRBS3_135645058
AMPKA1	0.02042931889984947	0.7825371333337912	KHDRBS3_135645058
GSK3B	0.11302579509831993	0.12556932179513036	KHDRBS3_135645058
MAPKAPK2	-0.19970761277175042	0.006422042564442565	KHDRBS3_135645058
AKT1	-0.10312451805800656	0.16245410455214238	KHDRBS3_135645058
RSK2	0.019899148344342272	0.7880452495115979	KHDRBS3_135645058
ERK2	0.20245906060054433	0.005714005713813197	KHDRBS3_135645058
P90RSK	-0.05532094654011512	0.45450886948703584	KHDRBS3_135645058
CHK1	-0.1842219189609614	0.012065318168583694	KHDRBS3_135645058
PKACA	0.09966382190039799	0.1770963035927018	KHDRBS3_135645058
ERK1	0.24365555949698864	8.313939145310201e-4	KHDRBS3_135645058
PKCB	0.3023513668021883	2.8784967179618093e-5	KHDRBS3_135645058
PAK1	0.14724001603720563	0.04549798895781354	KHDRBS3_135645058
PKCE	-0.05158951259521853	0.4855513457165572	KHDRBS3_135645058
CDK1	-0.16383966182604576	0.02585142146110586	KHDRBS3_135645058
CK1A	-0.01147662643285797	0.8767849865086337	KHDRBS3_135645058
PKCA	0.18778295669752407	0.010478533972495985	KHDRBS3_135645058
PRKD1	-0.16390222676173744	0.025794006483362608	KHDRBS3_135645058
MTOR	-0.2192719709538606	0.0027105590085048092	KHDRBS3_135645058
ROCK1	0.18659919942799516	0.010984281108768812	KHDRBS3_135645058
P38A	0.1669325577769429	0.023141009066735663	KHDRBS3_135645058
CDK2	-0.17389651123665353	0.017919260942445003	KHDRBS3_135645058
PLK1	0.061323758633702166	0.40697952256476744	KHDRBS3_135645058
CDK5	0.20598172658929828	0.00490979185639695	KHDRBS3_135645058
PSI	1	NA	KHDRBS3_135645058
