Kinase_name	r_scores	p_scores	RBP_gene_name
PKCD	0.05972303445328511	0.43914438819912904	FXR1_180933333
CAMK2A	-0.03807048991409011	0.6220868107983566	FXR1_180933333
CK2A1	-0.0811692446531784	0.2926864172299828	FXR1_180933333
JNK1	-0.09618952307348295	0.2121041729368669	FXR1_180933333
AMPKA1	0.08478347277302489	0.2716520918148577	FXR1_180933333
GSK3B	-0.0382691843433458	0.6202688757395567	FXR1_180933333
MAPKAPK2	0.09370812910391152	0.22418817747343445	FXR1_180933333
AKT1	0.1770499024291286	0.020905081351179744	FXR1_180933333
RSK2	0.002856646831422834	0.9705078154145561	FXR1_180933333
ERK2	0.03061399377429186	0.6918795959263877	FXR1_180933333
P90RSK	0.13303185265835338	0.08373373953138175	FXR1_180933333
CHK1	0.025287336867555507	0.7434210762167153	FXR1_180933333
PKACA	0.11245359721596683	0.144280974705862	FXR1_180933333
ERK1	0.08473147718220679	0.27194723234114093	FXR1_180933333
PKCB	-0.1020520735009862	0.18542359207744585	FXR1_180933333
PAK1	-0.01578679218678577	0.8380966552366313	FXR1_180933333
PKCE	0.10510866523334589	0.1725298214262887	FXR1_180933333
CDK1	0.004059280623101215	0.9581013956085271	FXR1_180933333
CK1A	-0.07676197375588095	0.31976626071286907	FXR1_180933333
PKCA	0.0785537332248223	0.3085671601060178	FXR1_180933333
PRKD1	-0.018692461907494354	0.8088244268429625	FXR1_180933333
MTOR	0.053363641874542615	0.4894800555147927	FXR1_180933333
ROCK1	0.110481279989553	0.15149629160960698	FXR1_180933333
P38A	0.10394920275897952	0.17734028345088593	FXR1_180933333
CDK2	-0.03401968817588512	0.6596348156048328	FXR1_180933333
PLK1	0.06164062253032148	0.42456560899879503	FXR1_180933333
CDK5	-0.09829508693823895	0.20222216703638707	FXR1_180933333
PSI	1	NA	FXR1_180933333
