Kinase_name	r_scores	p_scores	RBP_gene_name
PKCD	0.08212506759875919	0.2574488726721782	RBM39_35729461
CAMK2A	0.20034227902361165	0.005332980005390731	RBM39_35729461
CK2A1	-0.3883385350837566	2.6090041238546746e-8	RBM39_35729461
JNK1	0.08403021372042867	0.24653598263778043	RBM39_35729461
AMPKA1	0.17896423736761677	0.013002786486742801	RBM39_35729461
GSK3B	0.0969034808107877	0.18118512285921606	RBM39_35729461
MAPKAPK2	-0.2618443289612817	2.4374144504824002e-4	RBM39_35729461
AKT1	-0.2697517459080274	1.5447313229133286e-4	RBM39_35729461
RSK2	0.04129889144095663	0.5695189274370793	RBM39_35729461
ERK2	-0.0026821785636947297	0.9705466143390182	RBM39_35729461
P90RSK	-0.14094937488780618	0.05117080111786665	RBM39_35729461
CHK1	-0.3104912984637309	1.1704678854584927e-5	RBM39_35729461
PKACA	0.0780810244466407	0.28170287409513683	RBM39_35729461
ERK1	0.138424202785003	0.055522452955628854	RBM39_35729461
PKCB	0.20521466247808068	0.004297950842357512	RBM39_35729461
PAK1	-0.007647005880609649	0.916161852594259	RBM39_35729461
PKCE	-0.23012908832534504	0.0013220508700999556	RBM39_35729461
CDK1	-0.2735255606925758	1.236379972984203e-4	RBM39_35729461
CK1A	-0.037778295196998726	0.6028970650661756	RBM39_35729461
PKCA	0.20093171995296663	0.00519688693229825	RBM39_35729461
PRKD1	-0.06356403733984706	0.3810822900607018	RBM39_35729461
MTOR	-0.2703610684790058	1.4905102060125408e-4	RBM39_35729461
ROCK1	0.13883171805898467	0.054800154631178266	RBM39_35729461
P38A	-0.07930832379660323	0.2741849891795649	RBM39_35729461
CDK2	-0.24050319227599745	7.788422048355947e-4	RBM39_35729461
PLK1	0.07987230852464143	0.2707762954825643	RBM39_35729461
CDK5	0.13930135467091237	0.05397740911619331	RBM39_35729461
PSI	1	NA	RBM39_35729461
