Kinase_name	r_scores	p_scores	RBP_gene_name
PKCD	0.05577753108869098	0.47808256350969347	CLK1_PSI
CAMK2A	0.15325513505612692	0.0500892131408226	CLK1_PSI
CK2A1	-0.07711460877416118	0.3263671205787424	CLK1_PSI
JNK1	-0.0071264794052840075	0.927837006725875	CLK1_PSI
AMPKA1	0.10845957311858045	0.1668434061362396	CLK1_PSI
GSK3B	0.04907516445594641	0.5326027099096717	CLK1_PSI
MAPKAPK2	0.013511150183002883	0.8636643209978756	CLK1_PSI
AKT1	0.09190730343577663	0.24181418151663325	CLK1_PSI
RSK2	0.14524042925686698	0.06350914030011001	CLK1_PSI
ERK2	-0.08890839594147804	0.257584926418144	CLK1_PSI
P90RSK	0.14845042183287677	0.05781778243406421	CLK1_PSI
CHK1	0.03664683920309529	0.6413046764590722	CLK1_PSI
PKACA	0.2505099863045412	0.00121514465719752	CLK1_PSI
ERK1	-0.02766135555014674	0.7251412764168961	CLK1_PSI
PKCB	0.09934117974824068	0.2056598584370728	CLK1_PSI
PAK1	0.1813365076665256	0.020137420808736373	CLK1_PSI
PKCE	0.25651811601812813	9.145829734837907e-4	CLK1_PSI
CDK1	-0.09844368060330506	0.20980565806843776	CLK1_PSI
CK1A	0.14289708618282165	0.06794708373735725	CLK1_PSI
PKCA	0.18953286009705372	0.015069119469805603	CLK1_PSI
PRKD1	0.19971372002515628	0.010350219091957769	CLK1_PSI
MTOR	-0.20145216383916806	0.009690307651512686	CLK1_PSI
ROCK1	0.2419332329436398	0.0018020239741594057	CLK1_PSI
P38A	0.16656900652296316	0.033029575893808394	CLK1_PSI
CDK2	-0.2001254218585315	0.010190456264818959	CLK1_PSI
PLK1	-0.0015699283186697297	0.9840823611921083	CLK1_PSI
CDK5	-0.02450623545639096	0.7554362931352026	CLK1_PSI
PSI	1	NA	CLK1_PSI
