Kinase_name	r_scores	p_scores	RBP_gene_name
PKCD	0.03136316079664151	0.7865634904366932	ZNF74_20395332
CAMK2A	-0.1557782622838451	0.1760985838028919	ZNF74_20395332
CK2A1	0.21927881696850393	0.05535472635689298	ZNF74_20395332
JNK1	0.009214398186770965	0.9366069560504939	ZNF74_20395332
AMPKA1	-0.10750848646006378	0.3520326546905619	ZNF74_20395332
GSK3B	0.025843860343810532	0.8234522970180196	ZNF74_20395332
MAPKAPK2	0.07045568183964797	0.5425965266956863	ZNF74_20395332
AKT1	0.12980407919062417	0.26051960638104266	ZNF74_20395332
RSK2	-0.1685012638489095	0.14294681650541086	ZNF74_20395332
ERK2	0.15203865728023186	0.1868347792662628	ZNF74_20395332
P90RSK	0.05197915009709869	0.6534615873203773	ZNF74_20395332
CHK1	0.10924942608810917	0.34424315801053806	ZNF74_20395332
PKACA	-0.10062882370945764	0.38387175407223384	ZNF74_20395332
ERK1	0.06907547399137168	0.5505512184487964	ZNF74_20395332
PKCB	-0.010355934526127734	0.9287727813886613	ZNF74_20395332
PAK1	-0.03553127448144277	0.7590086463401873	ZNF74_20395332
PKCE	-0.06815713254661988	0.5558749619793417	ZNF74_20395332
CDK1	0.2834823513845686	0.012477647906931066	ZNF74_20395332
CK1A	-0.0646937755711373	0.5761710041448396	ZNF74_20395332
PKCA	-0.1280678007946625	0.26700447456942555	ZNF74_20395332
PRKD1	-0.05222170771866239	0.6519488950379797	ZNF74_20395332
MTOR	0.11874910169429644	0.3036580236223634	ZNF74_20395332
ROCK1	-0.11761984831181894	0.30831220446022334	ZNF74_20395332
P38A	0.1347221708448878	0.24273390410429863	ZNF74_20395332
CDK2	0.22280205623469992	0.05145573832812689	ZNF74_20395332
PLK1	0.01958483697507178	0.8657482774461682	ZNF74_20395332
CDK5	0.03840676652425801	0.7401701668775258	ZNF74_20395332
PSI	1	NA	ZNF74_20395332
