sample_id	geneset	score
BS_15ETQ0E4	HALLMARK_APOPTOSIS	0.07695738983050945
BS_15ETQ0E4	HALLMARK_BILE_ACID_METABOLISM	0.07843404697955171
BS_15ETQ0E4	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.12324778104786743
BS_15ETQ0E4	HALLMARK_DNA_REPAIR	-0.02981115558928854
BS_15ETQ0E4	HALLMARK_E2F_TARGETS	0.2379480713530971
BS_15ETQ0E4	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.014881248730900937
BS_15ETQ0E4	HALLMARK_FATTY_ACID_METABOLISM	0.08752110368530422
BS_15ETQ0E4	HALLMARK_G2M_CHECKPOINT	0.22595946585296628
BS_15ETQ0E4	HALLMARK_GLYCOLYSIS	0.01446173649468252
BS_15ETQ0E4	HALLMARK_HEDGEHOG_SIGNALING	-0.3126833048325605
BS_15ETQ0E4	HALLMARK_IL2_STAT5_SIGNALING	0.32460459971419786
BS_15ETQ0E4	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.1921640746806389
BS_15ETQ0E4	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.41501204206313147
BS_15ETQ0E4	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.3669046927910834
BS_15ETQ0E4	HALLMARK_KRAS_SIGNALING_DN	-0.14133690201659851
BS_15ETQ0E4	HALLMARK_KRAS_SIGNALING_UP	0.07524451174006508
BS_15ETQ0E4	HALLMARK_MITOTIC_SPINDLE	0.06913352280129575
BS_15ETQ0E4	HALLMARK_MTORC1_SIGNALING	-0.07460153469526418
BS_15ETQ0E4	HALLMARK_MYC_TARGETS_V1	-0.07945277323878377
BS_15ETQ0E4	HALLMARK_MYC_TARGETS_V2	0.10401370546171534
BS_15ETQ0E4	HALLMARK_NOTCH_SIGNALING	-0.024495010904817593
BS_15ETQ0E4	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.19701540048139216
BS_15ETQ0E4	HALLMARK_P53_PATHWAY	0.32016655129810834
BS_15ETQ0E4	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.08815365885004797
BS_15ETQ0E4	HALLMARK_PROTEIN_SECRETION	-0.020606784578485637
BS_15ETQ0E4	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.0015697902922255091
BS_15ETQ0E4	HALLMARK_TGF_BETA_SIGNALING	0.2150044931905766
BS_15ETQ0E4	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.3432387237307157
BS_15ETQ0E4	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.021665232882320862
BS_15ETQ0E4	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.19666881561590843
BS_15ETQ0E4	KEGG_SPLICEOSOME	-0.3591900727724124
BS_1QNTEZPS	HALLMARK_APOPTOSIS	-0.13196076181999505
BS_1QNTEZPS	HALLMARK_BILE_ACID_METABOLISM	0.02965965268341514
BS_1QNTEZPS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.1973869723184482
BS_1QNTEZPS	HALLMARK_DNA_REPAIR	0.031184832890672753
BS_1QNTEZPS	HALLMARK_E2F_TARGETS	0.1831965448153372
BS_1QNTEZPS	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.24730046876285483
BS_1QNTEZPS	HALLMARK_FATTY_ACID_METABOLISM	-0.020768705221603595
BS_1QNTEZPS	HALLMARK_G2M_CHECKPOINT	0.23046352802971348
BS_1QNTEZPS	HALLMARK_GLYCOLYSIS	0.03205512936395041
BS_1QNTEZPS	HALLMARK_HEDGEHOG_SIGNALING	-0.1068904927664209
BS_1QNTEZPS	HALLMARK_IL2_STAT5_SIGNALING	-0.03179309706069597
