Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.14649287368693337	0.00397543874686483	-7.893618550033681	5.8169171160063005e-15	1.8032443059619533e-13	23.23097188020412
HALLMARK_KRAS_SIGNALING_UP	-0.1315544947009028	0.0041072009798540495	-7.60344827276335	5.2087134168791956e-14	8.073505796162753e-13	21.08852279878789
HALLMARK_MITOTIC_SPINDLE	-0.10863077019770202	-0.04056490122339597	-7.532373122856174	8.812252373126863e-14	8.403193211692543e-13	20.575006504235215
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.11809499673493136	-7.792280221292319e-4	-7.504178838500711	1.0842829950571023e-13	8.403193211692543e-13	20.372536152093826
HALLMARK_GLYCOLYSIS	-0.08389023474960991	-0.0017391930598854536	-6.756697769416061	2.0521010322458663e-11	1.272302639992437e-10	15.262286321313134
HALLMARK_E2F_TARGETS	-0.1218116080786865	-0.020082371338001895	-5.513116745745539	4.180317931465048e-8	2.1598309312569416e-7	7.882005502281859
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.144862535874524	-0.054266152765578696	-5.453950312707898	5.801187584593613e-8	2.5153497234297006e-7	7.566424728501732
KEGG_SPLICEOSOME	-0.12615719256826974	-0.040002496577270355	-5.431133758060139	6.576967607535105e-8	2.5153497234297006e-7	7.445598403696466
HALLMARK_MYC_TARGETS_V1	-0.11783574318382398	3.360811502018989e-4	-5.408065613013276	7.463219364151118e-8	2.5153497234297006e-7	7.323933690577072
HALLMARK_G2M_CHECKPOINT	-0.09745755054165975	0.003590686110526282	-5.392759820991725	8.11403136590226e-8	2.5153497234297006e-7	7.243482946769711
HALLMARK_NOTCH_SIGNALING	-0.16346526492146055	-0.0574617080126187	-5.15211407212714	2.9371718668394874e-7	8.277484352002192e-7	6.007409522256929
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0746216957745641	-0.03202999461326095	4.638565039582695	3.8306156201500135e-6	9.895757018720868e-6	3.551786419877348
HALLMARK_MTORC1_SIGNALING	-0.07103154718597532	-0.021142246788934067	-4.616418936037547	4.256021060078376e-6	1.0148973297109974e-5	3.451502536010053
HALLMARK_TGF_BETA_SIGNALING	0.11524610034776192	-0.04112272946108455	4.575977632382418	5.152484831818703e-6	1.0980273350611123e-5	3.269574606306956
HALLMARK_APOPTOSIS	-0.07492952887826804	0.02803569956364218	-4.569455869140168	5.313035492231188e-6	1.0980273350611123e-5	3.240381511578893
HALLMARK_MYC_TARGETS_V2	-0.0953283890964238	0.0716242043404739	-4.394345769945346	1.1934435677000085e-5	2.3122969124187665e-5	2.4716739874017124
HALLMARK_PROTEIN_SECRETION	-0.07128738979431544	-0.044925928911168894	-4.207630196374096	2.7420125768686157e-5	5.000140581348652e-5	1.6842330070422458
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.06407306034138366	-0.038745937738865505	3.527780850853143	4.3238024780953657e-4	7.446548712275353e-4	-0.9002787551359557
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.07031570223808546	0.01291460772196255	3.18595488821466	0.0014740791018116963	0.002405076429271715	-2.0311197802083063
HALLMARK_BILE_ACID_METABOLISM	0.0463534026261882	0.022600580630374494	3.0121707802867945	0.0026396195247665585	0.004091410263388166	-2.562514296072959
HALLMARK_KRAS_SIGNALING_DN	0.04869358455099864	0.009117787233498311	2.6594766946407793	0.007914034196229196	0.011682621908719291	-3.5504396036706445
HALLMARK_DNA_REPAIR	-0.0382864475519804	-0.03510015432043215	-2.4150857748282255	0.015856858850637694	0.022343755653171298	-4.1636306376450465
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.061137690034378266	0.0024372946047532327	2.152201924137815	0.03154916229410217	0.04252278396161597	-4.757796870069715
HALLMARK_P53_PATHWAY	0.029220012993508904	0.003121060321930583	2.080799626865583	0.03763069841785839	0.04860631878973376	-4.90744677735535
