Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
KEGG_BLADDER_CANCER	0.1033098544812061	0.12288605441723999	16.9880206491737	4.895368817732152e-53	9.056432312804482e-51	109.8469891488923
KEGG_SPLICEOSOME	0.0666828707951788	0.07164956623340069	15.800435484106215	3.3827800418761557e-47	3.129071538735444e-45	96.4840515068547
KEGG_ADHERENS_JUNCTION	0.052655644831494666	0.10557711358493918	15.240024870119084	1.6858256926050884e-44	1.0395925104398045e-42	90.31281466065221
KEGG_RENAL_CELL_CARCINOMA	0.04808164505007624	0.07951520226402502	14.615176528751016	1.5294998119967105e-41	7.0739366304847865e-40	83.54794548241944
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.040056011224719315	0.09569761949880998	12.987788657130391	4.004822990978139e-34	1.4817845066619113e-32	66.59170646210072
KEGG_THYROID_CANCER	0.07122514766090461	0.07363654587377629	12.707383377571041	6.821989676680912e-33	2.1034468169766147e-31	63.77894312879316
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.06996301913530065	0.08569648691115339	12.023473277068803	5.923809499264772e-30	1.5655782248056897e-28	57.0687424617587
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.046205852666290445	0.05272739333212549	11.88520508000737	2.2651229803359923e-29	5.238096892026982e-28	55.73920223039825
KEGG_NITROGEN_METABOLISM	0.11051005257918091	-0.003733887939681294	11.519992440839564	7.480477046104457e-28	1.5376536150325828e-26	52.273360766260765
KEGG_PATHWAYS_IN_CANCER	0.026827226076929812	0.06380223109176349	11.258774884231153	8.754066694173071e-27	1.6195023384220182e-25	49.83651420727478
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.07303977553055745	-0.10551660829876268	11.076712426689367	4.759863508867904e-26	8.005224992186929e-25	48.15949020222591
KEGG_FOCAL_ADHESION	0.032157045985262526	0.08640807558752242	10.5348613385704	6.6067619443746016e-24	1.0185424664244177e-22	43.276200482771515
KEGG_TIGHT_JUNCTION	0.03211717730166871	0.12883560632326738	10.16605032602606	1.726123166385108e-22	2.4564060444711153e-21	40.048375431580006
KEGG_REGULATION_OF_AUTOPHAGY	0.06286567338135267	0.013100017118230759	10.080953046780328	3.623668413377873e-22	4.7884189748207605e-21	39.31502875964825
KEGG_PANCREATIC_CANCER	0.03738746117531654	0.07519132894330915	9.855665662330628	2.5279045381345524e-21	3.117748930365948e-20	37.394712265990115
KEGG_ERBB_SIGNALING_PATHWAY	0.029949762250089097	0.10739781334568779	9.677525342365115	1.1491335346133633e-20	1.3286856493967014e-19	35.89836087890649
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.08396902808678375	0.01601844286206596	9.660214129259288	1.329915967661418e-20	1.4472614942197785e-19	35.7540035730251
KEGG_PROSTATE_CANCER	0.03884218861762664	0.03456065873975805	9.442566435864714	8.216723180755616e-20	8.444965491332162e-19	33.95519503879681
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.026994710425504942	0.09412261117266207	9.39415089465807	1.2270807107253936e-19	1.1947891130747253e-18	33.55915468998167
KEGG_PEROXISOME	-0.03889375428787991	0.15877652128035777	-9.354990651045865	1.6954313173120887e-19	1.568273968513682e-18	33.239925688863494
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.03318274836526496	0.06929881992575282	9.325014377602656	2.17006449329017e-19	1.9117234821841975e-18	32.99623200505789
KEGG_PRION_DISEASES	0.053127275207703245	0.11433734368392508	9.108821999109667	1.265174778756995e-18	1.0638969730456548e-17	31.25601098192162
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.03592710443843113	0.07326079638797564	9.032747659732458	2.3359062918687872e-18	1.865333130600604e-17	30.650967003429834
KEGG_SULFUR_METABOLISM	-0.14993355728056412	-0.06606386102000941	-9.02835107184285	2.4198916288872702e-18	1.865333130600604e-17	30.616116861259123
KEGG_OOCYTE_MEIOSIS	0.03109589913874682	0.06805424411068411	8.823719794937638	1.235037092068095e-17	9.139274481303903e-17	29.008387844482513
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.07858219951015322	0.09687890181645137	-8.624044175067924	5.898622088242573e-17	4.197096485864907e-16	27.466924076997152
KEGG_ENDOCYTOSIS	0.02464227125487691	0.06515756981279185	8.537475719754983	1.1521975272932164e-16	7.89468676108315e-16	26.80713778020334
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.09133879596310805	0.09575464528245604	8.46978479184811	1.93798307850675e-16	1.2362995500818923e-15	26.294849099161766
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.09133879596310805	0.09575464528245604	8.46978479184811	1.93798307850675e-16	1.2362995500818923e-15	26.294849099161766
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.03851580262836522	0.055114997553848535	8.436103232345438	2.5073031323383576e-16	1.5461702649419874e-15	26.041135637952017
KEGG_MELANOMA	0.03938365789359597	0.04708483352267102	8.177116501017135	1.769788987317942e-15	1.0561643956574815e-14	24.116956016293777
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.04782884984028213	0.056340558521615784	8.166407106413647	1.916812107285156e-15	1.1081569995242309e-14	24.038414635977595
