Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.19267536121347076	0.06946520028961604	7.950806429568138	3.743652744340293e-15	1.160532350745491e-13	23.658060745052445
HALLMARK_MYC_TARGETS_V1	0.21048651627045317	3.360811502018989e-4	7.462541390950096	1.4708120561466867e-13	2.2797586870273644e-12	20.07057084000879
HALLMARK_KRAS_SIGNALING_UP	0.152834482630934	0.0041072009798540495	6.733768682712349	2.391327547826195e-11	2.471038466087068e-10	15.108638217271722
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.1940946739063791	0.1318401287363543	6.471067749132523	1.3352774001147175e-10	1.034839985088906e-9	13.437042140240798
KEGG_SPLICEOSOME	0.19216716366050726	-0.040002496577270355	6.357211424920787	2.760454429222726e-10	1.7114817461180903e-9	12.732028200663724
HALLMARK_MYC_TARGETS_V2	-0.171477079406746	0.0716242043404739	-6.088569638177527	1.4627182613159474e-9	7.557377683465729e-9	11.11548955795222
HALLMARK_BILE_ACID_METABOLISM	0.11651471177304787	0.022600580630374494	5.8466750047859595	6.209807794453374e-9	2.5370149854572496e-8	9.716608100580718
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.20223129862379455	-0.054266152765578696	5.837653845982472	6.547135446341289e-9	2.5370149854572496e-8	9.665482532647122
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.14694730188325192	-0.02409696519318534	5.416712715518207	7.118078053879651e-8	2.4517824407807686e-7	7.36381715619256
HALLMARK_APOPTOSIS	0.09933774700475342	0.02803569956364218	4.638572889441494	3.830430051532471e-6	1.187433315975066e-5	3.5457396175915967
HALLMARK_E2F_TARGETS	0.12103293653352833	-0.020082371338001895	4.174924979119103	3.161645665138945e-5	8.910092329027937e-5	1.5434345788704231
HALLMARK_G2M_CHECKPOINT	0.09434898869960126	0.003590686110526282	3.9784398594045225	7.285893722052677e-5	1.882189211530275e-4	0.756890627832977
HALLMARK_IL2_STAT5_SIGNALING	0.0781976149242851	0.04343864969442802	3.7525520076784784	1.8207907535125746e-4	4.341885642991524e-4	-0.10151661894982311
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.06953449753048202	-0.03202999461326095	-3.296660203429559	0.0010025265487793853	0.0022198802151543536	-1.6839396560107147
HALLMARK_TGF_BETA_SIGNALING	0.10222426676790894	-0.04112272946108455	3.0951667751809255	0.0020053686262108197	0.004144428494169028	-2.319112823082394
HALLMARK_DNA_REPAIR	-0.05908686532137478	-0.03510015432043215	-2.8555561041968476	0.004358483285706634	0.008444561366056605	-3.0229890673162894
HALLMARK_HEDGEHOG_SIGNALING	0.09847463385074408	-0.03395698539468613	2.827426148683167	0.004758056120797612	0.008676455279101526	-3.1019492106526685
HALLMARK_MITOTIC_SPINDLE	0.05135393693768533	-0.04056490122339597	2.679849747994042	0.007450456686871851	0.012831342071834857	-3.5035226284732586
HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.059554042342992296	-0.038745937738865505	-2.5047981401232695	0.012363153104363775	0.019420098955087794	-3.9522262483921464
HALLMARK_GLYCOLYSIS	-0.04110522917860586	-0.0017391930598854536	-2.500057125033301	0.01252909610005664	0.019420098955087794	-3.9639611508663455
HALLMARK_FATTY_ACID_METABOLISM	-0.04354378770407603	0.008143789898057927	-2.2127182776275816	0.02707525457032653	0.03949704566800333	-4.6339978158112345
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.060560206356416964	0.03227507446072396	2.1991139747245287	0.028030161441808813	0.03949704566800333	-4.6637103170015735
HALLMARK_MTORC1_SIGNALING	0.04141634613691891	-0.021142246788934067	2.048308709605701	0.04071284613684717	0.054873836097489664	-4.980881119215747
