Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.18250218347051358	0.00397543874686483	-8.967780616993442	9.292801067953993e-19	2.8807683310657377e-17	31.73316745148623
HALLMARK_KRAS_SIGNALING_UP	-0.14714191789250103	0.0041072009798540495	-7.712795898404841	2.2997150521596514e-14	3.5645583308474597e-13	21.808621002368604
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.12040275167036162	-7.792280221292319e-4	-6.914820985409028	7.052632314539063e-12	7.287720058357032e-11	16.21343623624274
HALLMARK_MYC_TARGETS_V1	-0.15989468322969425	3.360811502018989e-4	-6.686933194198566	3.264187643131885e-11	2.529745423427211e-10	14.720107816552815
HALLMARK_GLYCOLYSIS	-0.09053142938803432	-0.0017391930598854536	-6.604489231041298	5.617838147634985e-11	3.483059651533691e-10	14.19142710340757
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.1901534787039075	-0.054266152765578696	-6.517537319146014	9.894737834663777e-11	5.112281214576285e-10	13.640522748640137
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.10697739839764171	-0.03202999461326095	6.05907272827848	1.7497123057968855e-9	7.748725925671922e-9	10.849933054299896
HALLMARK_E2F_TARGETS	-0.14554734599758337	-0.020082371338001895	-5.9819750234932245	2.7841900921951205e-9	1.0788736607256091e-8	10.399601621871188
KEGG_SPLICEOSOME	-0.15139138035857827	-0.040002496577270355	-5.918805318721715	4.0574239020761644e-9	1.3975571218262344e-8	10.03471136010375
HALLMARK_TGF_BETA_SIGNALING	0.16246942143698126	-0.04112272946108455	5.874755563705919	5.26467882931752e-9	1.6320504370884313e-8	9.782446477691586
HALLMARK_MITOTIC_SPINDLE	-0.09297622323700433	-0.04056490122339597	-5.797669038267864	8.2698676616773e-9	2.3305990682908754e-8	9.345306495200226
HALLMARK_MTORC1_SIGNALING	-0.08848228047293559	-0.021142246788934067	-5.223103196573112	2.0207060541551287e-7	5.220157306567416e-7	6.261276995055254
HALLMARK_APOPTOSIS	-0.0939928208161683	0.02803569956364218	-5.206729891893191	2.203651149073746e-7	5.254860432406626e-7	6.177917004611731
HALLMARK_PROTEIN_SECRETION	-0.0942172536011938	-0.044925928911168894	-5.054269766555203	4.881093296143668e-7	1.0808135155746694e-6	5.413815147749394
HALLMARK_NOTCH_SIGNALING	-0.17241504801315144	-0.0574617080126187	-4.9217345364482625	9.577471764536992e-7	1.9793441646709784e-6	4.767375003098828
HALLMARK_G2M_CHECKPOINT	-0.0943701010390062	0.003590686110526282	-4.7221458728564105	2.5638807043225624e-6	4.967518864624965e-6	3.825229523374577
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.08185640905937476	-0.038745937738865505	4.091221263448441	4.531656521106365e-5	8.263608950252784e-5	1.096367717587202
HALLMARK_MYC_TARGETS_V2	-0.09400077627492476	0.0716242043404739	-3.9222913876383494	9.188860061641253e-5	1.5825258995048826e-4	0.43042201222721577
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.07465594359697347	0.01291460772196255	3.0652485690779	0.002215800665341331	0.003615253717135856	-2.523181471412361
HALLMARK_DNA_REPAIR	-0.046950797270936206	-0.03510015432043215	-2.685738247251775	0.007321097178584197	0.011347700626805506	-3.6027130690894267
HALLMARK_P53_PATHWAY	0.03838954528697108	0.003121060321930583	2.479476723820109	0.013272558870010557	0.019592824998587013	-4.130272798648532
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.05522711568776906	-0.02409696519318534	-2.390646371159182	0.016948056248186492	0.023881351986080965	-4.34460880200412
HALLMARK_HEDGEHOG_SIGNALING	0.06267516809042292	-0.03395698539468613	2.128027130160595	0.03350623908603924	0.04516058311596593	-4.932881641945976
HALLMARK_KRAS_SIGNALING_DN	0.0399561995309789	0.009117787233498311	1.97584605854508	0.048365070202471515	0.06247154901152571	-5.24267550406508
