Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.06369802073997885	-0.1831125510337698	7.410856589074405	4.3427930376368476e-13	6.079910252691587e-11	19.026333899485792
KEGG_PURINE_METABOLISM	0.03736937179591267	0.09634723277163028	6.86023645108842	1.7328290497311552e-11	1.2129803348118086e-9	15.428638862143917
KEGG_MELANOGENESIS	0.05415900906788284	0.16188464802472657	6.65907320087242	6.288701341604135e-11	2.9347272927485963e-9	14.173132037406837
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.06522176665863547	0.13871910389667153	6.326118054300708	4.953734242340742e-10	1.7338069848192597e-8	12.166035160385466
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.05419466630490546	0.20859919768947646	6.183150462244734	1.1698230164616109e-9	3.2755044460925107e-8	11.331756969230685
KEGG_INSULIN_SIGNALING_PATHWAY	0.034815675747353426	0.13309520618932769	5.775936031229369	1.2356293583449267e-8	2.8831351694714956e-7	9.047878429913233
KEGG_PATHWAYS_IN_CANCER	0.028612110601593004	0.1924818955910722	5.73172057241015	1.5831489663223908e-8	3.1662979326447814e-7	8.80822453668069
KEGG_ERBB_SIGNALING_PATHWAY	0.03670160626194731	0.15553818515923626	5.624261891935056	2.8721061221243288e-8	5.026185713717576e-7	8.232660224886203
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.0499083106291277	0.14576452345589092	5.543680430038713	4.461346346287646e-8	6.939872094225227e-7	7.807475437677721
KEGG_BASAL_CELL_CARCINOMA	0.04961433272510876	0.22689560207960235	5.1441911314978315	3.6561496657437327e-7	5.118609532041226e-6	5.781745918491665
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.060407049423290074	-0.04158062105542951	5.091976586110899	4.7657732459247226e-7	6.065529585722374e-6	5.527177340816402
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.06155429487990981	0.07957257386704164	4.9760701998324794	8.512894085881566e-7	9.931709766861827e-6	4.970594808157018
KEGG_VIRAL_MYOCARDITIS	0.04905114378663196	0.07416759420427037	4.949826079294769	9.692527519163977e-7	1.043810655909967e-5	4.846205385797325
KEGG_LINOLEIC_ACID_METABOLISM	0.03290082249974581	0.08847210097010685	4.86994168182098	1.4335923379886562e-6	1.3620416255411884e-5	4.471305893148979
KEGG_GAP_JUNCTION	-0.03359406174371052	0.326424818328962	-4.866283474275527	1.4593303130798446e-6	1.3620416255411884e-5	4.454272502943245
KEGG_MAPK_SIGNALING_PATHWAY	-0.02253619412077123	0.1022136149053608	-4.84102393161755	1.649601268384096e-6	1.443401109836084e-5	4.336981162380698
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.03601694547693858	-0.009102177698563968	4.7519156627871215	2.5307755865507117e-6	2.084168130100586e-5	3.9277190261615376
KEGG_ECM_RECEPTOR_INTERACTION	0.04783617440628418	0.009628498740557774	4.611549684389334	4.898473591965519e-6	3.8099239048620704e-5	3.297341573469379
KEGG_LONG_TERM_DEPRESSION	-0.03349889535046825	0.21483573554886395	-4.415478914046641	1.1977504972352484e-5	8.825529979628146e-5	2.446286698177466
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.058370470591168594	-0.01297223769542914	4.394942180676567	1.3128162639255366e-5	9.189713847478756e-5	2.359145552424482
KEGG_WNT_SIGNALING_PATHWAY	0.03790186473886056	0.1363073513712987	4.313301426687037	1.883664775597835e-5	1.2557765170652233e-4	2.0164951443268544
KEGG_SELENOAMINO_ACID_METABOLISM	0.06103505688549005	-0.16699745008568537	4.299976217305509	1.9969070081666237e-5	1.2707590051969423e-4	1.9611408780259056
KEGG_AXON_GUIDANCE	-0.07827275032420727	0.18380537418786125	-4.27502928108362	2.2266147125835535e-5	1.322232816727784e-4	1.8579413490479917
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.07217696255543936	0.18417452976276505	4.261538146186793	2.3611300298710426e-5	1.322232816727784e-4	1.8023668575118004
KEGG_PRION_DISEASES	0.07217696255543936	0.18417452976276505	4.261538146186793	2.3611300298710426e-5	1.322232816727784e-4	1.8023668575118004
KEGG_FOCAL_ADHESION	0.0390801493045122	-0.0776478456236743	4.2227509343764	2.79240101417226e-5	1.5036005460927556e-4	1.6435097547851152
KEGG_TASTE_TRANSDUCTION	-0.04668309526147783	0.2368408221996662	-4.1688970468607955	3.517180003453192e-5	1.823722964753507e-4	1.4252134508446952
