Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.05477812064591135	-0.03954407657232776	12.914997508910206	3.724947951093602e-36	6.8911537095231635e-34	71.09174123155594
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.05023111015688767	-0.03981190729526209	11.912920603793497	2.9794791488619923e-31	2.7560182126973426e-29	59.89632646623141
KEGG_DNA_REPLICATION	0.08322019285912012	-0.06638481901541828	9.341790858952145	3.548836046708492e-20	2.1884488954702364e-18	34.66278384087119
KEGG_NOTCH_SIGNALING_PATHWAY	-0.044988183536174585	0.1478202343943778	-9.241088787434954	8.658335090450445e-20	4.0044799793333306e-18	33.78251577683434
KEGG_HOMOLOGOUS_RECOMBINATION	0.05792018302546236	-0.0679527608039498	8.52460406542932	3.8708081732617526e-17	1.369032791968311e-15	27.765584571999987
KEGG_GLYCEROLIPID_METABOLISM	0.03714881570277127	0.05109007874946242	8.50789127982182	4.440106352329658e-17	1.369032791968311e-15	27.630436871424116
KEGG_INSULIN_SIGNALING_PATHWAY	0.021200319844483735	0.1271114248865811	8.458361617961653	6.658793684090318e-17	1.7598240450810124e-15	27.23132252968786
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.0496391989356075	0.08186688426636203	-7.845617811878315	8.427331206212531e-15	1.948820341436648e-13	22.469130376991494
KEGG_CALCIUM_SIGNALING_PATHWAY	0.031642055908139566	0.03537622534499255	7.683415358112973	2.875725314590964e-14	5.911213146659205e-13	21.263332612030627
KEGG_SULFUR_METABOLISM	-0.10688286329178398	0.0619616641818043	-7.66126846242332	3.394396388990546e-14	6.27963331963251e-13	21.10049119208091
KEGG_MTOR_SIGNALING_PATHWAY	0.031053025409278477	0.06480794712935002	7.580032443497192	6.213478393515951e-14	1.0449940934549553e-12	20.506886078372577
KEGG_SMALL_CELL_LUNG_CANCER	0.0337963278087505	-0.02022014680512694	7.227706431191138	8.002192375247918e-13	1.2336713245173872e-11	18.000114509022858
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	-0.050128996575017334	-0.0682577693685068	-7.159826954748755	1.293046429674143e-12	1.8401045345362803e-11	17.529870879000224
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.036479223168196906	0.07897285301402251	7.138364800874968	1.5036323528503453e-12	1.9869427519808133e-11	17.38204760682614
KEGG_DILATED_CARDIOMYOPATHY	0.032226325201158645	-0.014516830670439044	7.109232437547217	1.844191287811311e-12	2.2745025883006172e-11	17.182055515607598
KEGG_TYROSINE_METABOLISM	0.05653984163399974	-0.020359982707285607	6.868363208549216	9.692429371889245e-12	1.120687146124694e-10	15.557738334693621
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.03376448820546749	0.049559873876996015	-6.789571089218327	1.6493860176321155e-11	1.79492007801142e-10	15.037760170961981
KEGG_RIBOSOME	-0.0655661710916561	0.0769865079644585	-6.711021944605516	2.786879101255723e-11	2.8642924096239377e-10	14.524981952555535
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	-0.0481940815683791	0.05455608778799669	-6.6578866318419045	3.961522166390055e-11	3.857271583064001e-10	14.181283047374208
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.0320508684669753	-0.017862281191544274	6.62867563027729	4.8013989640160394e-11	4.4412940417148363e-10	13.993428513005703
KEGG_BUTANOATE_METABOLISM	-0.037646264570460816	0.057039135214196776	-6.603462419101939	5.6647345607409547e-11	4.990361398747984e-10	13.83190775101438
KEGG_ACUTE_MYELOID_LEUKEMIA	0.02799864734058087	0.07069570851957728	6.44224087039998	1.608957158245484e-10	1.352986701251884e-9	12.812790384954805
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.02589888870523459	0.0659424465873185	6.424799471942588	1.7988136501638532e-10	1.4468718490448384e-9	12.703962326737837
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.07037334468356857	0.1444455988836655	6.41624702714943	1.8997503006884362e-10	1.4643908567806696e-9	12.65069983072102
KEGG_ERBB_SIGNALING_PATHWAY	0.020461277123620353	0.10112541500237039	6.407054316197797	2.0144208584979507e-10	1.4906714352884836e-9	12.593524554711383
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.033251646600388374	-0.03773861479735654	6.370462254432105	2.541816771293912e-10	1.8086003949591296e-9	12.36670234236518
KEGG_RIBOFLAVIN_METABOLISM	0.03947519375984452	0.11831792019068316	6.325098818078872	3.3855096543980567e-10	2.319701059494965e-9	12.08721253803261
KEGG_REGULATION_OF_AUTOPHAGY	0.051435422402423436	-0.12389453998097438	6.247092745907428	5.518271223472685e-10	3.6460006297944528e-9	11.611022650288561
KEGG_PROSTATE_CANCER	0.02230318530567926	0.03389657519052123	6.05128408387127	1.8363093511879075e-9	1.1714387240336651e-8	10.44037168388623
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	-0.06073134232994727	-0.033152770957919346	-5.71852286690734	1.308673020010048e-8	8.070150290061962e-8	8.532287545425348
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.04218544857629586	-0.02723834766785809	5.658208881585866	1.8482426772910914e-8	1.102983533222103e-7	8.197459633856102
